Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status
202507,0204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"2,090",329,0,0,"2,090",329,Provisional
202507,0204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"7,499,806","980,733",0,0,"7,499,806","980,733",Provisional
202507,0204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"2,577,377","340,598",0,0,"2,577,377","340,598",Provisional
202507,0204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"248,058","36,879",0,0,"248,058","36,879",Provisional
202507,0204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"173,094,876","13,508,342",0,0,"173,094,876","13,508,342",Provisional
202507,0204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"15,985,784","2,086,989",0,0,"15,985,784","2,086,989",Provisional
202507,0204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"41,965,839","2,668,836",0,0,"41,965,839","2,668,836",Provisional
202507,0204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"2,875,308","248,149",0,0,"2,875,308","248,149",Provisional
202507,0204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"552,329","59,568",0,0,"552,329","59,568",Provisional
202507,0206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"91,656","3,691",0,0,"91,656","3,691",Provisional
202507,0206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"834,047","50,691",0,0,"834,047","50,691",Provisional
202507,0206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"7,572,652","649,466",0,0,"7,572,652","649,466",Provisional
202507,0206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,183,078","545,139",0,0,"1,183,078","545,139",Provisional
202507,0206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"779,486","212,803",0,0,"779,486","212,803",Provisional
202507,0206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"119,845","64,914",0,0,"119,845","64,914",Provisional
202507,0206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"13,386,720","1,465,869",0,0,"13,386,720","1,465,869",Provisional
202507,0206900001,"Offal, edible; of lamb, brains, frozen",KGM,"162,495","11,849",0,0,"162,495","11,849",Provisional
202507,0206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"236,850","50,127",0,0,"236,850","50,127",Provisional
202507,0206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"555,093","116,287",0,0,"555,093","116,287",Provisional
202507,0206900019,"Offal, edible; of lamb, livers, frozen",KGM,"639,197","219,865",0,0,"639,197","219,865",Provisional
202507,0206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"167,623","7,432",0,0,"167,623","7,432",Provisional
202507,0206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"472,581","47,633",0,0,"472,581","47,633",Provisional
202507,0206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"2,325,717","297,334",0,0,"2,325,717","297,334",Provisional
202507,0206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"160,269","38,564",0,0,"160,269","38,564",Provisional
202507,0206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"1,002,949","337,126",0,0,"1,002,949","337,126",Provisional
202507,0206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"34,533","2,857",0,0,"34,533","2,857",Provisional
202507,0206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"419,234","82,924",0,0,"419,234","82,924",Provisional
202507,0207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"18,402","1,077",0,0,"18,402","1,077",Provisional
202507,0207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"706,438","193,178",0,0,"706,438","193,178",Provisional
202507,0207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"618,280","58,399",0,0,"618,280","58,399",Provisional
202507,0207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,"6,130","2,387",0,0,"6,130","2,387",Provisional
202507,0207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,343,133","618,308",0,0,"2,343,133","618,308",Provisional
202507,0207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,0,0,168,19,168,19,Provisional
202507,0207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"152,102","15,888",787,30,"152,889","15,918",Provisional
202507,0207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,"20,965",708,754,29,"21,719",737,Provisional
202507,0208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"3,714",37,0,0,"3,714",37,Provisional
202507,0208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"133,763","11,649",0,0,"133,763","11,649",Provisional
202507,0208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"891,164","29,705",0,0,"891,164","29,705",Provisional
202507,0208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"10,770,422","629,135",0,0,"10,770,422","629,135",Provisional
202507,0208900028,"Meat and edible meat offal; partridges, pheasants, wild ducks and other birds n.e.c. in heading no. 0207, fresh, chilled or frozen",KGM,"3,388",26,0,0,"3,388",26,Provisional
202507,0210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"40,025","2,480","36,253","2,370","76,278","4,850",Provisional
202507,0210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"65,752",976,0,0,"65,752",976,Provisional
202507,0210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"1,131,900","13,992",0,0,"1,131,900","13,992",Provisional
202507,0301910009,"Fish; live, trout, (oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), n.e.c. in item no. 0301.91.00.01",KGM,"1,911",91,0,0,"1,911",91,Provisional
202507,0301920000,"Fish; live, eels (anguilla spp.)",KGM,"149,608","8,024",0,0,"149,608","8,024",Provisional
202507,0302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"1,307,822","46,738",0,0,"1,307,822","46,738",Provisional
202507,0302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"3,488,462","121,204",0,0,"3,488,462","121,204",Provisional
202507,0302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"3,369,505","111,156",0,0,"3,369,505","111,156",Provisional
202507,0302230001,"Fish; fresh or chilled, sole (Solea spp.), whole",KGM,"3,137",467,0,0,"3,137",467,Provisional
202507,0302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"9,978",839,0,0,"9,978",839,Provisional
202507,0302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,854,16,0,0,854,16,Provisional
202507,0302290002,"Fish; fresh or chilled, flounder, whole",KGM,"44,718","2,432",0,0,"44,718","2,432",Provisional
202507,0302290012,"Fish; fresh or chilled, lemon sole, whole",KGM,"5,118",524,0,0,"5,118",524,Provisional
202507,0302290021,"Fish; fresh or chilled, New Zealand sole, whole",KGM,"1,172",124,0,0,"1,172",124,Provisional
202507,0302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,"3,945",471,0,0,"3,945",471,Provisional
202507,0302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"1,146",51,0,0,"1,146",51,Provisional
202507,0302290041,"Fish; fresh or chilled, lemon sole, headed and gutted",KGM,"3,779",538,0,0,"3,779",538,Provisional
202507,0302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"66,776","5,328",0,0,"66,776","5,328",Provisional
202507,0302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,392,23,0,0,392,23,Provisional
202507,0302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"2,371",190,0,0,"2,371",190,Provisional
202507,0302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"26,921","1,185",0,0,"26,921","1,185",Provisional
202507,0302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"4,271",367,0,0,"4,271",367,Provisional
202507,0302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,086",131,0,0,"1,086",131,Provisional
202507,0302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"57,014","1,733",0,0,"57,014","1,733",Provisional
202507,0302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"18,607","1,315",0,0,"18,607","1,315",Provisional
202507,0302350049,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"41,703","3,826",0,0,"41,703","3,826",Provisional
202507,0302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"564,940","38,756",0,0,"564,940","38,756",Provisional
202507,0302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"2,073,647","157,508",0,0,"2,073,647","157,508",Provisional
202507,0302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,"1,151",152,0,0,"1,151",152,Provisional
202507,0302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"132,722","10,685",0,0,"132,722","10,685",Provisional
202507,0302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"24,595","1,907",0,0,"24,595","1,907",Provisional
202507,0302490010,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, whole",KGM,"6,508",759,0,0,"6,508",759,Provisional
202507,0302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"11,207",480,0,0,"11,207",480,Provisional
202507,0302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"30,689","4,038",0,0,"30,689","4,038",Provisional
202507,0302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"3,890",183,0,0,"3,890",183,Provisional
202507,0302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,"9,588","1,142",0,0,"9,588","1,142",Provisional
202507,0302590029,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"21,856","1,076",0,0,"21,856","1,076",Provisional
202507,0302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"8,814",345,0,0,"8,814",345,Provisional
202507,0302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"79,097","6,685",0,0,"79,097","6,685",Provisional
202507,0302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"130,231","12,811",0,0,"130,231","12,811",Provisional
202507,0302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"17,530","1,891",0,0,"17,530","1,891",Provisional
202507,0302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,612,716","196,590",0,0,"2,612,716","196,590",Provisional
202507,0302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"379,554","27,588",0,0,"379,554","27,588",Provisional
202507,0302891015,"Fish; fresh or chilled, groper, whole",KGM,"138,736","7,071",0,0,"138,736","7,071",Provisional
202507,0302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"9,670",835,0,0,"9,670",835,Provisional
202507,0302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"259,200","18,967",0,0,"259,200","18,967",Provisional
202507,0302891039,"Fish; fresh or chilled, mullet, whole",KGM,"5,825",451,0,0,"5,825",451,Provisional
202507,0302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"5,710",606,0,0,"5,710",606,Provisional
202507,0302891055,"Fish; fresh or chilled, trevally, whole",KGM,"94,027","9,073",0,0,"94,027","9,073",Provisional
202507,0302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"158,185","9,780",0,0,"158,185","9,780",Provisional
202507,0302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"336,817","21,767",0,0,"336,817","21,767",Provisional
202507,0302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"11,642",671,0,0,"11,642",671,Provisional
202507,0302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"27,267","1,636",0,0,"27,267","1,636",Provisional
202507,0302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"10,978",566,0,0,"10,978",566,Provisional
202507,0302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"737,138","67,575",0,0,"737,138","67,575",Provisional
202507,0302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"37,123","2,836",0,0,"37,123","2,836",Provisional
202507,0302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"220,143","13,919",0,0,"220,143","13,919",Provisional
202507,0302899041,"Fish; fresh or chilled, yellowtail kingfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"4,083",479,0,0,"4,083",479,Provisional
202507,0302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"246,043","28,772",0,0,"246,043","28,772",Provisional
202507,0303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,0,0,780,24,780,24,Provisional
202507,0303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,464,75,0,0,464,75,Provisional
202507,0303290010,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), whole",KGM,"103,290","22,118",0,0,"103,290","22,118",Provisional
202507,0303290049,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"5,054",320,0,0,"5,054",320,Provisional
202507,0303390002,"Fish; frozen, flounder, whole",KGM,"7,209",600,0,0,"7,209",600,Provisional
202507,0303390012,"Fish; frozen, lemon sole, whole",KGM,"11,588","1,120",0,0,"11,588","1,120",Provisional
202507,0303390021,"Fish; frozen, New Zealand sole, whole",KGM,"140,250","14,250",0,0,"140,250","14,250",Provisional
202507,0303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,"1,209",100,220,20,"1,429",120,Provisional
202507,0303390062,"Fish; frozen, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"11,904","1,006",0,0,"11,904","1,006",Provisional
202507,0303390072,"Fish; frozen, lemon sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"21,508","2,430",0,0,"21,508","2,430",Provisional
202507,0303390082,"Fish; frozen, New Zealand sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"46,718","5,102",0,0,"46,718","5,102",Provisional
202507,0303390097,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"15,783","1,700",0,0,"15,783","1,700",Provisional
202507,0303490015,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, headed and gutted",KGM,"55,553","18,680",0,0,"55,553","18,680",Provisional
202507,0303490049,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,063",50,0,0,"1,063",50,Provisional
202507,0303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,"706,216","405,000",0,0,"706,216","405,000",Provisional
202507,0303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,"3,895,304","1,662,438",0,0,"3,895,304","1,662,438",Provisional
202507,0303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"1,759,459","461,159",0,0,"1,759,459","461,159",Provisional
202507,0303590010,"Fish; frozen, n.e.c. in item no. 0303.5, whole",KGM,0,0,840,140,840,140,Provisional
202507,0303590019,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,1,10,0,0,1,10,Provisional
202507,0303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"44,433","5,596",0,0,"44,433","5,596",Provisional
