Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201910,2933530000,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof",,"4,480",,0,,"4,480",,Final,,,,
201910,2933690909,"Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, n.e.c. in item no. 2933.6",,"2,640",,0,,"2,640",,Final,,,,
201910,2933990029,Heterocyclic compounds; n.e.c. in headings no. 2933,,"365,015",,0,,"365,015",,Final,,,,
201910,2936210000,"Vitamins; vitamins A and their derivatives, unmixed",,0,,"41,783",,"41,783",,Final,,,,
201910,2936220000,"Vitamins; vitamin B1 and its derivatives, unmixed",,0,,368,,368,,Final,,,,
201910,2936240000,"Vitamins; D- or DL-pantothenic acid (vitamin B3 or vitamin B5) and its derivatives, unmixed",,"2,538",,0,,"2,538",,Final,,,,
201910,2936260000,"Vitamins; vitamin B12 and its derivatives, unmixed",,111,,0,,111,,Final,,,,
201910,2936270000,"Vitamins; vitamin C and its derivatives, unmixed",,"81,223",,"16,161",,"97,384",,Final,,,,
201910,2936280000,Vitamins; vitamin E and its derivatives; unmixed,,"5,217",,0,,"5,217",,Final,,,,
201910,2936290000,"Vitamins; n.e.c. in item no. 2936.2 and their derivatives, unmixed",,"128,372",,"2,401",,"130,773",,Final,,,,
201910,2936900019,"Vitamins, n.e.c. in heading no. 2936, including natural concentrates",,"408,243",,0,,"408,243",,Final,,,,
201910,2937190000,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; other than somatotropin, (its derivatives and structural anaologues) and insulin and its salts",,"44,936",,0,,"44,936",,Final,,,,
201910,2937230000,"Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens",,"878,838",,0,,"878,838",,Final,,,,
201910,2937291000,"Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens",,"2,801",,0,,"2,801",,Final,,,,
201910,2938100000,Glycosides; rutoside (rutin) and its derivatives,,"3,719",,0,,"3,719",,Final,,,,
201910,2938900000,"Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives",,"186,446",,0,,"186,446",,Final,,,,
201910,2939790010,"Alkaloids; of vegetal origin, other than cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives; n.e.c. in heading no. 2939",,"22,507",,0,,"22,507",,Final,,,,
201910,2939800010,"Alkaloids; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939",,"1,441",,0,,"1,441",,Final,,,,
201910,2940000000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",,"45,917",,"2,331",,"48,248",,Final,,,,
201910,2941900000,Antibiotics; n.e.c. in heading no. 2941,,"1,129,481",,0,,"1,129,481",,Final,,,,
201910,2942000000,Organic compounds; n.e.c. in chapter 29,,"5,640",,0,,"5,640",,Final,,,,
201910,3001200000,"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses",,"505,693",,0,,"505,693",,Final,,,,
201910,3001900010,"Glands and other organs; dried, whether or not powdered",,"694,378",,0,,"694,378",,Final,,,,
201910,3001900019,"Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in item 3001.90",,"177,549",,0,,"177,549",,Final,,,,
201910,3002110010,"Blood, human or animal, antisera, other blood fractions and immunological products; malaria diagnostic test kits",,"729,565",,769,,"730,334",,Final,,,,
201910,3002120010,"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions",,"18,341,133",,"31,017",,"18,372,150",,Final,,,,
201910,3002150010,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, put up in measured doses or in forms or packings for retail sale",,"3,308",,"178,713",,"182,021",,Final,,,,
201910,3002190010,"Blood, human or animal, antisera, other blood fractions and immunological products; n.e.c. in heading 3002.2",,"353,354",,"1,195",,"354,549",,Final,,,,
201910,3002200019,"Vaccines; for human medicine, other than for yellow fever",,"123,643",,"12,725",,"136,368",,Final,,,,
201910,3002300009,"Vaccines; for veterinary medicine, for other uses than against foot and mouth disease",,"2,622,759",,"73,857",,"2,696,616",,Final,,,,
201910,3002900007,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; for human medicine, (other than saxitoxin and ricin)",,"1,401,951",,"12,680",,"1,414,631",,Final,,,,
201910,3002900029,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c.",,"3,706,802",,"40,840",,"3,747,642",,Final,,,,
201910,3003100100,"Medicaments; containing penicillins, streptomycins or their derivatives, (not in measured doses, not packaged for retail sale), for veterinary use",,"43,499",,0,,"43,499",,Final,,,,
201910,3003200010,"Medicaments; containing antibiotics other than penicillins, streptomycins or their derivatives, (not in measured doses, not packaged for retail sale), for veterinary medicine",,"300,422",,0,,"300,422",,Final,,,,
201910,3003390010,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), not in measured doses or packaged for retail sale, for use in veterinary medicine",,"322,151",,0,,"322,151",,Final,,,,
201910,3003390019,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), not in measured doses or packaged for retail sale, for other than veterinary uses",,0,,40,,40,,Final,,,,
201910,3003900100,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale), for veterinary medicine",,"2,803,564",,"14,703",,"2,818,267",,Final,,,,
201910,3003900919,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale), for use other than in veterinary medicine",,"41,598",,0,,"41,598",,Final,,,,
201910,3004100100,"Medicaments; containing penicillins, streptomycins or their derivatives, packaged for retail sale, for veterinary medicine",,"16,500",,0,,"16,500",,Final,,,,
201910,3004100900,"Medicaments; containing penicillins, streptomycins or their derivatives, packaged for retail sale, for use other than in veterinary medicine",,"13,387",,"1,084",,"14,471",,Final,,,,
201910,3004200010,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), packaged for retail sale, for use in veterinary medicine",,"154,106",,0,,"154,106",,Final,,,,
201910,3004200019,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), packaged for retail sale, for use other than in veterinary medicine",,"35,990",,"15,238",,"51,228",,Final,,,,
201910,3004310000,"Medicaments; containing insulin, for therapeutic or prophylactic uses, packaged for retail sale",,"1,146",,921,,"2,067",,Final,,,,
201910,3004320019,"Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), packaged for retail sale, for use other than in veterinary medicine",,"69,957",,"67,926",,"137,883",,Final,,,,
201910,3004390010,"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, packaged for retail sale, for veterinary medicine",,"494,497",,0,,"494,497",,Final,,,,
201910,3004390019,"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, packaged for retail sale, for use other than in veterinary medicine",,"24,966",,"60,647",,"85,613",,Final,,,,
201910,3004410019,"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, packaged for retail sale, for use other than in veterinary medicine",,0,,639,,639,,Final,,,,
201910,3004490010,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; packaged for retail sale for veterinary medicine",,"21,284",,0,,"21,284",,Final,,,,
201910,3004490019,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; packaged for retail sale, for use other than in veterinary medicine",,"138,386",,"179,309",,"317,695",,Final,,,,
201910,3004500010,"Medicaments; containing vitamins or their derivatives, packaged for retail sale, for veterinary uses",,"39,453",,"220,847",,"260,300",,Final,,,,
201910,3004500019,"Medicaments; containing vitamins or their derivatives, packaged for retail sale, other than for veterinary uses",,"311,679",,"337,283",,"648,962",,Final,,,,
201910,3004900100,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, for veterinary uses",,"2,599,743",,0,,"2,599,743",,Final,,,,
201910,3004901908,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, (other than for veterinary uses), in aerosol containers, not containing chlorofluorocarbons",NMB,"17,633",505,334,1,"17,967",506,Final,,,,
201910,3004901929,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, (other than for veterinary uses), not in aerosol containers",,"7,723,897",,"2,068,767",,"9,792,664",,Final,,,,
201910,3005100001,"Dressings, adhesive; and other articles having an adhesive layer, incorporating woven fabrics, packed for retail sale for medical, surgical, dental or veterinary purposes",,448,,71,,519,,Final,,,,
201910,3005100009,"Dressings, adhesive; and other articles having an adhesive layer, (not incorporating woven fabrics), packed for retail sale for medical, surgical dental or veterinary purposes",,"3,018",,"25,870",,"28,888",,Final,,,,
201910,3005900100,"Cotton rolls or pellets; non-adhesive, impregnated or coated with pharmaceutical substances, or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes",KGM,"7,216","1,850",240,1,"7,456","1,851",Final,,,,
201910,3005900911,"Dressings; non-adhesive, sterilised packs containing composite dressings, in packings for retail sale for medical, surgical, dental or veterinary purposes, n.e.c. in item no. 3005.90.09.01",,97,,"10,586",,"10,683",,Final,,,,
201910,3005900919,"Dressings; non-adhesive, incorporating non-woven fabrics or impregnated with wax substances, in packings for retail sale for medical, surgical, dental or veterinary purposes, n.e.c. in item no. 3005.90.09.01",,"43,520",,606,,"44,126",,Final,,,,
201910,3005900929,"Wadding, gauze, bandages, and similar articles; n.e.c. in heading no. 3005, non-adhesive, impregnated or coated with pharmaceutical substances, in packings for retail sale for medical, surgical or veterinary purposes",,"123,325",,"54,792",,"178,117",,Final,,,,
201910,3006100500,"Pharmaceutical goods, sterile, surgical or dental; of plastics, of polymers of ethylene, plates, sheets, film, foil and strip, non-cellular, not combined with other materials, exceeding 0.5mm thick or 20cm wide",KGM,"16,319",100,0,0,"16,319",100,Final,,,,
201910,3006108919,"Pharmaceutical goods, sterile, surgical or dental; n.e.c. in item no. 3006.10 (other than sterile surgical catgut)",,"23,828",,"9,190",,"33,018",,Final,,,,
201910,3006400100,Pharmaceutical goods; dental cements and other dental fillings,,64,,"16,540",,"16,604",,Final,,,,
201910,3006500000,Pharmaceutical goods; first aid boxes and kits,,"1,691",,"1,099",,"2,790",,Final,,,,
201910,3006600011,Pharmaceutical goods; chemical contraceptive preparations based on hormones or on spermicides,,856,,"2,598",,"3,454",,Final,,,,
201910,3006600019,Pharmaceutical goods; chemical contraceptive preparations based on other products of heading 2937,,"202,929",,0,,"202,929",,Final,,,,
201910,3006700000,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,236,,"1,485",,"1,721",,Final,,,,
201910,3006910019,"Pharmaceutical goods; appliances for ostomy use, n.e.c. in item no. 3006.91",,"44,102",,"25,535",,"69,637",,Final,,,,
201910,3101000001,"Fertilizers, animal or vegetable; whether or not mixed together, chemically treated",KGM,"208,336","17,766",0,0,"208,336","17,766",Final,,,,
201910,3101000019,"Fertilizers, animal or vegetable; whether or not mixed together, not chemically treated",KGM,"85,658","23,889",0,0,"85,658","23,889",Final,,,,
201910,3102100000,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",KGM,"87,859","95,809",0,0,"87,859","95,809",Final,,,,
201910,3102210000,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",KGM,121,125,0,0,121,125,Final,,,,
201910,3102290000,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of ammonium sulphate and ammonium nitrate",KGM,295,2,0,0,295,2,Final,,,,
201910,3102300000,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",KGM,0,0,"20,790","22,000","20,790","22,000",Final,,,,
201910,3102500000,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",KGM,0,0,"19,499","19,200","19,499","19,200",Final,,,,
201910,3102900019,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings",KGM,"187,651","228,600","3,550","1,000","191,201","229,600",Final,,,,
201910,3103190000,"Fertilizers, mineral or chemical; phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",KGM,468,240,0,0,468,240,Final,,,,
201910,3103900019,"Fertilizers, mineral or chemical; phosphatic, other than superphosphates or basic slag",KGM,"12,885","25,000",0,0,"12,885","25,000",Final,,,,
201910,3104200000,"Fertilizers, mineral or chemical; potassic, potassium chloride",KGM,"8,846",37,0,0,"8,846",37,Final,,,,
201910,3105200000,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",KGM,"34,791","36,605",0,0,"34,791","36,605",Final,,,,
201910,3105590000,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",KGM,100,20,0,0,100,20,Final,,,,
201910,3105900000,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",KGM,"31,267","2,547",0,0,"31,267","2,547",Final,,,,
201910,3203000001,"Colouring matter of vegetable origin including dyeing extracts, whether or not chemically defined; preparations as specified in Note 3 to this chapter based on colouring matter of vegetable origin",,"8,197",,"1,825",,"10,022",,Final,,,,
201910,3204120000,"Dyes; acid, whether or not premetallised and preparations based thereon, mordant dyes and preparations based thereon",,615,,0,,615,,Final,,,,
201910,3204170000,Dyes; pigments and preparations based thereon,,"26,028",,"23,672",,"49,700",,Final,,,,
201910,3204190000,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",,133,,0,,133,,Final,,,,
201910,3204900000,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",,"36,358",,167,,"36,525",,Final,,,,
201910,3205000000,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,KGM,849,80,0,0,849,80,Final,,,,
201910,3206200000,Colouring matter; pigments and preparations based on chromium compounds,KGM,"26,299","2,078",0,0,"26,299","2,078",Final,,,,
201910,3206490019,Colouring matter; other preparations n.e.c. in item no. 3206.4,KGM,"138,494","29,758","48,771","2,508","187,265","32,266",Final,,,,
201910,3207100000,"Pigments; prepared pigments, opacifiers, colours and similar preparations",KGM,0,0,496,9,496,9,Final,,,,
201910,3207200000,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",KGM,"228,702","3,057",0,0,"228,702","3,057",Final,,,,
201910,3208100100,"Paints; based on polyesters, dispersed or dissolved in a non-aqueous medium",KGM,225,21,0,0,225,21,Final,,,,
201910,3208101909,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,"2,810",423,0,0,"2,810",423,Final,,,,
201910,3208101928,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"2,014",67,"2,014",67,Final,,,,
201910,3208101939,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"511,153","69,500","10,374",500,"521,527","70,000",Final,,,,
201910,3208102919,"Varnishes and lacquers; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,"22,330","2,350",0,0,"22,330","2,350",Final,,,,
201910,3208200100,"Paints; solutions, based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium",KGM,"32,109","1,095",0,0,"32,109","1,095",Final,,,,
201910,3208201928,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"42,564","1,428","10,370","1,872","52,934","3,300",Final,,,,
201910,3208201939,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"320,166","48,189","4,269",242,"324,435","48,431",Final,,,,
201910,3208202919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,"43,416","4,459",0,0,"43,416","4,459",Final,,,,
201910,3208901928,"Paints and enamels; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, in aerosol containers, not containing chlorofluorocarbons",NMB,"4,838",876,"1,528",80,"6,366",956,Final,,,,
201910,3208901939,"Paints and varnishes; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, not in aerosol containers",KGM,"452,305","49,351","5,956","1,160","458,261","50,511",Final,,,,
201910,3208902908,"Varnishes and lacquers; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, (not dental cavity liners and sealers), aerosol containers, not containing chlorofluorocarbons",NMB,"1,072",150,0,0,"1,072",150,Final,,,,
201910,3208902919,"Varnishes and lacquers; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, (not dental cavity liners and sealers), not in aerosol containers",KGM,"203,347","19,821",288,20,"203,635","19,841",Final,,,,
201910,3209100909,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,"1,846",250,0,0,"1,846",250,Final,,,,
201910,3209100928,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"11,971",714,"3,604",264,"15,575",978,Final,,,,
201910,3209100939,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"935,817","73,480","23,808","2,644","959,625","76,124",Final,,,,
201910,3209101908,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"2,330",74,"2,330",74,Final,,,,
201910,3209101919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,"63,261","3,484",0,0,"63,261","3,484",Final,,,,
201910,3209900909,"Paints and enamels; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,"57,706","4,054",0,0,"57,706","4,054",Final,,,,
201910,3209900939,"Paints and enamels; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"75,143","9,340",0,0,"75,143","9,340",Final,,,,
201910,3209901919,"Varnishes and lacquers; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,"4,167",196,"1,307",45,"5,474",241,Final,,,,
201910,3210000907,"Paints and enamels; in aerosol containers, not containing chlorofluorocarbons",NMB,"228,699","75,024",0,0,"228,699","75,024",Final,,,,
201910,3210000918,"Paints and enamels; n.e.c. in chapter 32, not in aerosol containers",KGM,"2,052",102,257,12,"2,309",114,Final,,,,
201910,3210000939,"Varnishes and lacquers; n.e.c. in chapter 32, not in aerosol containers",KGM,"25,289","9,482",0,0,"25,289","9,482",Final,,,,
201910,3210000959,"Paints, varnishes and prepared water pigments; of a kind used for finishing leather, n.e.c. in chapter 32, not in aerosol containers",KGM,"50,305","6,597",0,0,"50,305","6,597",Final,,,,
201910,3211000000,Driers; prepared,LTR,"99,684","15,209",0,0,"99,684","15,209",Final,,,,
201910,3212100000,"Pigments; of a kind used in the manufacture of paints, stamping foils",,0,,"2,087",,"2,087",,Final,,,,
201910,3212900009,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, in forms for retail sale, in aerosol containers, not containing chlorofluorocarbons",NMB,"3,522",512,0,0,"3,522",512,Final,,,,
201910,3212900019,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, in forms for retail sale, not in aerosol containers",,600,,910,,"1,510",,Final,,,,
201910,3212900029,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, n.e.c. in item no. 3212.90.00",KGM,"3,580",800,0,0,"3,580",800,Final,,,,
201910,3213900009,"Colours; (other than in sets), paints and enamels of a kind used on recreational models, put up in containers of a capacity not exceeding 22ml",,"18,227",,0,,"18,227",,Final,,,,
201910,3214100100,"Mastics; painters' fillings, glaziers' putty, wood fillers, plastic wood",KGM,"7,452",588,439,28,"7,891",616,Final,,,,
201910,3214100909,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, plaster based (containing calcined gypsum/calcium sulphate)",,"1,966",,0,,"1,966",,Final,,,,
201910,3214100911,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, liquids, pastes, other than plaster based compounds",,"30,665",,"1,077",,"31,742",,Final,,,,
201910,3214100912,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, (other than liquids, pastes), other than plaster based compounds",,"1,264",,"1,478",,"2,742",,Final,,,,
201910,3214100919,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), other than plaster or gypsum based compounds",,"535,777",,"267,423",,"803,200",,Final,,,,
201910,3214900000,"Mastics; non-refractory surfacing preparations and preparations for facades, indoor walls, floors, ceilings or the like, n.e.c. in item 3214.90",,"72,888",,"107,567",,"180,455",,Final,,,,
201910,3215110019,"Ink; printing, black, n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"148,040","6,533","208,783","1,625","356,823","8,157",Final,,,,
201910,3215190000,"Ink; for printing, other than black, whether or not concentrated or solid",KGM,"198,283","9,049","282,100","4,048","480,383","13,097",Final,,,,
201910,3215900700,"Ink; ink cartridges incorporating mechanical or electrical components, and thermoplastic or electrostatic toner cartridges, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39",KGM,"3,102",22,"49,624",193,"52,726",215,Final,,,,
201910,3215900901,Ink; stencilling inks and inks for similar purposes,KGM,333,13,0,0,333,13,Final,,,,
201910,3215900919,"Ink; writing, drawing and other inks n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"25,433","3,410",0,0,"25,433","3,410",Final,,,,
201910,3301120000,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes",KGM,"3,394",196,0,0,"3,394",196,Final,,,,
201910,3301130000,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",KGM,"2,791",57,0,0,"2,791",57,Final,,,,
201910,3301190019,"Oils, essential; of citrus fruits (terpeneless or not), including concretes and absolutes, other than of orange, lemon, bergamot or lime",KGM,"6,084",20,270,18,"6,354",38,Final,,,,
201910,3301290019,"Oils, essential; of lavender or of lavandin (terpeneless or not), including concretes and absolutes",KGM,"14,339",44,24,1,"14,363",45,Final,,,,
201910,3301290029,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",KGM,"194,397","3,589","6,308",287,"200,705","3,876",Final,,,,
201910,3301900100,"Oils, essential; aqueous distillates and aqueous solutions thereof, culinary or flavouring",,"5,694",,0,,"5,694",,Final,,,,
201910,3301901919,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, (obtained by enfleurage or maceration), terpenic by-products of the deterpenation of essential oils, n.e.c. in heading no. 3301",KGM,"1,075,452","16,112","58,258",225,"1,133,710","16,337",Final,,,,
201910,3302101000,"Odoriferous substances and mixtures; preparations of a kind used for the manufacture of beverages, containing an alcohol strength by volume not exceeding 0.5% vol.",KGM,"49,807","3,311",261,11,"50,068","3,322",Final,,,,
201910,3302109011,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, culinary preparations",LTR,"81,853","8,876",0,0,"81,853","8,876",Final,,,,
201910,3302109013,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, non-spirituous preparations for use in the manufacture of beverages",LTR,"19,185",874,0,0,"19,185",874,Final,,,,
201910,3302109019,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, (excluding mixtures of natural or essential oils, culinary preparations or non-spirituous preparations)",,"161,339",,0,,"161,339",,Final,,,,
201910,3302900001,"Odoriferous substances and mixtures; mixtures of natural essential oils, used in industries other than the food or drink industries",KGM,"259,660","1,727",0,0,"259,660","1,727",Final,,,,
201910,3302900009,"Odoriferous substances and mixtures; spirituous solutions, used in industries other than the food or drink industries",LTR,"13,776",470,994,500,"14,770",970,Final,,,,
201910,3302900019,"Odoriferous substances and mixtures; n.e.c. in item no. 3302.90, used in industries other than the food or drink industries",,"37,373",,"1,073",,"38,446",,Final,,,,
201910,3303000108,"Perfumes and toilet waters; perfumed spirits, in aerosol containers, not containing chlorofluorocarbons",NMB,154,9,"2,590",412,"2,744",421,Final,,,,
201910,3303000119,"Perfumes and toilet waters, perfumed spirits, not in aerosol containers",LTR,"4,878",568,"3,017",3,"7,895",571,Final,,,,
201910,3303000919,"Perfumes and toilet waters, (other than perfumed spirits), not in aerosol containers",,"6,747",,"4,177",,"10,924",,Final,,,,
201910,3304100000,Cosmetic and toilet preparations; lip make-up,,"203,229",,"34,280",,"237,509",,Final,,,,
201910,3304200000,Cosmetic and toilet preparations; eye make-up,,"9,803",,"28,811",,"38,614",,Final,,,,
201910,3304300019,"Cosmetic and toilet preparations; manicure or pedicure preparations, not in aerosol containers",,"14,646",,"9,067",,"23,713",,Final,,,,
201910,3304910000,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",,"56,407",,657,,"57,064",,Final,,,,
201910,3304990008,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations), in aerosol containers, not containing chlorofluorocarbons",NMB,946,140,0,0,946,140,Final,,,,
201910,3304990019,"Cosmetic and toilet preparations, n.e.c. in heading no. 3304, for the care of the skin, not in aerosol containers",,"10,633,085",,"309,907",,"10,942,992",,Final,,,,
201910,3305100000,Hair preparations; shampoos,,"1,143,225",,"40,835",,"1,184,060",,Final,,,,
201910,3305200000,Hair preparations; for permanent waving or straightening,,403,,0,,403,,Final,,,,
201910,3305300008,"Hair preparations; lacquers, in aerosol containers, not containing chlorofluorocarbons",NMB,132,10,0,0,132,10,Final,,,,
201910,3305300019,"Hair preparations; lacquers, not in aerosol containers",,"3,062",,133,,"3,195",,Final,,,,
201910,3305900008,"Hair preparations; n.e.c. in heading no. 3305, in aerosol containers, not containing chlorofluorocarbons",NMB,48,12,0,0,48,12,Final,,,,
201910,3305900019,"Hair preparations; n.e.c. in heading no. 3305, not in aerosol containers",,"549,031",,"57,697",,"606,728",,Final,,,,
201910,3306100909,Oral or dental hygiene preparations; denture cleaning pastes and powders,,"1,023,235",,326,,"1,023,561",,Final,,,,
201910,3306100919,Oral or dental hygiene preparations; dentifrices n.e.c. in item no. 3306.10,,"205,177",,154,,"205,331",,Final,,,,
201910,3306201000,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), textured yarn of nylon or other polyamides, measuring per single yarn more than 50 decitex",KGM,"2,432",24,0,0,"2,432",24,Final,,,,
