Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202208,3004900100,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, for veterinary uses",,"7,064,047",,0,,"7,064,047",,Final,,,,
202208,3004901912,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, (other than for veterinary uses), in aerosol containers, not containing chlorofluorocarbons",NMB,"8,506",960,0,0,"8,506",960,Final,,,,
202208,3004901930,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, packaged for retail sale, (other than for veterinary uses), not in aerosol containers",,"6,292,519",,"7,517,873",,"13,810,392",,Final,,,,
202208,3005100001,"Dressings, adhesive; and other articles having an adhesive layer, incorporating woven fabrics, packed for retail sale for medical, surgical, dental or veterinary purposes",,499,,"6,977",,"7,476",,Final,,,,
202208,3005100009,"Dressings, adhesive; and other articles having an adhesive layer, (not incorporating woven fabrics), packed for retail sale for medical, surgical dental or veterinary purposes",,"1,683",,"5,706",,"7,389",,Final,,,,
202208,3005900100,"Cotton rolls or pellets; non-adhesive, impregnated or coated with pharmaceutical substances, or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes",KGM,"30,811","4,236",0,0,"30,811","4,236",Final,,,,
202208,3005900919,"Dressings; non-adhesive, incorporating non-woven fabrics or impregnated with wax substances, in packings for retail sale for medical, surgical, dental or veterinary purposes, n.e.c. in item no. 3005.90.09.01",,"114,699",,"5,118",,"119,817",,Final,,,,
202208,3005900929,"Wadding, gauze, bandages, and similar articles; n.e.c. in heading no. 3005, non-adhesive, impregnated or coated with pharmaceutical substances, in packings for retail sale for medical, surgical or veterinary purposes",,"334,976",,"25,203",,"360,179",,Final,,,,
202208,3006108919,"Pharmaceutical goods, sterile, surgical or dental; n.e.c. in item no. 3006.10 (other than sterile surgical catgut)",,"860,675",,"15,901",,"876,576",,Final,,,,
202208,3006300000,"Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient",,0,,"4,563",,"4,563",,Final,,,,
202208,3006400100,Pharmaceutical goods; dental cements and other dental fillings,,"6,499",,"2,169",,"8,668",,Final,,,,
202208,3006500000,Pharmaceutical goods; first aid boxes and kits,,"11,212",,"5,025",,"16,237",,Final,,,,
202208,3006600011,Pharmaceutical goods; chemical contraceptive preparations based on hormones or on spermicides,,280,,97,,377,,Final,,,,
202208,3006700000,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,"2,095",,127,,"2,222",,Final,,,,
202208,3006910019,"Pharmaceutical goods; appliances for ostomy use, n.e.c. in item no. 3006.91",,"16,723",,"16,541",,"33,264",,Final,,,,
202208,3101000009,"Fertilizers, animal or vegetable; blood and bone mixed fertilizer",KGM,"70,491","20,762",0,0,"70,491","20,762",Final,,,,
202208,3101000019,"Fertilizers, animal or vegetable; whether or not mixed together, not chemically treated",KGM,"17,440","6,103","2,225","2,560","19,665","8,663",Final,,,,
202208,3102100000,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",KGM,"74,308","48,564",0,0,"74,308","48,564",Final,,,,
202208,3102210000,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",KGM,118,75,0,0,118,75,Final,,,,
202208,3102500000,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",KGM,700,75,0,0,700,75,Final,,,,
202208,3104200000,"Fertilizers, mineral or chemical; potassic, potassium chloride",KGM,405,1,"3,701","1,200","4,106","1,201",Final,,,,
202208,3105100000,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",,"12,652",,0,,"12,652",,Final,,,,
202208,3105200000,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",KGM,"6,646","3,270",0,0,"6,646","3,270",Final,,,,
202208,3105900000,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",KGM,"42,382","28,643",0,0,"42,382","28,643",Final,,,,
202208,3201900011,"Tannins and their salts, ethers, esters and other derivatives, n.e.c. in heading 3201",,"2,691",,0,,"2,691",,Final,,,,
202208,3203000001,"Colouring matter of vegetable origin including dyeing extracts, whether or not chemically defined; preparations as specified in Note 3 to this chapter based on colouring matter of vegetable origin",,"38,433",,"2,231",,"40,664",,Final,,,,
202208,3203000002,"Colouring matter of animal origin including dyeing extracts, not animal black, whether or not chemically defined; preparations as specified in Note 3 of this chapter, based on colouring matter of animal origin",,0,,410,,410,,Final,,,,
202208,3204130000,Dyes; basic dyes and preparations based thereon,,"11,882",,0,,"11,882",,Final,,,,
202208,3204170000,Dyes; pigments and preparations based thereon,,"16,420",,"3,800",,"20,220",,Final,,,,
202208,3204190010,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",,"122,365",,0,,"122,365",,Final,,,,
202208,3204900000,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",,"414,995",,0,,"414,995",,Final,,,,
202208,3205000000,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,KGM,"7,028","1,147",0,0,"7,028","1,147",Final,,,,
202208,3206200000,Colouring matter; pigments and preparations based on chromium compounds,KGM,0,0,"28,987","1,539","28,987","1,539",Final,,,,
202208,3206490010,Colouring matter; pigments and preparations based on cadmium compounds,KGM,837,20,0,0,837,20,Final,,,,
202208,3206490019,Colouring matter; other preparations n.e.c. in item no. 3206.4,KGM,"34,058","2,447",193,38,"34,251","2,485",Final,,,,
202208,3207100000,"Pigments; prepared pigments, opacifiers, colours and similar preparations",KGM,"6,660",395,0,0,"6,660",395,Final,,,,
202208,3207200000,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",KGM,"1,275",30,0,0,"1,275",30,Final,,,,
202208,3208101928,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"32,566","5,866","32,566","5,866",Final,,,,
202208,3208101939,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"378,381","36,375","9,040",499,"387,421","36,874",Final,,,,
202208,3208102919,"Varnishes and lacquers; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,0,0,"6,308",871,"6,308",871,Final,,,,
202208,3208200100,"Paints; solutions, based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium",KGM,"5,175",650,0,0,"5,175",650,Final,,,,
202208,3208201928,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"39,761","1,209","24,586","3,870","64,347","5,079",Final,,,,
202208,3208201939,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"16,104",163,"19,392","1,163","35,496","1,326",Final,,,,
202208,3208202908,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), in aerosol containers, not containing chlorofluorocarbons",NMB,"5,915",112,0,0,"5,915",112,Final,,,,
202208,3208202919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,"330,709","11,243",0,0,"330,709","11,243",Final,,,,
202208,3208901928,"Paints and enamels; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, in aerosol containers, not containing chlorofluorocarbons",NMB,"328,788","78,982","1,877",360,"330,665","79,342",Final,,,,
202208,3208901939,"Paints and varnishes; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, not in aerosol containers",KGM,"324,990","33,820","54,142","9,427","379,132","43,247",Final,,,,
202208,3208902919,"Varnishes and lacquers; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, (not dental cavity liners and sealers), not in aerosol containers",KGM,"329,409","22,547",647,9,"330,056","22,556",Final,,,,
202208,3209100100,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, pearl essence",KGM,"5,362",109,0,0,"5,362",109,Final,,,,
202208,3209100909,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,"369,938","47,472",201,27,"370,139","47,499",Final,,,,
202208,3209100939,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"532,933","48,339","36,092","4,828","569,025","53,167",Final,,,,
202208,3209101919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,984,116,"1,940",184,"2,924",300,Final,,,,
202208,3209900939,"Paints and enamels; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"52,491","2,403","11,406",422,"63,897","2,825",Final,,,,
202208,3209901908,"Varnishes and lacquers; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,475,60,475,60,Final,,,,
202208,3209901919,"Varnishes and lacquers; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,"75,736","8,512",0,0,"75,736","8,512",Final,,,,
202208,3210000907,"Paints and enamels; in aerosol containers, not containing chlorofluorocarbons",NMB,"813,016","122,250",0,0,"813,016","122,250",Final,,,,
202208,3210000918,"Paints and enamels; n.e.c. in chapter 32, not in aerosol containers",KGM,"34,908","4,653",0,0,"34,908","4,653",Final,,,,
202208,3210000939,"Varnishes and lacquers; n.e.c. in chapter 32, not in aerosol containers",KGM,"24,478","1,527",0,0,"24,478","1,527",Final,,,,
202208,3211000000,Driers; prepared,LTR,0,0,"2,600",200,"2,600",200,Final,,,,
202208,3212900019,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, in forms for retail sale, not in aerosol containers",,0,,"2,448",,"2,448",,Final,,,,
202208,3212900029,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, n.e.c. in item no. 3212.90.00",KGM,"24,106",750,"3,303",59,"27,409",809,Final,,,,
202208,3213100021,"Colours; in sets, children's watercolours",,"6,020",,0,,"6,020",,Final,,,,
202208,3213900017,Colours; (other than in sets) children's watercolours,,"90,035",,0,,"90,035",,Final,,,,
202208,3214100100,"Mastics; painters' fillings, glaziers' putty, wood fillers, plastic wood",KGM,"56,535","13,147","2,973",126,"59,508","13,274",Final,,,,
202208,3214100911,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, liquids, pastes, other than plaster based compounds",,"4,055",,"11,042",,"15,097",,Final,,,,
202208,3214100919,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), other than plaster or gypsum based compounds",,"619,655",,"27,941",,"647,596",,Final,,,,
202208,3214900000,"Mastics; non-refractory surfacing preparations and preparations for facades, indoor walls, floors, ceilings or the like, n.e.c. in item 3214.90",,"129,854",,"5,776",,"135,630",,Final,,,,
202208,3215110019,"Ink; printing, black, n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"78,658","1,202","55,553",418,"134,211","1,620",Final,,,,
202208,3215190000,"Ink; for printing, other than black, whether or not concentrated or solid",KGM,"330,665","21,232","103,062","1,394","433,727","22,627",Final,,,,
202208,3215900700,"Ink; ink cartridges incorporating mechanical or electrical components, and thermoplastic or electrostatic toner cartridges, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39",KGM,"14,320",98,"4,902",14,"19,222",112,Final,,,,
202208,3215900901,Ink; stencilling inks and inks for similar purposes,KGM,"1,100",14,739,46,"1,839",60,Final,,,,
202208,3215900919,"Ink; writing, drawing and other inks n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"24,810","1,972",467,10,"25,277","1,981",Final,,,,
202208,3301120000,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes",KGM,271,0,0,0,271,0,Final,,,,
202208,3301130000,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",KGM,"4,851",48,0,0,"4,851",48,Final,,,,
202208,3301190010,"Oils, essential; of bergamot (terpeneless or not), including concretes and absolutes",KGM,149,0,0,0,149,0,Final,,,,
202208,3301240000,"Oils, essential; of peppermint (Mentha piperita), terpeneless or not, including concretes and absolutes",KGM,238,2,0,0,238,2,Final,,,,
202208,3301290010,"Oils, essential; of geranium (terpeneless or not), including concretes and absolutes",KGM,181,0,0,0,181,0,Final,,,,
202208,3301290015,"Oils, essential; of jasmin (terpeneless or not), including concretes and absolutes",KGM,181,0,0,0,181,0,Final,,,,
202208,3301290019,"Oils, essential; of lavender or of lavandin (terpeneless or not), including concretes and absolutes",KGM,"10,665",19,0,0,"10,665",19,Final,,,,
202208,3301290029,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",KGM,"105,019",430,"1,267",28,"106,286",458,Final,,,,
202208,3301900100,"Oils, essential; aqueous distillates and aqueous solutions thereof, culinary or flavouring",,"7,292",,0,,"7,292",,Final,,,,
202208,3301901919,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, (obtained by enfleurage or maceration), terpenic by-products of the deterpenation of essential oils, n.e.c. in heading no. 3301",KGM,"27,540",664,"3,260",181,"30,800",845,Final,,,,
202208,3302101000,"Odoriferous substances and mixtures; preparations of a kind used for the manufacture of beverages, containing an alcohol strength by volume not exceeding 0.5% vol.",KGM,"8,630","1,476",0,0,"8,630","1,476",Final,,,,
202208,3302103900,"Odoriferous substances and mixtures; preparations used for the manufacture of beverages, containing an alcohol strength by volume of more than 1.15% vol., but not more than 2.5% vol., not for further manufacture",LTR,"3,516",120,0,0,"3,516",120,Final,,,,
202208,3302108919,"Odoriferous substances and mixtures; preparations used for the manufacture of beverages, containing an alcohol strength by volume exceeding 57% vol., in containers of a capacity 180 litres and over, not for further manufacture",LPA,"16,460","2,880",0,0,"16,460","2,880",Final,,,,
202208,3302109011,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, culinary preparations",LTR,"81,459","4,838",0,0,"81,459","4,838",Final,,,,
202208,3302109013,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, non-spirituous preparations for use in the manufacture of beverages",LTR,"46,604","1,979",222,600,"46,826","2,579",Final,,,,
202208,3302109019,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, (excluding mixtures of natural or essential oils, culinary preparations or non-spirituous preparations)",,"211,779",,"3,500",,"215,279",,Final,,,,
202208,3302900019,"Odoriferous substances and mixtures; n.e.c. in item no. 3302.90, used in industries other than the food or drink industries",,"219,705",,0,,"219,705",,Final,,,,
202208,3303000108,"Perfumes and toilet waters; perfumed spirits, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"3,690",100,"3,690",100,Final,,,,
202208,3303000119,"Perfumes and toilet waters, perfumed spirits, not in aerosol containers",LTR,"3,000",21,"74,095",257,"77,095",278,Final,,,,
202208,3303000908,"Perfumes and toilet waters; (other than perfumed spirits), in aerosol containers, not containing chlorofluorocarbons",NMB,"1,366",68,0,0,"1,366",68,Final,,,,
202208,3303000919,"Perfumes and toilet waters, (other than perfumed spirits), not in aerosol containers",,"27,034",,"5,910",,"32,944",,Final,,,,
202208,3304100000,Cosmetic and toilet preparations; lip make-up,,"345,425",,"63,171",,"408,596",,Final,,,,
202208,3304200000,Cosmetic and toilet preparations; eye make-up,,"22,170",,"36,209",,"58,379",,Final,,,,
202208,3304300019,"Cosmetic and toilet preparations; manicure or pedicure preparations, not in aerosol containers",,"31,313",,"17,689",,"49,002",,Final,,,,
202208,3304910000,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",,"58,580",,"49,089",,"107,669",,Final,,,,
202208,3304990008,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations), in aerosol containers, not containing chlorofluorocarbons",NMB,"1,808",22,0,0,"1,808",22,Final,,,,
202208,3304990019,"Cosmetic and toilet preparations, n.e.c. in heading no. 3304, for the care of the skin, not in aerosol containers",,"10,199,282",,"609,170",,"10,808,452",,Final,,,,
202208,3305100000,Hair preparations; shampoos,,"465,951",,"30,760",,"496,711",,Final,,,,
202208,3305200000,Hair preparations; for permanent waving or straightening,,807,,"28,880",,"29,687",,Final,,,,
202208,3305300019,"Hair preparations; lacquers, not in aerosol containers",,358,,0,,358,,Final,,,,
202208,3305900019,"Hair preparations; n.e.c. in heading no. 3305, not in aerosol containers",,"225,685",,"46,066",,"271,751",,Final,,,,
202208,3306100901,"Oral or dental hygiene preparations; dentifrices, for dentists' use in mechanical cleaning and polishing of teeth",,86,,0,,86,,Final,,,,
202208,3306100909,Oral or dental hygiene preparations; denture cleaning pastes and powders,,"136,952",,0,,"136,952",,Final,,,,
202208,3306100919,Oral or dental hygiene preparations; dentifrices n.e.c. in item no. 3306.10,,"699,208",,"151,414",,"850,622",,Final,,,,
202208,3306209009,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), other than in item no. 3306.20.10.00, other than high tenacity yarn of nylon or other polyamides",KGM,168,7,0,0,168,7,Final,,,,
202208,3306900019,"Oral or dental hygiene preparations, (other than dentifrices), not in aerosol containers",,"643,487",,"2,137",,"645,624",,Final,,,,
202208,3307100108,"Perfumery, cosmetic or toilet preparations; pre-shave and after-shave preparations, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,925,72,925,72,Final,,,,
202208,3307100119,"Perfumery, cosmetic or toilet preparations, pre-shave and after-shave preparations, not in aerosol containers",,"1,210",,0,,"1,210",,Final,,,,
202208,3307100908,"Perfumery, cosmetic or toilet preparations; shaving preparations, in aerosol containers, not containing chlorofluorocarbons",NMB,410,22,49,12,459,34,Final,,,,
202208,3307100919,"Perfumery, cosmetic or toilet preparations; shaving preparations, not in aerosol containers",,"2,321",,13,,"2,334",,Final,,,,
202208,3307200008,"Perfumery, cosmetic or toilet preparations; personal deodorants and anti-perspirants, in aerosol containers, not containing chlorofluorocarbons",NMB,"4,766",108,0,0,"4,766",108,Final,,,,
202208,3307200019,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants, not in aerosol containers",,"166,952",,"66,637",,"233,589",,Final,,,,
202208,3307300000,"Perfumery, cosmetic or toilet preparations; perfumed bath salts and other bath preparations",,"76,338",,16,,"76,354",,Final,,,,
202208,3307490008,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning) in aerosol containers, not containing chlorofluorocarbons",NMB,"14,751","4,320",934,208,"15,685","4,528",Final,,,,
202208,3307490029,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning), other than pot pourri",,"50,577",,10,,"50,587",,Final,,,,
202208,3307900119,"Perfumes and deodorizers; animal toilet preparations, not in aerosol containers",,"76,470",,0,,"76,470",,Final,,,,
202208,3307900929,"Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307, other than pot pourri",,"374,951",,156,,"375,107",,Final,,,,
202208,3401110001,"Soap; in tablets, for toilet use (including medicated products)",KGM,"228,563","41,540",0,0,"228,563","41,540",Final,,,,
202208,3401110009,"Soap; (other than in tablets), for toilet use (including medicated products), in forms specified in item no. 3401.11",KGM,"304,125","22,869","8,491",568,"312,616","23,437",Final,,,,
202208,3401110019,"Organic surface-active products and preparations; for toilet use (including medicated products), (other than soap), in forms specified in item no. 3401.11",KGM,"379,304","51,865",459,50,"379,763","51,915",Final,,,,
202208,3401190001,"Soap; for other than toilet use, in forms specified in item no. 3401.11",KGM,"116,431","13,532",0,0,"116,431","13,532",Final,,,,
202208,3401190009,"Organic surface-active products and preparations; (for other than toilet use, other than soap), in forms specified in item no. 3401.11",KGM,"285,688","85,902","2,950",51,"288,638","85,953",Final,,,,
202208,3401200001,"Soap; in powder, flakes or granules",KGM,"333,430","100,612",0,0,"333,430","100,612",Final,,,,
202208,3401200009,"Soap; (other than in tablets, bars, powder, flakes and granules), n.e.c. in item no. 3401.11",KGM,"1,324,685","402,845","19,585","1,477","1,344,270","404,322",Final,,,,
202208,3401300000,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",KGM,"1,290,264","168,515","13,816","1,090","1,304,080","169,604",Final,,,,
202208,3402390000,"Anionic organic surface-active agents (other than soap); other than linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",KGM,"80,137","11,909","7,680",921,"87,817","12,830",Final,,,,
202208,3402410000,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",KGM,"2,411",480,0,0,"2,411",480,Final,,,,
202208,3402420000,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",KGM,"7,085",447,0,0,"7,085",447,Final,,,,
202208,3402490000,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in item no. 3402",KGM,"290,495","61,348","16,413","2,192","306,908","63,540",Final,,,,
202208,3402500010,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",KGM,"141,534","44,871",39,1,"141,573","44,872",Final,,,,
202208,3402500022,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, in aerosol containers, not containing chlorofluorocarbons",NMB,"8,093","1,740",0,0,"8,093","1,740",Final,,,,
202208,3402500030,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, not in aerosol containers",,"1,844,184",,"59,384",,"1,903,568",,Final,,,,
202208,3402900001,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,0,0,"1,669",3,"1,669",3,Final,,,,
202208,3402900009,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"28,091","10,182","2,545",780,"30,636","10,962",Final,,,,
202208,3402900011,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,"102,771","6,249","28,056","2,263","130,827","8,511",Final,,,,
202208,3402900019,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"114,950","12,989","49,301","2,193","164,251","15,183",Final,,,,
202208,3403190109,"Lubricating preparations; greases and other solid lubricants, (for other than aviation use), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, (not for the treatment of textile and similar materials)",KGM,"11,895",266,"20,530","1,936","32,425","2,202",Final,,,,
202208,3403191101,"Lubricating preparations; containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), (not for the treatment of textile and similar materials)",LTR,"39,175","1,702","31,803",625,"70,978","2,327",Final,,,,
202208,3403191907,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in aerosol containers of less than 5 litres capacity, not containing chlorofluorocarbons",NMB,124,18,190,24,314,42,Final,,,,
202208,3403191919,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers (not aerosol) of less than 5 litres capacity",LTR,910,164,0,0,910,164,Final,,,,
202208,3403191928,"Preparations, other than lubricating; n.e.c. in item no. 3403.1, containing less than 70% petroleum oils or oils obtained from bituminous minerals, in aerosol containers of less than 5 litres, not containing chlorofluorocarbons",NMB,"16,335","2,880",0,0,"16,335","2,880",Final,,,,
202208,3403191939,"Preparations, other than lubricating; n.e.c. in item no. 3403.1, containing less than 70% petroleum oils or oils obtained from bituminous minerals, in containers (not aerosol) of less than 5 litres capacity",LTR,0,0,"3,557",40,"3,557",40,Final,,,,
202208,3403910008,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals), not containing chlorofluorocarbons",NMB,0,0,"3,175","1,680","3,175","1,680",Final,,,,
202208,3403910019,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals), not in aerosol containers",,"1,064",,0,,"1,064",,Final,,,,
202208,3403990109,"Lubricating preparations; greases and other solid lubricants, for other than aviation use, not containing petroleum oils or oils obtained from bituminous minerals, not for the treatment of textile and similar materials",KGM,"5,542",121,424,53,"5,966",174,Final,,,,
202208,3403991101,"Lubricating preparations; not containing petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), not for the treatment of textile and similar materials",LTR,"52,696","39,200","1,830",360,"54,526","39,560",Final,,,,
202208,3403991109,"Preparations, other than lubricating; not containing petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, not for the treatment of textile and similar materials",LTR,0,0,207,4,207,4,Final,,,,
202208,3403991907,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers of less than 5 litres, not containing chlorofluorocarbons",NMB,"18,748",396,"1,494",588,"20,242",984,Final,,,,
202208,3403991919,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,315,40,"1,082",45,"1,397",85,Final,,,,
202208,3403991928,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"4,568",666,"4,568",666,Final,,,,
202208,3403991939,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,237,48,514,30,751,78,Final,,,,
202208,3404200019,"Waxes; artificial and prepared, of poly(oxyethylene) (polyethylene glycol), not in aerosol containers",KGM,2,0,0,0,2,0,Final,,,,
202208,3404900025,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,181,24,181,24,Final,,,,
202208,3404900029,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), not in aerosol containers",KGM,"6,888",464,"10,143","2,002","17,031","2,466",Final,,,,
202208,3405100019,"Polishes, creams and similar preparations; for footwear or leather, (excluding waxes of heading no. 3404), not in aerosol containers",,21,,722,,743,,Final,,,,
202208,3405200019,"Polishes, creams and similar preparations; for wooden furniture, floors or other woodwork, (excluding waxes of heading no. 3404), not in aerosol containers",,"3,444",,0,,"3,444",,Final,,,,
202208,3405300019,"Polishes, creams and similar preparations; for coachwork, (other than metal polishes, excluding waxes of heading no. 3404), not in aerosol containers",,"1,209",,194,,"1,403",,Final,,,,
202208,3405400029,"Scouring pastes, powders and other scouring preparations; (whether or not in the form of paper, wadding, felt etc, impregnated, coated, covered), not in aerosol containers, n.e.c. in item no. 3405.40.00.01",,0,,566,,566,,Final,,,,
202208,3405900008,"Polishes, creams and similar preparations; n.e.c. in heading no. 3405, (excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,71,12,71,12,Final,,,,
