Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status
202307,0101210010,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, stallions",NMB,0,0,117,50,117,50,Provisional
202307,0101210033,"Horses; live, pure-bred breeding animals, standardbred, race breeding stock, mares",NMB,"56,000",6,0,0,"56,000",6,Provisional
202307,0101290010,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, stallions, colts, and geldings",NMB,"3,864,625",36,"200,000",3,"4,064,625",39,Provisional
202307,0101290013,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, mares and fillies",NMB,"450,605",13,0,0,"450,605",13,Provisional
202307,0101290015,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, stallions, colts, and geldings",NMB,"413,959",20,0,0,"413,959",20,Provisional
202307,0101290017,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, mares and fillies",NMB,"707,986",52,0,0,"707,986",52,Provisional
202307,0101290033,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, stallions",NMB,"16,000",2,0,0,"16,000",2,Provisional
202307,0101290035,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, mares",NMB,"112,500",5,0,0,"112,500",5,Provisional
202307,0101290039,"Horses; live, other than pure-bred breeding animals, excluding sport horses or horses for racing, other than mares or stallions",NMB,"945,137",17,0,0,"945,137",17,Provisional
202307,0104100001,"Sheep; live, for breeding",NMB,"180,000",10,0,0,"180,000",10,Provisional
202307,0105110001,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, for breeding",NMB,"1,936,651","139,310",0,0,"1,936,651","139,310",Provisional
202307,0105110009,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, other than for breeding",NMB,"2,367,725","104,192",0,0,"2,367,725","104,192",Provisional
202307,0201200029,"Meat; of bovine animals, beef quarters of cow, G grade, with bone in, fresh or chilled",KGM,"4,200",243,0,0,"4,200",243,Provisional
202307,0201200039,"Meat; of bovine animals (other than steer, heifer, cow and bull), beef quarters, with bone in, fresh or chilled",KGM,"3,834",211,0,0,"3,834",211,Provisional
202307,0201200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",KGM,"870,045","44,380",0,0,"870,045","44,380",Provisional
202307,0201200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0201.20, fresh or chilled",KGM,"12,758",602,0,0,"12,758",602,Provisional
202307,0201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"39,082,130","2,377,205",0,0,"39,082,130","2,377,205",Provisional
202307,0201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"675,687","58,974",0,0,"675,687","58,974",Provisional
202307,0201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,"2,465,446","156,619",0,0,"2,465,446","156,619",Provisional
202307,0202100001,"Meat; of bovine animals, carcasses, frozen",KGM,"4,622","1,203",0,0,"4,622","1,203",Provisional
202307,0202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"99,487","20,532",0,0,"99,487","20,532",Provisional
202307,0202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",KGM,"768,359","154,195",0,0,"768,359","154,195",Provisional
202307,0202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"25,807,661","3,543,467","37,788","6,986","25,845,449","3,550,453",Provisional
202307,0202200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"4,227,380","1,850,894",0,0,"4,227,380","1,850,894",Provisional
202307,0202200051,"Meat; of bovine animals, beef cuts of bull, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"7,774,951","1,454,583",0,0,"7,774,951","1,454,583",Provisional
202307,0202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",KGM,"501,164","209,141",0,0,"501,164","209,141",Provisional
202307,0202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"222,128,164","25,425,012","799,710","96,113","222,927,874","25,521,125",Provisional
202307,0202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"14,219,694","1,866,523",0,0,"14,219,694","1,866,523",Provisional
202307,0202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",KGM,"84,376,216","8,706,172",0,0,"84,376,216","8,706,172",Provisional
202307,0202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",KGM,"906,204","127,643",0,0,"906,204","127,643",Provisional
202307,0202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",KGM,"980,444","244,073",0,0,"980,444","244,073",Provisional
202307,0203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",KGM,"4,164",634,0,0,"4,164",634,Provisional
202307,0203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",KGM,"9,939","1,830",0,0,"9,939","1,830",Provisional
202307,0203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",KGM,"172,755","23,915",449,68,"173,204","23,983",Provisional
202307,0203290011,"Meat; of swine n.e.c. in item no. 0203.2, frozen, meat bones and hocks",KGM,"10,391","1,735",0,0,"10,391","1,735",Provisional
202307,0203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",KGM,"365,646","46,771","1,603",96,"367,249","46,867",Provisional
202307,0204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",KGM,"71,829","5,353",0,0,"71,829","5,353",Provisional
202307,0204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"159,104","11,732",0,0,"159,104","11,732",Provisional
202307,0204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"30,824,342","1,716,156",0,0,"30,824,342","1,716,156",Provisional
202307,0204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",KGM,"26,877","1,973",0,0,"26,877","1,973",Provisional
202307,0204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"15,703,291","826,166",0,0,"15,703,291","826,166",Provisional
202307,0204230009,"Meat; of sheep (excluding lamb), boneless cuts, fresh or chilled",KGM,"12,188",559,0,0,"12,188",559,Provisional
202307,0204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",KGM,"165,293","14,136",0,0,"165,293","14,136",Provisional
202307,0204300012,"Meat; of sheep, lamb carcasses and half-carcasses, PH grade, frozen",KGM,"4,475",621,0,0,"4,475",621,Provisional
202307,0204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"132,029","18,570",0,0,"132,029","18,570",Provisional
202307,0204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"82,660","8,376",0,0,"82,660","8,376",Provisional
202307,0204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"890,923","88,596",0,0,"890,923","88,596",Provisional
202307,0204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"2,535,459","277,733",0,0,"2,535,459","277,733",Provisional
202307,0204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,"85,028","8,616",0,0,"85,028","8,616",Provisional
202307,0204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"14,997","2,027",0,0,"14,997","2,027",Provisional
202307,0204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"104,638","22,562",0,0,"104,638","22,562",Provisional
202307,0204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"171,739","38,948",0,0,"171,739","38,948",Provisional
202307,0204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"1,343,855","239,768",0,0,"1,343,855","239,768",Provisional
202307,0204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"59,462","11,277",0,0,"59,462","11,277",Provisional
202307,0204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"8,038,339","1,452,635",0,0,"8,038,339","1,452,635",Provisional
202307,0204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"305,289","60,027",0,0,"305,289","60,027",Provisional
202307,0204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"51,730","12,591",0,0,"51,730","12,591",Provisional
202307,0204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"147,634,738","15,196,373","9,540","1,200","147,644,278","15,197,573",Provisional
202307,0204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"12,292,730","2,077,566",0,0,"12,292,730","2,077,566",Provisional
202307,0204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"26,513,565","2,340,407",0,0,"26,513,565","2,340,407",Provisional
202307,0204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"2,161,792","244,057",0,0,"2,161,792","244,057",Provisional
202307,0204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"239,609","30,176",0,0,"239,609","30,176",Provisional
202307,0206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"114,663","5,550",0,0,"114,663","5,550",Provisional
202307,0206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"437,387","31,915",0,0,"437,387","31,915",Provisional
202307,0206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"7,639,012","848,006",0,0,"7,639,012","848,006",Provisional
202307,0206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,090,556","627,328",0,0,"1,090,556","627,328",Provisional
202307,0206290001,"Offal, edible; of bovine animals, brains, frozen",KGM,"20,054","2,721",0,0,"20,054","2,721",Provisional
202307,0206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,742,562","435,191",0,0,"1,742,562","435,191",Provisional
202307,0206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"173,903","75,194",0,0,"173,903","75,194",Provisional
202307,0206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"17,131,711","2,098,734",0,0,"17,131,711","2,098,734",Provisional
202307,0206410000,"Offal, edible; of swine, livers, frozen",KGM,"340,991","197,608",0,0,"340,991","197,608",Provisional
202307,0206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"370,573","70,896",0,0,"370,573","70,896",Provisional
202307,0206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"990,044","147,637",0,0,"990,044","147,637",Provisional
202307,0206900019,"Offal, edible; of lamb, livers, frozen",KGM,"1,508,042","490,764",0,0,"1,508,042","490,764",Provisional
202307,0206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"45,544","3,376",0,0,"45,544","3,376",Provisional
202307,0206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"85,267","7,029",0,0,"85,267","7,029",Provisional
202307,0206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"1,744,217","214,010",0,0,"1,744,217","214,010",Provisional
202307,0206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"234,710","69,454",0,0,"234,710","69,454",Provisional
202307,0206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"39,922","5,403",0,0,"39,922","5,403",Provisional
202307,0206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"72,888","13,000",0,0,"72,888","13,000",Provisional
202307,0206900091,"Offal, edible; of goats, horses, asses, mules or hinnies, livers, frozen",KGM,"238,491","51,796",0,0,"238,491","51,796",Provisional
202307,0206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"183,777","18,817",0,0,"183,777","18,817",Provisional
202307,0207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"6,294",367,0,0,"6,294",367,Provisional
202307,0207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"550,465","109,199",0,0,"550,465","109,199",Provisional
202307,0207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"363,994","39,353",0,0,"363,994","39,353",Provisional
202307,0207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,707,076","671,173",0,0,"2,707,076","671,173",Provisional
202307,0207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,"24,887","1,851",966,100,"25,853","1,951",Provisional
202307,0207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"135,100","14,061","9,277",723,"144,377","14,784",Provisional
202307,0207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,321,293,0,0,321,293,Provisional
202307,0208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"22,265",244,0,0,"22,265",244,Provisional
202307,0208900013,"Meat and edible meat offal; of deer, fresh, chilled or frozen, tails",KGM,"348,061","2,344",0,0,"348,061","2,344",Provisional
202307,0208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"370,692","23,437",0,0,"370,692","23,437",Provisional
202307,0208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"1,594,589","56,355",0,0,"1,594,589","56,355",Provisional
202307,0208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"14,279,799","1,073,481",0,0,"14,279,799","1,073,481",Provisional
202307,0208900028,"Meat and edible meat offal; partridges, pheasants, wild ducks and other birds n.e.c. in heading no. 0207, fresh, chilled or frozen",KGM,50,80,0,0,50,80,Provisional
202307,0210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,0,0,536,48,536,48,Provisional
202307,0210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"21,974","1,461","26,760","1,916","48,734","3,376",Provisional
202307,0210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"8,370",108,0,0,"8,370",108,Provisional
202307,0210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"930,447","12,737",0,0,"930,447","12,737",Provisional
202307,0301920000,"Fish; live, eels (anguilla spp.)",KGM,"123,396","7,738",0,0,"123,396","7,738",Provisional
202307,0302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"7,456,570","290,253",0,0,"7,456,570","290,253",Provisional
202307,0302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"618,536","35,409",0,0,"618,536","35,409",Provisional
202307,0302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,743,752","64,297",0,0,"1,743,752","64,297",Provisional
202307,0302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"9,447",764,0,0,"9,447",764,Provisional
202307,0302290002,"Fish; fresh or chilled, flounder, whole",KGM,"101,879","6,760",0,0,"101,879","6,760",Provisional
202307,0302290021,"Fish; fresh or chilled, New Zealand sole, whole",KGM,"2,929",131,0,0,"2,929",131,Provisional
202307,0302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,348,47,0,0,348,47,Provisional
202307,0302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"88,862","7,464",0,0,"88,862","7,464",Provisional
202307,0302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"21,073",998,0,0,"21,073",998,Provisional
202307,0302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,862,56,0,0,862,56,Provisional
202307,0302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"8,621","1,197",0,0,"8,621","1,197",Provisional
202307,0302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"27,580","2,100",0,0,"27,580","2,100",Provisional
202307,0302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"10,131",930,0,0,"10,131",930,Provisional
202307,0302350049,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"4,232",582,0,0,"4,232",582,Provisional
202307,0302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"2,555,051","165,436",0,0,"2,555,051","165,436",Provisional
202307,0302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"337,251","46,414",0,0,"337,251","46,414",Provisional
202307,0302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,56,6,0,0,56,6,Provisional
202307,0302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,25,3,0,0,25,3,Provisional
202307,0302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"136,194","10,998",0,0,"136,194","10,998",Provisional
202307,0302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"9,173","1,207",0,0,"9,173","1,207",Provisional
202307,0302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"8,844",477,0,0,"8,844",477,Provisional
202307,0302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"17,658","2,384",0,0,"17,658","2,384",Provisional
202307,0302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"5,682",258,0,0,"5,682",258,Provisional
202307,0302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,667,82,0,0,667,82,Provisional
202307,0302590029,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"24,462","1,130",0,0,"24,462","1,130",Provisional
202307,0302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"8,628",345,0,0,"8,628",345,Provisional
202307,0302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"186,758","15,205",0,0,"186,758","15,205",Provisional
202307,0302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"175,110","16,962",0,0,"175,110","16,962",Provisional
202307,0302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"51,471","4,613",0,0,"51,471","4,613",Provisional
202307,0302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,384,233","199,902",0,0,"2,384,233","199,902",Provisional
202307,0302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"177,378","12,460",0,0,"177,378","12,460",Provisional
202307,0302891015,"Fish; fresh or chilled, groper, whole",KGM,"158,357","9,063",0,0,"158,357","9,063",Provisional
202307,0302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"15,496","1,427",0,0,"15,496","1,427",Provisional
202307,0302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"142,066","11,014",0,0,"142,066","11,014",Provisional
202307,0302891039,"Fish; fresh or chilled, mullet, whole",KGM,"5,619",390,0,0,"5,619",390,Provisional
202307,0302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"8,965",989,0,0,"8,965",989,Provisional
202307,0302891055,"Fish; fresh or chilled, trevally, whole",KGM,"71,445","8,241",0,0,"71,445","8,241",Provisional
202307,0302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"19,599","1,578",0,0,"19,599","1,578",Provisional
202307,0302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"357,872","24,183",0,0,"357,872","24,183",Provisional
202307,0302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"9,738",588,0,0,"9,738",588,Provisional
202307,0302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"11,076","1,313",0,0,"11,076","1,313",Provisional
202307,0302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"514,432","48,748",0,0,"514,432","48,748",Provisional
202307,0302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"22,427","1,856",0,0,"22,427","1,856",Provisional
202307,0302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"149,713","12,232",0,0,"149,713","12,232",Provisional
202307,0302899027,"Fish; fresh or chilled, monkfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,305",111,0,0,"1,305",111,Provisional
202307,0302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"560,069","51,682",0,0,"560,069","51,682",Provisional
202307,0302910019,"Fish; fresh or chilled, livers, roes and milt, n.e.c. in item 0302.91",KGM,290,25,0,0,290,25,Provisional
202307,0303120010,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), whole",KGM,"16,268","10,281",0,0,"16,268","10,281",Provisional
202307,0303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"9,276",515,0,0,"9,276",515,Provisional
202307,0303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"44,671","15,144",0,0,"44,671","15,144",Provisional
202307,0303290010,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), whole",KGM,"193,225","44,761",0,0,"193,225","44,761",Provisional
202307,0303290049,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"8,918","2,280",0,0,"8,918","2,280",Provisional
202307,0303390002,"Fish; frozen, flounder, whole",KGM,"1,657",140,0,0,"1,657",140,Provisional
202307,0303390012,"Fish; frozen, lemon sole, whole",KGM,"110,176","14,770",0,0,"110,176","14,770",Provisional
202307,0303390021,"Fish; frozen, New Zealand sole, whole",KGM,"33,717","4,790",0,0,"33,717","4,790",Provisional
202307,0303390082,"Fish; frozen, New Zealand sole, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"84,253","13,880",0,0,"84,253","13,880",Provisional
202307,0303490015,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, headed and gutted",KGM,"35,972","22,500",0,0,"35,972","22,500",Provisional
202307,0303530010,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), whole",KGM,"2,132",500,0,0,"2,132",500,Provisional
202307,0303530029,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"3,500",320,0,0,"3,500",320,Provisional
202307,0303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,"808,579","499,275",0,0,"808,579","499,275",Provisional
202307,0303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"143,254","56,146",0,0,"143,254","56,146",Provisional
202307,0303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,"2,304,223","1,204,488",0,0,"2,304,223","1,204,488",Provisional
202307,0303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"389,257","147,504",0,0,"389,257","147,504",Provisional
202307,0303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"663,767","263,208",0,0,"663,767","263,208",Provisional
202307,0303680015,"Fish; frozen, southern blue whitings (Micromesistius australis), headed and gutted",KGM,"345,029","243,601",0,0,"345,029","243,601",Provisional
202307,0303680020,"Fish; frozen, southern blue whitings (Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"35,976","14,055",0,0,"35,976","14,055",Provisional
202307,0303690010,"Fish; frozen, hoki, whole",KGM,"1,560",800,0,0,"1,560",800,Provisional
202307,0303690019,"Fish; frozen, hoki, headed and gutted",KGM,"751,633","589,643",0,0,"751,633","589,643",Provisional
202307,0303690023,"Fish; frozen, red cod, headed and gutted",KGM,"62,677","21,832",0,0,"62,677","21,832",Provisional
202307,0303690031,"Fish; frozen, hoki, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"196,090","56,577",0,0,"196,090","56,577",Provisional
202307,0303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"129,595","40,596",0,0,"129,595","40,596",Provisional
202307,0303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"4,341","1,075",0,0,"4,341","1,075",Provisional
