Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202201,803100010,"Fruit, edible; plantains, fresh",KGM,84,36,0,0,84,36,Final,,,,
202201,803100019,"Fruit, edible; plantains, dried",KGM,93,4,0,0,93,4,Final,,,,
202201,804100001,"Fruit, edible; dates, fresh",KGM,0,0,327,12,327,12,Final,,,,
202201,804100009,"Fruit, edible; dates, dried",KGM,"1,701",256,"5,599",709,"7,300",965,Final,,,,
202201,804300009,"Fruit, edible; pineapples, dried",KGM,"1,980",21,0,0,"1,980",21,Final,,,,
202201,804400001,"Fruit, edible; avocados, fresh",KGM,"12,102,967","3,367,295","142,204","38,291","12,245,171","3,405,586",Final,,,,
202201,804500001,"Fruit, edible; guavas, mangoes and mangosteens, fresh",KGM,677,73,0,0,677,73,Final,,,,
202201,804500009,"Fruit, edible; guavas, mangoes and mangosteens, dried",KGM,"1,347",38,0,0,"1,347",38,Final,,,,
202201,805100001,"Fruit, edible; oranges, whole, fresh",KGM,"27,440","8,895","3,181","1,056","30,621","9,951",Final,,,,
202201,805100009,"Fruit, edible; oranges, other than whole, dried",KGM,994,5,0,0,994,5,Final,,,,
202201,805210000,"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried",KGM,"32,476","2,651",346,105,"32,822","2,756",Final,,,,
202201,805500010,"Fruit, edible; lemons (Citrus limon, Citrus limonum), fresh or dried",KGM,"3,891",859,0,0,"3,891",859,Final,,,,
202201,805900000,"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried",KGM,0,0,81,18,81,18,Final,,,,
202201,806100000,"Fruit, edible; grapes, fresh",KGM,"20,681","2,195","24,682","3,000","45,363","5,195",Final,,,,
202201,806200009,"Fruit, edible; grapes, dried, as raisins, including muscatels",KGM,"8,623","2,625",396,214,"9,019","2,839",Final,,,,
202201,806200011,"Fruit, edible; grapes, dried, as sultanas",KGM,0,0,"1,055",367,"1,055",367,Final,,,,
202201,807110000,"Fruit, edible; watermelons, fresh",KGM,278,56,0,0,278,56,Final,,,,
202201,807190001,"Fruit, edible; musk melons, fresh",KGM,654,80,0,0,654,80,Final,,,,
202201,807190009,"Fruit, edible; melons, other than water, musk or prince melons, fresh",KGM,"11,346","2,579",0,0,"11,346","2,579",Final,,,,
202201,808100022,"Fruit, edible; apples, Fuji/Fuji Sports, fresh, whole fruit",KGM,829,168,0,0,829,168,Final,,,,
202201,808100026,"Fruit, edible; apples, Granny Smith, fresh, whole fruit",KGM,"1,256",572,0,0,"1,256",572,Final,,,,
202201,808100028,"Fruit, edible; apples, Jazz (Scifresh), fresh, whole fruit",KGM,"22,368","18,216",0,0,"22,368","18,216",Final,,,,
202201,808100034,"Fruit, edible; apples, Pacific Rose/New Zealand Rose (Sciros), fresh, whole fruit",KGM,"99,620","42,764",0,0,"99,620","42,764",Final,,,,
202201,808100036,"Fruit, edible; apples, Pink Lady (Cripp's Pink/Rosie Glow), fresh, whole fruit",KGM,533,108,0,0,533,108,Final,,,,
202201,808100050,"Fruit, edible; apples, Braeburn/Red Braeburn/Braeburn Sport, fresh, whole fruit",KGM,533,108,0,0,533,108,Final,,,,
202201,808100060,"Fruit, edible; apples, Royal Gala/Gala, fresh, whole fruit",KGM,"264,416","103,343",0,0,"264,416","103,343",Final,,,,
202201,808100079,"Fruit, edible; apples, n.e.c. in item no. 0808.10, fresh, whole fruit",KGM,"16,147","6,878",0,0,"16,147","6,878",Final,,,,
202201,808300010,"Fruit, edible; pears, Belle de Jumet, fresh",KGM,"67,078","22,500",0,0,"67,078","22,500",Final,,,,
202201,808300015,"Fruit, edible; pears, Beurre Bosc, fresh",KGM,38,10,0,0,38,10,Final,,,,
202201,808300027,"Fruit, edible; pears, Nashi, fresh",KGM,"2,864",735,476,116,"3,340",851,Final,,,,
202201,808300049,"Fruit, edible; pears, n.e.c. in item no. 0808.30, fresh",KGM,"4,278","1,286","11,875","4,270","16,153","5,556",Final,,,,
202201,809100000,"Fruit, edible; apricots, fresh",KGM,"472,866","85,117",0,0,"472,866","85,117",Final,,,,
202201,809290000,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",KGM,"65,431,092","2,720,341","47,443","2,450","65,478,535","2,722,791",Final,,,,
202201,809300001,"Fruit, edible; nectarines, fresh",KGM,"5,588","1,020",0,0,"5,588","1,020",Final,,,,
202201,809300009,"Fruit, edible; peaches, other than nectarines, fresh",KGM,"5,350",984,0,0,"5,350",984,Final,,,,
202201,809400001,"Fruit, edible; plums, fresh",KGM,"9,567","3,390",0,0,"9,567","3,390",Final,,,,
202201,810100000,"Fruit, edible; strawberries, fresh",KGM,"20,428","1,815",0,0,"20,428","1,815",Final,,,,
202201,810400001,"Fruit, edible; blueberries, fresh",KGM,"2,876,126","134,831",0,0,"2,876,126","134,831",Final,,,,
202201,810400009,"Fruit, edible; cranberries, bilberries, and other fruits of the genus vaccinium, other than blueberries, fresh",KGM,"1,864",84,0,0,"1,864",84,Final,,,,
202201,810500010,"Fruit, edible; kiwifruit, gold fleshed, fresh",KGM,670,20,0,0,670,20,Final,,,,
202201,810500019,"Fruit, edible; kiwifruit, green fleshed, fresh",KGM,"1,073",300,0,0,"1,073",300,Final,,,,
202201,810900010,"Fruit, edible; passion fruit, fresh",KGM,"4,662","1,063",0,0,"4,662","1,063",Final,,,,
202201,810900020,"Fruit, edible; jackfruit and lychees, fresh",KGM,0,0,"46,575","2,025","46,575","2,025",Final,,,,
202201,811100100,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"10,969",331,0,0,"10,969",331,Final,,,,
202201,811100900,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"17,702","1,974","23,488","5,500","41,190","7,474",Final,,,,
202201,811200100,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, gooseberries, all currants, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,848,101,0,0,848,101,Final,,,,
202201,811200901,"Fruit, edible; raspberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"10,015",780,"2,600",260,"12,615","1,040",Final,,,,
202201,811200921,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, individually quick frozen",KGM,"151,288","36,404",0,0,"151,288","36,404",Final,,,,
202201,811200923,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, bulk quick frozen",KGM,"14,794","3,394",0,0,"14,794","3,394",Final,,,,
202201,811200939,"Fruit, edible; blackberries, mulberries, loganberries, white or red currants, gooseberries, uncooked or cooked, not containing added sugar or other sweetening matter, not raspberries or blackcurrants",KGM,"8,134","1,260",0,0,"8,134","1,260",Final,,,,
202201,811900911,"Fruit, edible; berry fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"33,750","2,384",0,0,"33,750","2,384",Final,,,,
202201,811900959,"Fruit, edible; fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,712,47,0,0,712,47,Final,,,,
202201,811901100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,0,0,"7,710","1,600","7,710","1,600",Final,,,,
202201,811901912,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, individually quick frozen",KGM,"1,356",117,0,0,"1,356",117,Final,,,,
202201,811901918,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, other than concentrate or individually quick frozen",KGM,"429,743","88,635",238,24,"429,981","88,659",Final,,,,
202201,811901931,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, individually quick frozen",KGM,"106,542","9,897","2,664",325,"109,206","10,222",Final,,,,
202201,811901941,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, kiwifruit",KGM,"367,862","148,360",0,0,"367,862","148,360",Final,,,,
202201,811901949,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, other than boysenberries, blueberries or kiwifruit",KGM,"62,959","5,838","42,745","1,504","105,704","7,342",Final,,,,
202201,812900090,"Fruit, edible; fruit n.e.c. in heading no. 0812, provisionally preserved but unsuitable in that state for immediate consumption",KGM,"15,309","22,000",0,0,"15,309","22,000",Final,,,,
202201,813100000,"Fruit, edible; apricots, dried",KGM,"1,583",191,139,105,"1,722",296,Final,,,,
202201,813200000,"Fruit, edible; prunes, dried",KGM,181,19,0,0,181,19,Final,,,,
202201,813300000,"Fruit, edible; apples, dried",KGM,"266,824","20,243",0,0,"266,824","20,243",Final,,,,
202201,813400001,"Fruit, edible; peaches, dried",KGM,136,14,0,0,136,14,Final,,,,
202201,813400009,"Fruit, edible; other than heading no. 0801 to 0806 and 0813, dried",KGM,"288,416","10,291","1,170",27,"289,586","10,318",Final,,,,
202201,813500000,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",KGM,"8,897",543,0,0,"8,897",543,Final,,,,
202201,814000100,"Peel; of lemon, fresh, frozen, dried or provisionally preserved in brine, sulphur water or other preservative solutions",KGM,"129,129","22,274",0,0,"129,129","22,274",Final,,,,
202201,901110000,Coffee; not roasted or decaffeinated,KGM,"201,203","14,265",0,0,"201,203","14,265",Final,,,,
202201,901120000,"Coffee; decaffeinated, not roasted",KGM,"103,861","19,665",0,0,"103,861","19,665",Final,,,,
202201,901210000,"Coffee; roasted, not decaffeinated",KGM,"57,533","2,021","11,454",341,"68,987","2,362",Final,,,,
202201,901220000,"Coffee; roasted, decaffeinated",KGM,"3,434",114,0,0,"3,434",114,Final,,,,
202201,901909000,Coffee; coffee substitutes containing coffee in any proportion,KGM,"19,736","3,486",0,0,"19,736","3,486",Final,,,,
202201,902100009,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"22,318",295,888,12,"23,206",307,Final,,,,
202201,902200000,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",KGM,"10,890",925,0,0,"10,890",925,Final,,,,
202201,902300001,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",KGM,"1,586",140,0,0,"1,586",140,Final,,,,
202201,902300009,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"16,816",280,"2,329",47,"19,145",327,Final,,,,
202201,902400000,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",KGM,"14,475",302,0,0,"14,475",302,Final,,,,
202201,904110000,"Spices; pepper (of the genus piper), neither crushed nor ground",KGM,"2,673",78,0,0,"2,673",78,Final,,,,
202201,904120000,"Spices; pepper (of the genus piper), crushed or ground",KGM,966,89,"1,935",383,"2,901",472,Final,,,,
202201,904210000,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",KGM,0,0,"4,514",15,"4,514",15,Final,,,,
202201,904220000,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",KGM,0,0,"1,987",499,"1,987",499,Final,,,,
202201,905100000,"Spices; vanilla, neither crushed nor ground",KGM,"2,283",17,0,0,"2,283",17,Final,,,,
202201,905200000,"Spices; vanilla, crushed or ground",KGM,"46,821",261,0,0,"46,821",261,Final,,,,
202201,906110000,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",KGM,"1,384",50,352,114,"1,736",164,Final,,,,
202201,906200000,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",KGM,"7,594",272,414,45,"8,008",317,Final,,,,
202201,909220000,"Spices; coriander seeds, crushed or ground",KGM,0,0,61,46,61,46,Final,,,,
202201,909320000,"Spices; cumin seeds, crushed or ground",KGM,0,0,436,153,436,153,Final,,,,
202201,909610019,"Spices; fennel seeds, juniper berries, neither crushed nor ground",KGM,0,0,175,132,175,132,Final,,,,
202201,910110010,"Spices; ginger, green, neither crushed nor ground",KGM,"1,708",210,"4,471",720,"6,179",930,Final,,,,
202201,910110019,"Spices; ginger, dry, neither crushed nor ground",KGM,378,41,818,126,"1,196",167,Final,,,,
202201,910120000,"Spices; ginger, green or dry, crushed or ground",KGM,244,25,"3,492",509,"3,736",534,Final,,,,
202201,910200000,Spices; saffron,,906,,0,,906,,Final,,,,
202201,910300900,"Spices; turmeric (curcuma), crushed or ground",,0,,237,,237,,Final,,,,
202201,910910900,"Spices; mixtures of 2 or more of the products of different items, crushed or ground",,"8,056",,0,,"8,056",,Final,,,,
202201,910991000,Curry,,604,,"20,952",,"21,556",,Final,,,,
202201,910991510,"Herbs; thyme, bay leaves, neither crushed nor ground",,281,,0,,281,,Final,,,,
202201,910991915,"Spices; n.e.c. in heading no. 0910, crushed or ground",,"70,400",,547,,"70,947",,Final,,,,
202201,1006300000,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",KGM,"13,938","2,429","8,065","1,872","22,003","4,301",Final,,,,
202201,1008100000,Cereals; buckwheat,KGM,"2,578",573,0,0,"2,578",573,Final,,,,
202201,1008500000,Cereals; quinoa (Chenopodium quinoa),KGM,902,15,0,0,902,15,Final,,,,
202201,1008900010,Cereals; n.e.c. in chapter 10,KGM,"41,032","3,700",0,0,"41,032","3,700",Final,,,,
202201,1101000000,Wheat or meslin flour,KGM,"139,533","124,553",854,700,"140,387","125,253",Final,,,,
202201,1102200000,Cereal flour; of maize (corn),KGM,"135,248","124,780",382,180,"135,630","124,960",Final,,,,
202201,1102900100,Cereal flour; of rice,KGM,0,0,"12,430","10,000","12,430","10,000",Final,,,,
202201,1102901019,Cereal flours; n.e.c. in heading 1102,KGM,"348,018","270,077",0,0,"348,018","270,077",Final,,,,
202201,1103110000,Cereal groats and meal; of wheat,KGM,0,0,250,120,250,120,Final,,,,
202201,1103130000,Cereal groats and meal; of maize (corn),KGM,"141,871","94,925",0,0,"141,871","94,925",Final,,,,
202201,1103190500,Cereal groats and meal; of oats,KGM,419,121,0,0,419,121,Final,,,,
202201,1104290019,"Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006, of cereals other than oats and barley",KGM,"93,702","94,800",0,0,"93,702","94,800",Final,,,,
202201,1105100001,"Flour, meal and powder; of potatoes",KGM,"2,520",750,0,0,"2,520",750,Final,,,,
202201,1106300011,Blackcurrant powder having anthocyanin levels of less than 5%,KGM,"2,651",41,0,0,"2,651",41,Final,,,,
202201,1106300015,Blackcurrant powder having anthocyanin levels of 5% or more,KGM,"3,520",10,0,0,"3,520",10,Final,,,,
202201,1106300019,"Flour, meal and powder; of products of chapter 8 other than blackcurrant powder",KGM,"129,982","10,665",0,0,"129,982","10,665",Final,,,,
202201,1107100001,"Malt, not roasted; for use in brewing",KGM,"102,491","124,303",0,0,"102,491","124,303",Final,,,,
202201,1107100009,"Malt, not roasted; other than for use in brewing",KGM,"33,645","24,736",0,0,"33,645","24,736",Final,,,,
202201,1107200001,"Malt, roasted; for use in brewing",KGM,736,289,0,0,736,289,Final,,,,
202201,1108120000,Starch; maize (corn) starch,KGM,"304,677","246,686","3,800",612,"308,477","247,298",Final,,,,
202201,1108130000,Starch; potato,KGM,"86,983","68,500",0,0,"86,983","68,500",Final,,,,
202201,1108140000,Starch; manioc (cassava),KGM,114,6,0,0,114,6,Final,,,,
202201,1201900000,"Soya beans; other than seed, whether or not broken",KGM,0,0,597,146,597,146,Final,,,,
202201,1202410000,"Ground-nuts; other than seed, not roasted or otherwise cooked, in shell",KGM,360,105,0,0,360,105,Final,,,,
202201,1204000000,"Oil seeds; linseed, whether or not broken",KGM,"65,833","30,030",0,0,"65,833","30,030",Final,,,,
202201,1205100015,"Oil seeds; low erucic acid rape seed, whether or not broken, for agricultural purposes, uncertified",KGM,"22,323","5,720",0,0,"22,323","5,720",Final,,,,
202201,1205900012,"Oil seeds; rape seed, other than low erucic, whether or not broken, for agricultural purposes, certified",KGM,"81,127","17,200",0,0,"81,127","17,200",Final,,,,
202201,1206000000,"Oil seeds; sunflower seeds, whether or not broken",KGM,290,10,132,24,422,34,Final,,,,
202201,1207400000,"Oil seeds; sesamum seeds, whether or not broken",KGM,"5,406",761,"1,775",367,"7,181","1,128",Final,,,,
202201,1207990029,"Oil seeds and oleaginous fruits; n.e.c. in heading 1207, whether or not broken",KGM,"1,656",150,0,0,"1,656",150,Final,,,,
202201,1208100000,Flours and meals; of soya beans,KGM,955,79,0,0,955,79,Final,,,,
202201,1208900010,Flours; of hemp (cannibis seeds),KGM,306,7,0,0,306,7,Final,,,,
202201,1209220046,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, red clover, certified, n.e.c. in item no. 1209.22",KGM,"6,538","1,000",0,0,"6,538","1,000",Final,,,,
202201,1209220082,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, grasslands huia, certified",KGM,"489,263","53,700",0,0,"489,263","53,700",Final,,,,
202201,1209220093,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, n.e.c. in item no. 1209.22, certified",KGM,"223,438","29,892",0,0,"223,438","29,892",Final,,,,
202201,1209220095,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, uncertified",KGM,"238,809","26,350",0,0,"238,809","26,350",Final,,,,
202201,1209220098,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, n.e.c. in item no. 1209.22",KGM,"125,883","15,000",0,0,"125,883","15,000",Final,,,,
202201,1209230029,"Seeds of forage plants; fescue seeds, of a kind used for sowing, other certified tall fescue",KGM,"221,690","46,755",0,0,"221,690","46,755",Final,,,,
202201,1209230049,"Seeds of forage plants; fescue seeds, of a kind used for sowing, rye grass mixtures",KGM,"108,758","43,000",0,0,"108,758","43,000",Final,,,,
202201,1209250042,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, grasslands nui, certified",KGM,"445,213","121,800",0,0,"445,213","121,800",Final,,,,
202201,1209250068,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, n.e.c. in item no. 1209.25, certified",KGM,"1,832,650","552,960",0,0,"1,832,650","552,960",Final,,,,
202201,1209250078,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, italian, uncertified",KGM,"20,649","9,000",0,0,"20,649","9,000",Final,,,,
202201,1209250088,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, perennial, uncertified",KGM,"523,723","176,766",0,0,"523,723","176,766",Final,,,,
202201,1209290038,"Seeds of forage plants; cocksfoot, of a kind used for sowing, n.e.c. in item no. 1209.29, certified",KGM,"870,388","162,630",0,0,"870,388","162,630",Final,,,,
202201,1209290043,"Seeds of forage plants; cocksfoot, of a kind used for sowing, uncertified",KGM,"83,741","17,418",0,0,"83,741","17,418",Final,,,,
202201,1209290052,"Seeds of forage plants; prairie grass, of a kind used for sowing, grasslands matua",KGM,"107,177","26,000",0,0,"107,177","26,000",Final,,,,
202201,1209290087,"Seeds of forage plants; beetroot, of a kind used for sowing",KGM,"349,844","25,427",0,0,"349,844","25,427",Final,,,,
202201,1209290089,"Seeds of forage plants; n.e.c. in item no. 1209.29, of a kind used for sowing",KGM,"216,389","59,799","7,016",500,"223,405","60,299",Final,,,,
202201,1209300009,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, not in retail packs",KGM,"4,700",0,0,0,"4,700",0,Final,,,,
202201,1209910039,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, in retail packs",KGM,"6,279",17,"38,144",54,"44,423",71,Final,,,,
202201,1209910049,"Seeds; carrot, of a kind used for sowing, not in retail packs",KGM,"354,288",835,0,0,"354,288",835,Final,,,,
202201,1209910059,"Seeds; radish, of a kind used for sowing, not in retail packs",KGM,"352,083","94,140",0,0,"352,083","94,140",Final,,,,
202201,1209910061,"Seeds; tomato, of a kind used for sowing, not in retail packs",KGM,486,42,"3,092",265,"3,578",307,Final,,,,
202201,1209910079,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, not in retail packs",KGM,"1,219,726","133,510","6,425",243,"1,226,151","133,753",Final,,,,
202201,1209990019,"Seeds; kale, excluding marrow-stemmed, of a kind used for sowing",KGM,"118,098","23,883",0,0,"118,098","23,883",Final,,,,
202201,1209990031,"Seeds; turnip, for seed purposes",KGM,"8,400","2,000",0,0,"8,400","2,000",Final,,,,
202201,1209990059,"Seeds, fruit or spores; n.e.c. in heading 1209, of a kind used for sowing",KGM,"352,347",750,"21,107",32,"373,454",782,Final,,,,
202201,1211200010,"Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"6,554",550,0,0,"6,554",550,Final,,,,
202201,1211901050,"Plants, edible plant parts (including seeds, fruits) n.e.c. in item 1211.90; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"135,220","12,662","87,137","1,351","222,357","14,013",Final,,,,
202201,1212210019,"Seaweeds and other algae; fit for human consumption, frozen or dried, whether or not ground, other than Hijiki (Mehijiki, Hiziki, Hijaki) seaweed (Hizikia fusiforme)",,"9,700",,"32,745",,"42,445",,Final,,,,
202201,1212990039,"Vegetable products; fit for human consumption, n.e.c. in chapter 12, fresh, chilled, frozen or dried, whether or not ground",KGM,"73,175","1,854","5,000",53,"78,175","1,907",Final,,,,
202201,1214900000,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",,"767,639",,0,,"767,639",,Final,,,,
202201,1302190001,"Vegetable saps and extracts; n.e.c. in item no. 1302.1, of vanilla",KGM,"60,147","3,041",0,0,"60,147","3,041",Final,,,,
202201,1302190029,Vegetable saps and extracts; n.e.c. in item no. 1302.1,KGM,"228,417","1,178",0,0,"228,417","1,178",Final,,,,
202201,1302200000,Pectic substances; pectinates and pectates,KGM,"2,704",100,0,0,"2,704",100,Final,,,,
202201,1302390000,"Mucilages and thickeners; n.e.c. in item no. 1302.3, derived from vegetable products, whether or not modified",KGM,"72,600",116,"9,386",75,"81,986",191,Final,,,,
202201,1404900039,Vegetable products; n.e.c. in chapter 14,,"159,466",,"48,552",,"208,018",,Final,,,,
202201,1502100010,"Tallow; other than those of heading 1503, edible, beef",KGM,"329,130","64,534",0,0,"329,130","64,534",Final,,,,
202201,1502100015,"Tallow; other than those of heading 1503, edible, other than beef",KGM,"6,300",924,0,0,"6,300",924,Final,,,,
202201,1502100021,"Tallow; other than those of heading 1503, inedible, mixed grades",KGM,"20,289,496","9,967,464",0,0,"20,289,496","9,967,464",Final,,,,
202201,1502100029,"Tallow; other than those of heading 1503, inedible, other than mixed grades and gut and lower grades",KGM,"273,300","113,280",0,0,"273,300","113,280",Final,,,,
202201,1502900010,"Fats of bovine animals, sheep or goats; excluding tallow, and other than those of heading 1503, fats from bones or waste, crude",KGM,"584,159","208,040",0,0,"584,159","208,040",Final,,,,
202201,1502900019,"Fats of bovine animals, sheep or goats; excluding tallow, and other than those of heading 1503, fats from bones or waste, refined, other than neat's foot",KGM,"4,081","1,008",0,0,"4,081","1,008",Final,,,,
202201,1502900029,"Fats of bovine animals, sheep or goats; excluding tallow, other than those of heading 1503, other than fats from bones or waste",KGM,"185,390","77,202",0,0,"185,390","77,202",Final,,,,
202201,1504100019,"Oils of fish; fish-liver oils and their fractions, (other than cod-liver oil), whether or not refined, but not chemically modified",LTR,"11,347",150,0,0,"11,347",150,Final,,,,
202201,1504200100,"Fats and oils of fish; (excluding liver oils), fractions, whether or not refined, but not chemically modified",KGM,"233,943",295,0,0,"233,943",295,Final,,,,
202201,1504200900,"Fats and oils of fish; (excluding liver oils) not fractions, whether or not refined, but not chemically modified",LTR,"928,298","96,541",0,0,"928,298","96,541",Final,,,,
202201,1506000011,"Animal fats and oils; (excluding fractions), crude, not chemically modified, n.e.c. in chapter 15",KGM,"107,658","31,600",0,0,"107,658","31,600",Final,,,,
202201,1506000019,"Animal fats and oils; (excluding fractions), refined, but not chemically modified, n.e.c. in chapter 15",KGM,"701,135","253,375",0,0,"701,135","253,375",Final,,,,
202201,1508900000,"Vegetable oils; ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"24,459","1,470",0,0,"24,459","1,470",Final,,,,
202201,1509200000,"Vegetable oils; olive oil and its fractions, extra virgin olive oil, whether or not refined, but not chemically modified",LTR,"3,450",55,"5,953",600,"9,403",655,Final,,,,
202201,1509900000,"Vegetable oils; olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified",LTR,"5,011","1,551","1,986",412,"6,997","1,963",Final,,,,
202201,1512190000,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",LTR,"89,120","28,800",0,0,"89,120","28,800",Final,,,,
202201,1513190900,"Vegetable oils; coconut (copra) oil, other than fractions, other than crude, whether or not refined, but not chemically modified",LTR,"3,253",436,0,0,"3,253",436,Final,,,,
202201,1514190000,"Vegetable oils; low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,"2,853","1,030",0,0,"2,853","1,030",Final,,,,
202201,1515190000,"Vegetable oils; linseed oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"71,266","6,077",0,0,"71,266","6,077",Final,,,,
202201,1515290000,"Vegetable oils; maize (corn) oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"266,266","88,000",0,0,"266,266","88,000",Final,,,,
202201,1515500000,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",LTR,"2,588",355,288,11,"2,876",366,Final,,,,
202201,1515900021,"Fixed vegetable fats and oils and their fractions; avocado oil, whether or not refined, but not chemically modified",LTR,"542,317","31,112","95,787","13,959","638,104","45,071",Final,,,,
202201,1515900030,"Fixed vegetable fats and oils and their fractions n.e.c. in sub heading 1515.90; other than linseed, maize (corn), castor, tung, sesame, microbial, jojoba and avocado oils, whether or not refined, but not chemically modified",LTR,"468,902","15,412",0,0,"468,902","15,412",Final,,,,
202201,1516100009,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined but not further prepared, other than of whale",KGM,"2,329",440,0,0,"2,329",440,Final,,,,
202201,1516201910,"Vegetable fats and oils and their fractions; n.e.c. in item no. 1516.20 (e.g. inter-esterified or elaidinised), whether or not refined, but not further prepared",KGM,"2,672",620,"79,200","6,352","81,872","6,972",Final,,,,
202201,1517100001,"Margarine; polyunsaturated, table, excluding liquid",KGM,"56,119","14,712",0,0,"56,119","14,712",Final,,,,
202201,1517100009,"Margarine; saturated, table, excluding liquid",KGM,"230,330","59,712",0,0,"230,330","59,712",Final,,,,
202201,1517100011,"Margarine; polyunsaturated, other than table, excluding liquid",KGM,"249,813","94,550",0,0,"249,813","94,550",Final,,,,
202201,1517100029,"Margarine; other than polyunsaturated or saturated, other than table, excluding liquid",KGM,"64,061","24,984",0,0,"64,061","24,984",Final,,,,
202201,1517901919,"Animal, vegetable or microbial fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, not in aerosol containers",LTR,"218,974","20,154",0,0,"218,974","20,154",Final,,,,
