Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201907,3210000918,"Paints and enamels; n.e.c. in chapter 32, not in aerosol containers",KGM,"107,811","20,763","11,352","10,000","119,163","30,763",Final,,,,
201907,3210000939,"Varnishes and lacquers; n.e.c. in chapter 32, not in aerosol containers",KGM,"23,299","4,901","1,415",105,"24,714","5,006",Final,,,,
201907,3212100000,"Pigments; of a kind used in the manufacture of paints, stamping foils",,"7,513",,0,,"7,513",,Final,,,,
201907,3212900009,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, in forms for retail sale, in aerosol containers, not containing chlorofluorocarbons",NMB,"5,088",53,0,0,"5,088",53,Final,,,,
201907,3212900019,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, in forms for retail sale, not in aerosol containers",,0,,42,,42,,Final,,,,
201907,3212900029,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, n.e.c. in item no. 3212.90.00",KGM,"3,249",108,0,0,"3,249",108,Final,,,,
201907,3213100021,"Colours; in sets, children's watercolours",,605,,0,,605,,Final,,,,
201907,3213900017,Colours; (other than in sets) children's watercolours,,"40,483",,0,,"40,483",,Final,,,,
201907,3213900029,"Colours; (other than in sets) of a kind used by artists and students, other than paints and enamels of a kind used on recreational models in containers not exceeding 22 ml, other than children's watercolours or finger paints",,0,,96,,96,,Final,,,,
201907,3214100100,"Mastics; painters' fillings, glaziers' putty, wood fillers, plastic wood",KGM,"4,979",550,0,0,"4,979",550,Final,,,,
201907,3214100909,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, plaster based (containing calcined gypsum/calcium sulphate)",,"4,140",,37,,"4,177",,Final,,,,
201907,3214100911,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, liquids, pastes, other than plaster based compounds",,"21,020",,"2,756",,"23,776",,Final,,,,
201907,3214100912,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, (other than liquids, pastes), other than plaster based compounds",,"3,915",,0,,"3,915",,Final,,,,
201907,3214100919,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), other than plaster or gypsum based compounds",,"127,242",,"32,800",,"160,042",,Final,,,,
201907,3214900000,"Mastics; non-refractory surfacing preparations and preparations for facades, indoor walls, floors, ceilings or the like, n.e.c. in item 3214.90",,"44,487",,"29,365",,"73,852",,Final,,,,
201907,3215110019,"Ink; printing, black, n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"128,493","5,376","141,532","1,568","270,025","6,944",Final,,,,
201907,3215190000,"Ink; for printing, other than black, whether or not concentrated or solid",KGM,"87,273","4,877","204,483","3,505","291,756","8,382",Final,,,,
201907,3215900700,"Ink; ink cartridges incorporating mechanical or electrical components, and thermoplastic or electrostatic toner cartridges, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39",KGM,"1,713",7,"82,694",477,"84,407",484,Final,,,,
201907,3215900901,Ink; stencilling inks and inks for similar purposes,KGM,52,2,0,0,52,2,Final,,,,
201907,3215900919,"Ink; writing, drawing and other inks n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"9,815",82,189,46,"10,004",128,Final,,,,
201907,3301190019,"Oils, essential; of citrus fruits (terpeneless or not), including concretes and absolutes, other than of orange, lemon, bergamot or lime",KGM,"4,900",15,0,0,"4,900",15,Final,,,,
201907,3301290019,"Oils, essential; of lavender or of lavandin (terpeneless or not), including concretes and absolutes",KGM,"18,596",78,0,0,"18,596",78,Final,,,,
201907,3301290029,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",KGM,"375,909","2,391",208,6,"376,117","2,397",Final,,,,
201907,3301900100,"Oils, essential; aqueous distillates and aqueous solutions thereof, culinary or flavouring",,"188,588",,"1,640",,"190,228",,Final,,,,
201907,3301901919,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, (obtained by enfleurage or maceration), terpenic by-products of the deterpenation of essential oils, n.e.c. in heading no. 3301",KGM,"138,687","3,203","30,614",163,"169,301","3,366",Final,,,,
201907,3302101000,"Odoriferous substances and mixtures; preparations of a kind used for the manufacture of beverages, containing an alcohol strength by volume not exceeding 0.5% vol.",KGM,"26,705","2,666",0,0,"26,705","2,666",Final,,,,
201907,3302109011,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, culinary preparations",LTR,"345,981","19,110",0,0,"345,981","19,110",Final,,,,
201907,3302109013,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, non-spirituous preparations for use in the manufacture of beverages",LTR,"5,254","1,900",0,0,"5,254","1,900",Final,,,,
201907,3302109019,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, (excluding mixtures of natural or essential oils, culinary preparations or non-spirituous preparations)",,"188,903",,0,,"188,903",,Final,,,,
201907,3302900001,"Odoriferous substances and mixtures; mixtures of natural essential oils, used in industries other than the food or drink industries",KGM,"207,686","5,760",0,0,"207,686","5,760",Final,,,,
201907,3302900009,"Odoriferous substances and mixtures; spirituous solutions, used in industries other than the food or drink industries",LTR,"12,303",360,0,0,"12,303",360,Final,,,,
201907,3302900019,"Odoriferous substances and mixtures; n.e.c. in item no. 3302.90, used in industries other than the food or drink industries",,"10,056",,0,,"10,056",,Final,,,,
201907,3303000102,"Perfumes and toilet waters; perfumed spirits, in aerosol containers, containing chlorofluorocarbons",NMB,0,0,"1,019",11,"1,019",11,Final,,,,
201907,3303000119,"Perfumes and toilet waters, perfumed spirits, not in aerosol containers",LTR,0,0,"2,942",2,"2,942",2,Final,,,,
201907,3303000919,"Perfumes and toilet waters, (other than perfumed spirits), not in aerosol containers",,"17,490",,0,,"17,490",,Final,,,,
201907,3304100000,Cosmetic and toilet preparations; lip make-up,,"363,614",,"42,888",,"406,502",,Final,,,,
201907,3304200000,Cosmetic and toilet preparations; eye make-up,,"124,902",,"11,914",,"136,816",,Final,,,,
201907,3304300019,"Cosmetic and toilet preparations; manicure or pedicure preparations, not in aerosol containers",,"18,944",,"4,216",,"23,160",,Final,,,,
201907,3304910000,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",,"24,229",,976,,"25,205",,Final,,,,
201907,3304990008,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations), in aerosol containers, not containing chlorofluorocarbons",NMB,"1,696",260,0,0,"1,696",260,Final,,,,
201907,3304990019,"Cosmetic and toilet preparations, n.e.c. in heading no. 3304, for the care of the skin, not in aerosol containers",,"9,528,681",,"278,659",,"9,807,340",,Final,,,,
201907,3305100000,Hair preparations; shampoos,,"1,115,854",,"50,456",,"1,166,310",,Final,,,,
201907,3305200000,Hair preparations; for permanent waving or straightening,,83,,33,,116,,Final,,,,
201907,3305300008,"Hair preparations; lacquers, in aerosol containers, not containing chlorofluorocarbons",NMB,22,5,0,0,22,5,Final,,,,
201907,3305300019,"Hair preparations; lacquers, not in aerosol containers",,360,,568,,928,,Final,,,,
201907,3305900008,"Hair preparations; n.e.c. in heading no. 3305, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,103,12,103,12,Final,,,,
201907,3305900019,"Hair preparations; n.e.c. in heading no. 3305, not in aerosol containers",,"562,855",,"42,043",,"604,898",,Final,,,,
201907,3306100909,Oral or dental hygiene preparations; denture cleaning pastes and powders,,"358,588",,562,,"359,150",,Final,,,,
201907,3306100919,Oral or dental hygiene preparations; dentifrices n.e.c. in item no. 3306.10,,"92,656",,788,,"93,444",,Final,,,,
201907,3306209001,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), high tenacity yarn of nylon or other polyamides",KGM,0,0,74,0,74,0,Final,,,,
201907,3306900019,"Oral or dental hygiene preparations, (other than dentifrices), not in aerosol containers",,"610,903",,692,,"611,595",,Final,,,,
201907,3307100119,"Perfumery, cosmetic or toilet preparations, pre-shave and after-shave preparations, not in aerosol containers",,173,,0,,173,,Final,,,,
201907,3307100908,"Perfumery, cosmetic or toilet preparations; shaving preparations, in aerosol containers, not containing chlorofluorocarbons",NMB,50,10,0,0,50,10,Final,,,,
201907,3307100919,"Perfumery, cosmetic or toilet preparations; shaving preparations, not in aerosol containers",,"1,806",,400,,"2,206",,Final,,,,
201907,3307200008,"Perfumery, cosmetic or toilet preparations; personal deodorants and anti-perspirants, in aerosol containers, not containing chlorofluorocarbons",NMB,378,64,0,0,378,64,Final,,,,
201907,3307200019,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants, not in aerosol containers",,"162,348",,"10,136",,"172,484",,Final,,,,
201907,3307300000,"Perfumery, cosmetic or toilet preparations; perfumed bath salts and other bath preparations",,"94,532",,370,,"94,902",,Final,,,,
201907,3307490008,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning) in aerosol containers, not containing chlorofluorocarbons",NMB,"134,995","19,118","1,034",30,"136,029","19,148",Final,,,,
201907,3307490029,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning), other than pot pourri",,"44,867",,"11,467",,"56,334",,Final,,,,
201907,3307900119,"Perfumes and deodorizers; animal toilet preparations, not in aerosol containers",,"9,392",,0,,"9,392",,Final,,,,
201907,3307900929,"Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307, other than pot pourri",,"49,411",,"1,909",,"51,320",,Final,,,,
201907,3401110001,"Soap; in tablets, for toilet use (including medicated products)",KGM,"402,560","41,406","93,239","4,255","495,799","45,661",Final,,,,
201907,3401110009,"Soap; (other than in tablets), for toilet use (including medicated products), in forms specified in item no. 3401.11",KGM,"93,059","12,920",163,11,"93,222","12,931",Final,,,,
201907,3401110019,"Organic surface-active products and preparations; for toilet use (including medicated products), (other than soap), in forms specified in item no. 3401.11",KGM,"65,896","9,314","5,697",471,"71,593","9,785",Final,,,,
201907,3401190001,"Soap; for other than toilet use, in forms specified in item no. 3401.11",KGM,"28,455",707,264,29,"28,719",737,Final,,,,
201907,3401190009,"Organic surface-active products and preparations; (for other than toilet use, other than soap), in forms specified in item no. 3401.11",KGM,"33,651","2,763",40,39,"33,691","2,802",Final,,,,
201907,3401200001,"Soap; in powder, flakes or granules",KGM,"12,013","5,261","1,084",445,"13,097","5,706",Final,,,,
201907,3401200009,"Soap; (other than in tablets, bars, powder, flakes and granules), n.e.c. in item no. 3401.11",KGM,"476,784","376,820","134,799","33,637","611,583","410,457",Final,,,,
201907,3401300000,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",KGM,"1,326,862","173,800","17,481","5,432","1,344,343","179,232",Final,,,,
201907,3402110000,"Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale",KGM,"77,020","14,060","25,043","3,330","102,063","17,390",Final,,,,
201907,3402130000,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",KGM,"29,337","3,437","24,055","4,566","53,392","8,003",Final,,,,
201907,3402190000,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in heading no. 3402",KGM,"398,847","80,425","24,059","3,537","422,906","83,962",Final,,,,
201907,3402200001,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",KGM,"236,203","64,918","2,742",965,"238,945","65,883",Final,,,,
201907,3402200012,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, in aerosol containers, containing chlorofluorocarbons",NMB,0,0,"1,045",9,"1,045",9,Final,,,,
201907,3402200018,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, in aerosol containers, not containing chlorofluorocarbons",NMB,"23,897","5,335","2,160",51,"26,057","5,386",Final,,,,
201907,3402200029,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, not in aerosol containers",,"2,432,048",,"141,039",,"2,573,087",,Final,,,,
201907,3402900001,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,"4,171",665,0,0,"4,171",665,Final,,,,
201907,3402900009,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"1,229",20,0,0,"1,229",20,Final,,,,
201907,3402900011,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,"22,094","1,551","14,532","1,196","36,626","2,747",Final,,,,
201907,3402900019,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"98,756","19,322","10,239","1,454","108,995","20,776",Final,,,,
201907,3403190101,"Lubricating preparations; greases and other solid lubricants, suited only for aviation use, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, (not for the treatment of textile and similar materials)",KGM,0,0,169,2,169,2,Final,,,,
201907,3403191101,"Lubricating preparations; containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), (not for the treatment of textile and similar materials)",LTR,"31,191","3,236",0,0,"31,191","3,236",Final,,,,
201907,3403191109,"Preparations, other than lubricating; containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not for the treatment of textile and similar materials)",LTR,"6,780",207,0,0,"6,780",207,Final,,,,
201907,3403191907,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in aerosol containers of less than 5 litres capacity, not containing chlorofluorocarbons",NMB,"29,932","8,338",0,0,"29,932","8,338",Final,,,,
201907,3403191919,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers (not aerosol) of less than 5 litres capacity",LTR,"771,319","5,187",12,1,"771,331","5,188",Final,,,,
201907,3403910019,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals), not in aerosol containers",,140,,0,,140,,Final,,,,
201907,3403990109,"Lubricating preparations; greases and other solid lubricants, for other than aviation use, not containing petroleum oils or oils obtained from bituminous minerals, not for the treatment of textile and similar materials",KGM,"1,503",41,"1,018",2,"2,521",43,Final,,,,
201907,3403991101,"Lubricating preparations; not containing petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), not for the treatment of textile and similar materials",LTR,"108,168","58,000","25,145","9,048","133,313","67,048",Final,,,,
201907,3403991907,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers of less than 5 litres, not containing chlorofluorocarbons",NMB,"2,315",300,0,0,"2,315",300,Final,,,,
201907,3403991919,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,"23,836","4,156","5,548",717,"29,384","4,873",Final,,,,
201907,3403991928,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers, not containing chlorofluorocarbons",NMB,"58,095","7,056",0,0,"58,095","7,056",Final,,,,
201907,3403991939,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,359,24,0,0,359,24,Final,,,,
201907,3404200019,"Waxes; artificial and prepared, of poly(oxyethylene) (polyethylene glycol), not in aerosol containers",KGM,0,0,"12,843","1,812","12,843","1,812",Final,,,,
201907,3404900025,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), in aerosol containers, not containing chlorofluorocarbons",NMB,752,108,0,0,752,108,Final,,,,
201907,3404900029,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), not in aerosol containers",KGM,"107,870","14,219","2,058",162,"109,928","14,380",Final,,,,
201907,3405100008,"Polishes, creams and similar preparations; for footwear or leather, (excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,"1,090",720,0,0,"1,090",720,Final,,,,
201907,3405100019,"Polishes, creams and similar preparations; for footwear or leather, (excluding waxes of heading no. 3404), not in aerosol containers",,334,,"6,136",,"6,470",,Final,,,,
201907,3405200019,"Polishes, creams and similar preparations; for wooden furniture, floors or other woodwork, (excluding waxes of heading no. 3404), not in aerosol containers",,"53,573",,0,,"53,573",,Final,,,,
201907,3405300019,"Polishes, creams and similar preparations; for coachwork, (other than metal polishes, excluding waxes of heading no. 3404), not in aerosol containers",,"7,001",,156,,"7,157",,Final,,,,
201907,3405900019,"Polishes, creams and similar preparations; n.e.c. in heading no. 3405, (excluding waxes of heading no. 3404), not in aerosol containers",,"9,488",,"1,093",,"10,581",,Final,,,,
201907,3406000001,"Candles, tapers and the like; not exceeding 7mm in diameter",,"13,189",,156,,"13,345",,Final,,,,
201907,3406000009,"Candles, tapers and the like; exceeding 7mm in diameter but not exceeding 25mm in diameter",,"6,387",,124,,"6,511",,Final,,,,
201907,3406000019,"Candles, tapers and the like; exceeding 25mm in diameter",,"12,632",,"4,455",,"17,087",,Final,,,,
201907,3407000009,"Dental preparations; with a basis of plaster (of calcined gypsum or calcium sulphate); dental wax or impression compounds, packed for retail sale in any form",,"4,346",,"4,802",,"9,148",,Final,,,,
201907,3501100001,Casein; acid,KGM,"37,539,678","3,984,575",0,0,"37,539,678","3,984,575",Final,,,,
201907,3501100011,"Casein; rennet, other than acid",KGM,"8,987,913","895,350",0,0,"8,987,913","895,350",Final,,,,
201907,3501100019,Casein; other than acid and rennet,KGM,"2,285,729","196,200",0,0,"2,285,729","196,200",Final,,,,
201907,3501900010,Caseinates,KGM,"51,572,454","4,461,840",0,0,"51,572,454","4,461,840",Final,,,,
201907,3501900029,Casein derivatives; n.e.c. in heading 3501,KGM,"1,317,647","140,980",0,0,"1,317,647","140,980",Final,,,,
201907,3502200000,"Albumins; milk albumin, including concentrates of two or more whey proteins",KGM,"34,771,485","3,047,335",0,0,"34,771,485","3,047,335",Final,,,,
201907,3502900011,"Albumins, albuminates and other albumin derivatives; other than egg or milk albumin, including concentrates of two or more whey proteins",KGM,"450,982",250,0,0,"450,982",250,Final,,,,
201907,3503000901,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; not specially prepared for use as culture media, edible gelatin",KGM,"586,537","13,990",0,0,"586,537","13,990",Final,,,,
201907,3503001900,"Glues; glues of animal origin, excluding casein glues of heading no. 3501",KGM,"29,588","6,575",0,0,"29,588","6,575",Final,,,,
201907,3504000019,"Peptones and their derivatives; other protein substances and their derivatives, n.e.c. or included; hide powder, whether or not chromed",KGM,"11,159,220","196,620",505,101,"11,159,725","196,721",Final,,,,
201907,3505100001,Dextrins,KGM,73,75,70,1,143,76,Final,,,,
201907,3505100009,"Starches; modified, except dextrins",KGM,"54,800","52,200",0,0,"54,800","52,200",Final,,,,
201907,3505200000,Glues; based on starches or on dextrins or other modified starches,KGM,"172,117","306,216",533,21,"172,650","306,237",Final,,,,
201907,3506100008,"Glues or adhesives; prepared, products put up for retail sale as glues or adhesives, weight not over 1kg, in aerosol containers, not containing chlorofluorocarbons",NMB,"6,463",806,0,0,"6,463",806,Final,,,,
201907,3506100019,"Glues or adhesives; prepared products suitable for use as glues or adhesives, put up for retail sale, not over 1kg net weight, not in aerosol containers",KGM,"206,454","25,588","9,396","1,861","215,850","27,449",Final,,,,
201907,3506911010,"Adhesives; prepared, based on polymers of 3901 to 3913 or on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, in aerosol containers, containing chlorofluorocarbons",NMB,"7,433",315,0,0,"7,433",315,Final,,,,
201907,3506911019,"Adhesives; prepared, based on polymers of 3901 to 3913 or on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, pastes",KGM,"9,153","2,124",0,0,"9,153","2,124",Final,,,,
201907,3506911021,"Adhesives; prepared, based on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, other than liquids and pastes",KGM,0,0,"3,375",18,"3,375",18,Final,,,,
201907,3506911029,"Adhesives; prepared, based on polymers of 3901 to 3913, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, other than liquids and pastes",KGM,"33,867","12,640","1,274",210,"35,141","12,850",Final,,,,
201907,3506911915,"Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber, liquids, not in aerosol containers, n.e.c. in item no. 3506.91",KGM,"74,728","56,012",0,0,"74,728","56,012",Final,,,,
201907,3506911919,"Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber, pastes, n.e.c. in item no. 3506.91",KGM,"167,495","25,499",221,8,"167,716","25,506",Final,,,,
201907,3506911921,"Adhesives; prepared, based on rubber, other than liquids and pastes, n.e.c. in item no. 3506.91",KGM,"4,799",18,400,32,"5,199",50,Final,,,,
201907,3506911929,"Adhesives; prepared, based on polymers of heading 3901 to 3913, other than liquids and pastes, n.e.c. in item no. 3506.91",KGM,"72,890","15,289","2,245",185,"75,135","15,474",Final,,,,
201907,3506990019,"Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg, not in aerosol containers",KGM,"74,081","15,844","23,008","2,964","97,089","18,808",Final,,,,
201907,3507100100,"Enzymes; rennet and concentrates thereof, flavoured, coloured or simply prepared",,"3,434",,0,,"3,434",,Final,,,,
201907,3507100900,"Enzymes; rennet and concentrates thereof, other than flavoured, coloured or simply prepared",,"20,440",,0,,"20,440",,Final,,,,
201907,3507900000,Enzymes and prepared enzymes; other than rennet and concentrates thereof,,"26,019",,44,,"26,063",,Final,,,,
201907,3602000009,"Explosives, prepared; excluding propellent powders, dynamite or gelignite",KGM,"4,487",42,0,0,"4,487",42,Final,,,,
201907,3603000019,Detonators; electric detonators,,0,,"2,524",,"2,524",,Final,,,,
201907,3604100900,"Pyrotechnic products; fireworks, other than plaited in strings",,"61,786",,0,,"61,786",,Final,,,,
201907,3604900100,"Pyrotechnic products; ships' rockets and other marine pyrotechnic signalling and similar articles, Very cartridges",,"1,672",,"61,329",,"63,001",,Final,,,,
201907,3606102900,"Fuels; liquid or liquefied-gas fuels, in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300cm3, other than motor spirit",LTR,0,0,409,3,409,3,Final,,,,
201907,3701300900,"Photographic plates and film; in the flat, sensitised, unexposed, with any side exceeding 255mm, of any material other than paper, paperboard or textiles, n.e.c. in heading no. 3701",,"58,325",,0,,"58,325",,Final,,,,
201907,3703100009,"Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm (excluding dyeline, diazo and blueprint papers)",,0,,478,,478,,Final,,,,
201907,3703200004,"Photographic paper, paperboard and textiles; for colour photography (polychrome), in sheets, sensitised, unexposed, (other than dyeline, diazo and blueprint paper)",,0,,428,,428,,Final,,,,
201907,3704000019,Photographic plates and film; exposed but not developed,,0,,"1,582",,"1,582",,Final,,,,
201907,3707100000,"Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",,0,,"6,175",,"6,175",,Final,,,,
201907,3707909000,"Photographic goods; chemical preparations, unmixed products, put up in measured portions or put up for retail sale in a form ready for use, other than sensitising emulsions or flash light materials",,"156,753",,"30,365",,"187,118",,Final,,,,
201907,3801900909,"Graphite; in paste form, suited for other than aviation use",KGM,"43,377","253,515",0,0,"43,377","253,515",Final,,,,
201907,3802100000,Carbon; activated,KGM,"3,257",80,0,0,"3,257",80,Final,,,,
201907,3805100000,"Terpenic oils; gum, wood or sulphate turpentine oils",LTR,"1,044",218,0,0,"1,044",218,Final,,,,
201907,3806300119,"Ester gums; in blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms, n.e.c. in item no. 3806.30.01",KGM,"271,085","156,055",0,0,"271,085","156,055",Final,,,,
201907,3806300909,"Ester gums; maleic modified, liquids and pastes, including dispersions (emulsions and suspensions) and solutions",KGM,"400,267","179,980",0,0,"400,267","179,980",Final,,,,
201907,3806300919,"Ester gums; liquids and pastes, including dispersions (emulsions and suspensions) and solutions, n.e.c. in item no. 3806.30.09",KGM,"700,497","317,590",0,0,"700,497","317,590",Final,,,,
201907,3806900019,"Rosin; spirit and oils, other than waste and scrap, (other than of ester gums, other than run gums)",KGM,"37,325","16,000",0,0,"37,325","16,000",Final,,,,
201907,3807000000,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch, brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",LTR,"125,387","105,520",0,0,"125,387","105,520",Final,,,,
201907,3808521019,"Insecticides and the like; containing goods from Subheading Note 1 to this Chapter; DDT (ISO) (clofenotane (INN)), in packings of a net weight content not exceeding 300g; not in aerosol containers; for retail sale or as preparations or articles",,"3,315",,0,,"3,315",,Final,,,,
201907,3808591015,"Insecticides; containing goods specified in Subheading Note 1 to this Chapter, not DDT (ISO) (clofenotane (INN)), in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,119,20,0,0,119,20,Final,,,,
201907,3808591019,"Insecticides; containing goods specified in Subheading Note 1 to this Chapter, not DDT (ISO) (clofenotane (INN)), not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"57,651",,0,,"57,651",,Final,,,,
201907,3808593019,"Herbicides; containing goods specified in Subheading Note 1 to this Chapter, other than 2,4,5-trichlorophenoxyacetic acid (2,4,5-T); in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,0,0,"4,444",55,"4,444",55,Final,,,,
201907,3808593029,"Herbicides; containing goods specified in Subheading Note 1 to this Chapter, other than 2,4,5-trichlorophenoxyacetic acid (2,4,5-T); not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"59,128",,0,,"59,128",,Final,,,,
201907,3808593039,"Anti-sprouting products and plant growth regulators; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"13,220",,0,,"13,220",,Final,,,,
201907,3808594019,"Disinfectants; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"121,377",,"8,083",,"129,460",,Final,,,,
201907,3808599019,"Rodenticides and other similar products; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"15,142",,69,,"15,211",,Final,,,,
201907,3808610019,"Insecticides; containing goods named in Subheading Note 2 to this Chapter, containing organo-phosphorous compounds, not in aerosol containers, in forms or packings for retail sale or as preparations or articles, of a net weight content 300g or less",,0,,521,,521,,Final,,,,
201907,3808610031,"Insecticide impregnated articles; containing goods from Subheading Note 2 to this Chapter, without organo-phosphorous compounds, not in aerosol containers, in forms/packings for retail sale or as preparations/articles, of a net weight of 300g or less",,"1,837",,0,,"1,837",,Final,,,,
201907,3808690049,"Insecticides; containing goods from Subheading Note 2 to this Chapter, n.e.c in item no. 3808.69, put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 7.5kg",KGM,0,0,900,20,900,20,Final,,,,
201907,3808910015,"Insecticides; other than containing goods of Subheading Notes 1 & 2 to this Chapter, containing organo-phosphorous compounds, in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,"46,952","5,556",0,0,"46,952","5,556",Final,,,,
