Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202303,210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"6,741",90,0,0,"6,741",90,Provisional,,,,
202303,210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"808,165","8,150",0,0,"808,165","8,150",Provisional,,,,
202303,301920000,"Fish; live, eels (anguilla spp.)",KGM,"186,279","12,520",0,0,"186,279","12,520",Provisional,,,,
202303,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"6,999,911","290,912",0,0,"6,999,911","290,912",Provisional,,,,
202303,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"665,417","37,161",0,0,"665,417","37,161",Provisional,,,,
202303,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"2,058,280","76,270",0,0,"2,058,280","76,270",Provisional,,,,
202303,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"12,817","1,191",0,0,"12,817","1,191",Provisional,,,,
202303,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,271,40,0,0,271,40,Provisional,,,,
202303,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"90,148","9,215",0,0,"90,148","9,215",Provisional,,,,
202303,302290012,"Fish; fresh or chilled, lemon sole, whole",KGM,846,99,0,0,846,99,Provisional,,,,
202303,302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,408,52,0,0,408,52,Provisional,,,,
202303,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"3,626",612,0,0,"3,626",612,Provisional,,,,
202303,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"63,039","3,095",0,0,"63,039","3,095",Provisional,,,,
202303,302310001,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,"2,051",486,0,0,"2,051",486,Provisional,,,,
202303,302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"75,004","3,182",0,0,"75,004","3,182",Provisional,,,,
202303,302320011,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), headed and gutted",KGM,"16,400",795,0,0,"16,400",795,Provisional,,,,
202303,302320029,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"18,818","2,179",0,0,"18,818","2,179",Provisional,,,,
202303,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"260,890","10,133",0,0,"260,890","10,133",Provisional,,,,
202303,302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"143,798","7,598",0,0,"143,798","7,598",Provisional,,,,
202303,302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"49,404","4,862",0,0,"49,404","4,862",Provisional,,,,
202303,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"110,724","9,800",0,0,"110,724","9,800",Provisional,,,,
202303,302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"9,943",547,0,0,"9,943",547,Provisional,,,,
202303,302350049,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"6,301",884,0,0,"6,301",884,Provisional,,,,
202303,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"1,192,216","84,808",0,0,"1,192,216","84,808",Provisional,,,,
202303,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,198,21,0,0,198,21,Provisional,,,,
202303,302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,18,2,0,0,18,2,Provisional,,,,
202303,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"439,111","29,313",0,0,"439,111","29,313",Provisional,,,,
202303,302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"9,815",768,0,0,"9,815",768,Provisional,,,,
202303,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"29,372","1,562",0,0,"29,372","1,562",Provisional,,,,
202303,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"3,777",531,0,0,"3,777",531,Provisional,,,,
202303,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,595,26,0,0,595,26,Provisional,,,,
202303,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,"2,631",236,0,0,"2,631",236,Provisional,,,,
202303,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"2,535",150,0,0,"2,535",150,Provisional,,,,
202303,302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"2,918",168,0,0,"2,918",168,Provisional,,,,
202303,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"209,251","17,528",0,0,"209,251","17,528",Provisional,,,,
202303,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"310,801","28,427",0,0,"310,801","28,427",Provisional,,,,
202303,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"148,294","14,481",0,0,"148,294","14,481",Provisional,,,,
202303,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"3,000,975","237,577",0,0,"3,000,975","237,577",Provisional,,,,
202303,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"430,124","29,552",0,0,"430,124","29,552",Provisional,,,,
202303,302891015,"Fish; fresh or chilled, groper, whole",KGM,"177,178","9,317",0,0,"177,178","9,317",Provisional,,,,
202303,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"13,270","1,538",0,0,"13,270","1,538",Provisional,,,,
202303,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"377,501","30,537",0,0,"377,501","30,537",Provisional,,,,
202303,302891035,"Fish; fresh or chilled, monkfish, whole",KGM,498,50,0,0,498,50,Provisional,,,,
202303,302891039,"Fish; fresh or chilled, mullet, whole",KGM,"6,802",500,0,0,"6,802",500,Provisional,,,,
202303,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"14,664","1,623",0,0,"14,664","1,623",Provisional,,,,
202303,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"112,075","13,035",0,0,"112,075","13,035",Provisional,,,,
202303,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"37,796","2,519",0,0,"37,796","2,519",Provisional,,,,
202303,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"259,320","16,924",0,0,"259,320","16,924",Provisional,,,,
202303,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"42,739","2,428",0,0,"42,739","2,428",Provisional,,,,
202303,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"36,965","2,515",0,0,"36,965","2,515",Provisional,,,,
202303,302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"2,832",140,0,0,"2,832",140,Provisional,,,,
202303,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"608,244","53,656",0,0,"608,244","53,656",Provisional,,,,
202303,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"29,688","2,510",0,0,"29,688","2,510",Provisional,,,,
202303,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"160,778","11,379",0,0,"160,778","11,379",Provisional,,,,
202303,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,140,12,0,0,140,12,Provisional,,,,
202303,302899027,"Fish; fresh or chilled, monkfish, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,823,121,0,0,823,121,Provisional,,,,
202303,302899033,"Fish; fresh or chilled, tarakihi, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,661,100,0,0,661,100,Provisional,,,,
202303,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"476,819","42,619",0,0,"476,819","42,619",Provisional,,,,
202303,303120010,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), whole",KGM,"2,089",65,0,0,"2,089",65,Provisional,,,,
202303,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"18,071","1,222",0,0,"18,071","1,222",Provisional,,,,
202303,303190039,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"1,125",30,0,0,"1,125",30,Provisional,,,,
202303,303260010,"Fish; frozen, eels (Anguilla spp.), whole",KGM,"26,519","1,500",0,0,"26,519","1,500",Provisional,,,,
202303,303330011,"Fish; frozen, sole (Solea spp.), headed and gutted",KGM,"26,365","3,616",0,0,"26,365","3,616",Provisional,,,,
202303,303390002,"Fish; frozen, flounder, whole",KGM,"16,817","1,670",0,0,"16,817","1,670",Provisional,,,,
202303,303390012,"Fish; frozen, lemon sole, whole",KGM,"272,535","37,980",0,0,"272,535","37,980",Provisional,,,,
202303,303390021,"Fish; frozen, New Zealand sole, whole",KGM,"39,517","5,620",0,0,"39,517","5,620",Provisional,,,,
202303,303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,"3,981",400,0,0,"3,981",400,Provisional,,,,
202303,303390041,"Fish; frozen, lemon sole, headed and gutted",KGM,"8,687","1,100",0,0,"8,687","1,100",Provisional,,,,
