Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201902,811200928,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, other than individual quick frozen or bulk quick frozen",KGM,"265,883","75,000",0,0,"265,883","75,000",Final,,,,
201902,811200939,"Fruit, edible; blackberries, mulberries, loganberries, white or red currants, gooseberries, uncooked or cooked, not containing added sugar or other sweetening matter, not raspberries or blackcurrants",KGM,"41,586","7,790","4,894","1,000","46,480","8,790",Final,,,,
201902,811900911,"Fruit, edible; berry fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"5,303",607,0,0,"5,303",607,Final,,,,
201902,811901100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"30,910","6,535",0,0,"30,910","6,535",Final,,,,
201902,811901912,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, individually quick frozen",KGM,"11,067","2,100","2,148",350,"13,215","2,450",Final,,,,
201902,811901918,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, other than concentrate or individually quick frozen",KGM,"940,925","259,650",0,0,"940,925","259,650",Final,,,,
201902,811901931,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, individually quick frozen",KGM,"69,275","9,966","10,961","1,640","80,236","11,606",Final,,,,
201902,811901939,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, other than concentrate or individually quick frozen",KGM,120,20,0,0,120,20,Final,,,,
201902,811901941,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, kiwifruit",KGM,"372,885","185,285",0,0,"372,885","185,285",Final,,,,
201902,811901949,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, other than boysenberries, blueberries or kiwifruit",KGM,"106,446","14,058","19,445","3,280","125,891","17,338",Final,,,,
201902,812100000,"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption",KGM,"2,880",600,0,0,"2,880",600,Final,,,,
201902,812900020,"Nuts, edible; nuts n.e.c. in heading no. 0812, provisionally preserved but unsuitable in that state for immediate consumption",KGM,"2,655",119,0,0,"2,655",119,Final,,,,
201902,813100000,"Fruit, edible; apricots, dried",KGM,"41,040","4,271","5,741",590,"46,781","4,861",Final,,,,
201902,813200000,"Fruit, edible; prunes, dried",KGM,0,0,"1,278",200,"1,278",200,Final,,,,
201902,813300000,"Fruit, edible; apples, dried",KGM,"169,877","9,673",850,100,"170,727","9,773",Final,,,,
201902,813400001,"Fruit, edible; peaches, dried",KGM,0,0,826,63,826,63,Final,,,,
201902,813400009,"Fruit, edible; other than heading no. 0801 to 0806 and 0813, dried",KGM,"66,718","1,769",713,80,"67,431","1,849",Final,,,,
201902,813500000,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",KGM,"10,773",984,0,0,"10,773",984,Final,,,,
201902,901110000,Coffee; not roasted or decaffeinated,KGM,"328,495","23,318","29,624","3,096","358,119","26,414",Final,,,,
201902,901120000,"Coffee; decaffeinated, not roasted",KGM,54,1,0,0,54,1,Final,,,,
201902,901210000,"Coffee; roasted, not decaffeinated",KGM,"54,161","2,582","26,286","2,639","80,447","5,221",Final,,,,
201902,901220000,"Coffee; roasted, decaffeinated",KGM,"13,706","1,473",135,4,"13,841","1,477",Final,,,,
201902,901909000,Coffee; coffee substitutes containing coffee in any proportion,KGM,"8,271","1,682",0,0,"8,271","1,682",Final,,,,
201902,902100001,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",KGM,"9,266",382,0,0,"9,266",382,Final,,,,
201902,902100009,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"19,366",591,"3,742",731,"23,108","1,322",Final,,,,
201902,902200000,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",KGM,366,25,860,149,"1,226",174,Final,,,,
201902,902300009,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"64,700","2,903","1,099",7,"65,799","2,909",Final,,,,
201902,902400000,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",KGM,"4,618",133,571,149,"5,189",282,Final,,,,
201902,904110000,"Spices; pepper (of the genus piper), neither crushed nor ground",KGM,"1,130",40,0,0,"1,130",40,Final,,,,
201902,904120000,"Spices; pepper (of the genus piper), crushed or ground",KGM,"11,933",260,"10,426",653,"22,359",914,Final,,,,
201902,904220000,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",KGM,0,0,276,6,276,6,Final,,,,
201902,905100000,"Spices; vanilla, neither crushed nor ground",KGM,92,3,"5,634",41,"5,726",44,Final,,,,
201902,905200000,"Spices; vanilla, crushed or ground",KGM,"3,529",22,"2,895",1,"6,424",23,Final,,,,
201902,906110000,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",KGM,46,5,0,0,46,5,Final,,,,
201902,906200000,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",KGM,"1,386",100,704,7,"2,090",107,Final,,,,
201902,908110000,"Spices; nutmeg, neither crushed nor ground",KGM,0,0,104,1,104,1,Final,,,,
201902,908120000,"Spices; nutmeg, crushed or ground",KGM,0,0,75,1,75,1,Final,,,,
201902,908310000,"Spices; cardamoms, neither crushed nor ground",KGM,0,0,59,1,59,1,Final,,,,
201902,909210000,"Spices; coriander seeds, neither crushed nor ground",KGM,7,1,75,20,82,21,Final,,,,
201902,909220000,"Spices; coriander seeds, crushed or ground",KGM,0,0,26,2,26,2,Final,,,,
201902,909310000,"Spices; cumin seeds, neither crushed nor ground",KGM,0,0,30,2,30,2,Final,,,,
201902,909320000,"Spices; cumin seeds, crushed or ground",KGM,0,0,105,4,105,4,Final,,,,
201902,909610010,"Spices; anise or badian seeds, neither crushed nor ground",KGM,0,0,315,18,315,18,Final,,,,
201902,910110010,"Spices; ginger, green, neither crushed nor ground",KGM,"1,981",246,"7,730","1,960","9,711","2,206",Final,,,,
201902,910110019,"Spices; ginger, dry, neither crushed nor ground",KGM,0,0,"1,810",450,"1,810",450,Final,,,,
201902,910120000,"Spices; ginger, green or dry, crushed or ground",KGM,"5,170",501,288,20,"5,458",521,Final,,,,
201902,910200000,Spices; saffron,,0,,"25,493",,"25,493",,Final,,,,
201902,910300900,"Spices; turmeric (curcuma), crushed or ground",,0,,104,,104,,Final,,,,
201902,910910100,"Spices; mixtures of 2 or more of the products of different items, neither crushed nor ground",,0,,"132,371",,"132,371",,Final,,,,
201902,910910900,"Spices; mixtures of 2 or more of the products of different items, crushed or ground",,"15,395",,592,,"15,987",,Final,,,,
201902,910991000,Curry,,708,,20,,728,,Final,,,,
201902,910991510,"Herbs; thyme, bay leaves, neither crushed nor ground",,37,,0,,37,,Final,,,,
201902,910991515,"Spices; n.e.c. in heading no. 0910, not crushed or ground",,980,,"6,355",,"7,335",,Final,,,,
201902,910991915,"Spices; n.e.c. in heading no. 0910, crushed or ground",,"2,105",,10,,"2,115",,Final,,,,
201902,1001990000,"Cereals; wheat and meslin, other than durum wheat, other than seed",KGM,0,0,"26,195","48,000","26,195","48,000",Final,,,,
201902,1003100000,"Cereals; barley, seed",KGM,"58,423","79,366",0,0,"58,423","79,366",Final,,,,
201902,1004100000,"Cereals; oats, seeds",KGM,"1,772","1,602",0,0,"1,772","1,602",Final,,,,
201902,1005100000,"Cereals; maize (corn), seed",KGM,"27,539","21,213",0,0,"27,539","21,213",Final,,,,
201902,1005900000,"Cereals; maize (corn), other than seed",KGM,"4,652",230,0,0,"4,652",230,Final,,,,
201902,1006100000,Cereals; rice in the husk (paddy or rough),KGM,24,3,0,0,24,3,Final,,,,
201902,1006300000,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",KGM,"3,963","1,071","6,370","3,566","10,333","4,637",Final,,,,
201902,1008500000,Cereals; quinoa (Chenopodium quinoa),KGM,"1,590",104,78,11,"1,668",115,Final,,,,
201902,1008900010,Cereals; n.e.c. in chapter 10,KGM,"4,073",180,0,0,"4,073",180,Final,,,,
201902,1101000000,Wheat or meslin flour,KGM,"658,589","332,236","223,013","548,830","881,602","881,066",Final,,,,
201902,1102200000,Cereal flour; of maize (corn),KGM,"37,544","32,029",0,0,"37,544","32,029",Final,,,,
201902,1102900100,Cereal flour; of rice,KGM,417,200,0,0,417,200,Final,,,,
201902,1102901010,Cereal flour; of rye,KGM,96,25,0,0,96,25,Final,,,,
201902,1102901019,Cereal flours; n.e.c. in heading 1102,KGM,"435,271","309,101",45,30,"435,316","309,131",Final,,,,
201902,1103110000,Cereal groats and meal; of wheat,KGM,434,93,0,0,434,93,Final,,,,
201902,1103130000,Cereal groats and meal; of maize (corn),KGM,338,250,0,0,338,250,Final,,,,
201902,1103190100,Cereal groats and meal; of barley and meslin,KGM,"379,825","17,860",0,0,"379,825","17,860",Final,,,,
201902,1103190500,Cereal groats and meal; of oats,KGM,503,201,0,0,503,201,Final,,,,
201902,1104120000,"Cereal grains; rolled or flaked, of oats",KGM,"35,984","18,954",0,0,"35,984","18,954",Final,,,,
201902,1104190019,"Cereal grains; rolled or flaked, of cereals other than oats and barley",KGM,48,5,0,0,48,5,Final,,,,
201902,1104230000,"Cereal grains; of maize (corn), hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled or flaked)",KGM,672,84,0,0,672,84,Final,,,,
201902,1104290019,"Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006, of cereals other than oats and barley",KGM,"78,459","96,919",0,0,"78,459","96,919",Final,,,,
201902,1105100001,"Flour, meal and powder; of potatoes",KGM,"2,589",421,0,0,"2,589",421,Final,,,,
201902,1106200001,"Flour, meal and powder; of sago or of roots or tubers of heading no. 0714",KGM,"14,810","3,050",0,0,"14,810","3,050",Final,,,,
201902,1106300015,Blackcurrant powder having anthocyanin levels of 5% or more,KGM,"2,395",37,0,0,"2,395",37,Final,,,,
201902,1106300019,"Flour, meal and powder; of products of chapter 8 other than blackcurrant powder",KGM,"4,716",145,126,2,"4,842",147,Final,,,,
201902,1107100009,"Malt, not roasted; other than for use in brewing",KGM,"90,436","78,820",0,0,"90,436","78,820",Final,,,,
201902,1107200001,"Malt, roasted; for use in brewing",KGM,"30,518","22,294",0,0,"30,518","22,294",Final,,,,
201902,1108120000,Starch; maize (corn) starch,KGM,"468,417","477,039","3,100","1,000","471,517","478,039",Final,,,,
201902,1108130000,Starch; potato,KGM,"199,694","177,260",0,0,"199,694","177,260",Final,,,,
201902,1108190900,Starch; n.e.c. in heading no. 1108,KGM,"4,905","1,440",0,0,"4,905","1,440",Final,,,,
201902,1109000000,Wheat gluten; whether or not dried,KGM,"1,399",500,0,0,"1,399",500,Final,,,,
201902,1201100000,"Soya beans; seed, whether or not broken",KGM,500,100,0,0,500,100,Final,,,,
201902,1202420000,"Ground-nuts; other than seed, not roasted or otherwise cooked, shelled, whether or not broken",KGM,305,24,0,0,305,24,Final,,,,
201902,1204000000,"Oil seeds; linseed, whether or not broken",KGM,"129,029","21,364",0,0,"129,029","21,364",Final,,,,
201902,1205100012,"Oil seeds; low erucic acid rape seed, whether or not broken, for agricultural purposes, certified",KGM,"248,980","48,000",0,0,"248,980","48,000",Final,,,,
201902,1205100015,"Oil seeds; low erucic acid rape seed, whether or not broken, for agricultural purposes, uncertified",KGM,"47,743","13,000",0,0,"47,743","13,000",Final,,,,
201902,1205900012,"Oil seeds; rape seed, other than low erucic, whether or not broken, for agricultural purposes, certified",KGM,"121,099","39,150",0,0,"121,099","39,150",Final,,,,
201902,1205900015,"Oil seeds; rape seed, other than low erucic, whether or not broken, for agricultural purposes, uncertified",KGM,"135,210","35,958",0,0,"135,210","35,958",Final,,,,
201902,1206000000,"Oil seeds; sunflower seeds, whether or not broken",KGM,8,1,672,227,680,228,Final,,,,
201902,1207400000,"Oil seeds; sesamum seeds, whether or not broken",KGM,"2,639",380,"3,586",880,"6,225","1,260",Final,,,,
201902,1207500000,"Oil seeds; mustard seeds, whether or not broken",KGM,0,0,195,30,195,30,Final,,,,
201902,1207990029,"Oil seeds and oleaginous fruits; n.e.c. in heading 1207, whether or not broken",KGM,"35,793","1,123",487,77,"36,280","1,200",Final,,,,
201902,1208100000,Flours and meals; of soya beans,KGM,"8,381","1,474",0,0,"8,381","1,474",Final,,,,
201902,1208900019,Flours and meals of oil seeds or oleaginous fruits; other than flours and meals of hemp (cannibis) seeds; excluding soya beans and mustard seeds,KGM,321,167,0,0,321,167,Final,,,,
201902,1209220046,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, red clover, certified, n.e.c. in item no. 1209.22",KGM,"1,124",100,0,0,"1,124",100,Final,,,,
201902,1209220056,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, strawberry, certified",KGM,"3,661","6,000",0,0,"3,661","6,000",Final,,,,
201902,1209220082,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, grasslands huia, certified",KGM,"11,065","1,875",0,0,"11,065","1,875",Final,,,,
201902,1209220084,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, grasslands kopu, certified",KGM,"40,181","3,629",0,0,"40,181","3,629",Final,,,,
201902,1209220093,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, n.e.c. in item no. 1209.22, certified",KGM,"95,407","11,100",0,0,"95,407","11,100",Final,,,,
201902,1209220095,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, uncertified",KGM,"10,445","3,000",0,0,"10,445","3,000",Final,,,,
201902,1209230029,"Seeds of forage plants; fescue seeds, of a kind used for sowing, other certified tall fescue",KGM,"1,091,179","156,400",0,0,"1,091,179","156,400",Final,,,,
201902,1209230039,"Seeds of forage plants; fescue seeds, of a kind used for sowing, uncertified tall fescue",KGM,"140,703","79,000",0,0,"140,703","79,000",Final,,,,
201902,1209230049,"Seeds of forage plants; fescue seeds, of a kind used for sowing, rye grass mixtures",KGM,"419,653","213,275",0,0,"419,653","213,275",Final,,,,
201902,1209250042,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, grasslands nui, certified",KGM,"1,045,614","493,575",0,0,"1,045,614","493,575",Final,,,,
201902,1209250058,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, grasslands tama, certified",KGM,"25,603","12,500",0,0,"25,603","12,500",Final,,,,
201902,1209250068,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, n.e.c. in item no. 1209.25, certified",KGM,"1,471,267","541,479",0,0,"1,471,267","541,479",Final,,,,
201902,1209250078,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, italian, uncertified",KGM,"203,494","96,000",0,0,"203,494","96,000",Final,,,,
201902,1209250088,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, perennial, uncertified",KGM,"566,188","194,416",0,0,"566,188","194,416",Final,,,,
201902,1209290033,"Seeds of forage plants; cocksfoot, of a kind used for sowing, grasslands kara, certified",KGM,"36,362","5,000",0,0,"36,362","5,000",Final,,,,
201902,1209290038,"Seeds of forage plants; cocksfoot, of a kind used for sowing, n.e.c. in item no. 1209.29, certified",KGM,"80,833","16,640",0,0,"80,833","16,640",Final,,,,
201902,1209290045,"Seeds of forage plants; crested dogstail, of a kind used for sowing, certified",KGM,"31,032","5,950",0,0,"31,032","5,950",Final,,,,
201902,1209290052,"Seeds of forage plants; prairie grass, of a kind used for sowing, grasslands matua",KGM,"84,491","21,550",0,0,"84,491","21,550",Final,,,,
201902,1209290089,"Seeds of forage plants; n.e.c. in item no. 1209.29, of a kind used for sowing",KGM,"106,518","15,996","25,200","1,003","131,718","16,999",Final,,,,
201902,1209300001,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, in retail packs",KGM,702,28,0,0,702,28,Final,,,,
201902,1209300009,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, not in retail packs",KGM,"2,678",2,0,0,"2,678",2,Final,,,,
201902,1209910001,"Seeds; cabbage, of a kind used for sowing, in retail packs",KGM,"83,098",161,0,0,"83,098",161,Final,,,,
201902,1209910019,"Seeds; radish, of a kind used for sowing, in retail packs",KGM,"64,682","24,950",0,0,"64,682","24,950",Final,,,,
201902,1209910039,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, in retail packs",KGM,"12,955",47,"48,065",176,"61,020",223,Final,,,,
201902,1209910041,"Seeds; cabbage, of a kind used for sowing, not in retail packs",KGM,"165,944","32,116",0,0,"165,944","32,116",Final,,,,
201902,1209910051,"Seeds; onion, of a kind used for sowing, not in retail packs",KGM,"30,825",99,0,0,"30,825",99,Final,,,,
201902,1209910059,"Seeds; radish, of a kind used for sowing, not in retail packs",KGM,"596,575","169,706",0,0,"596,575","169,706",Final,,,,
201902,1209910061,"Seeds; tomato, of a kind used for sowing, not in retail packs",KGM,0,0,"7,813",1,"7,813",1,Final,,,,
201902,1209910079,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, not in retail packs",KGM,"807,629","155,063","38,899",177,"846,528","155,240",Final,,,,
201902,1209990001,"Seeds; kale, marrow-stemmed, of a kind used for sowing, certified seed, 2nd generation",KGM,"96,709","15,725",0,0,"96,709","15,725",Final,,,,
201902,1209990019,"Seeds; kale, excluding marrow-stemmed, of a kind used for sowing",KGM,"180,619","26,325",0,0,"180,619","26,325",Final,,,,
201902,1209990029,"Seeds; swede, for seed purposes",KGM,"4,842",914,0,0,"4,842",914,Final,,,,
201902,1209990031,"Seeds; turnip, for seed purposes",KGM,"69,553","14,726",0,0,"69,553","14,726",Final,,,,
201902,1209990051,"Seeds; tree, of a kind used for sowing",KGM,"241,873",65,0,0,"241,873",65,Final,,,,
201902,1209990059,"Seeds, fruit or spores; n.e.c. in heading 1209, of a kind used for sowing",KGM,"14,219",416,"2,763",11,"16,982",427,Final,,,,
201902,1211200010,"Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"13,458",7,0,0,"13,458",7,Final,,,,
201902,1211901049,"Plants, edible plant parts (including seeds, fruits) n.e.c. in item 1211.90; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"273,979","2,911","4,129",345,"278,108","3,256",Final,,,,
201902,1212210019,"Seaweeds and other algae; fit for human consumption, frozen or dried, whether or not ground, other than Hijiki (Mehijiki, Hiziki, Hijaki) seaweed (Hizikia fusiforme)",,"103,822",,0,,"103,822",,Final,,,,
201902,1212990039,"Vegetable products; fit for human consumption, n.e.c. in chapter 12, fresh, chilled, frozen or dried, whether or not ground",KGM,11,0,0,0,11,0,Final,,,,
201902,1214100000,Lucerne (alfalfa) meal and pellets,KGM,419,31,0,0,419,31,Final,,,,
201902,1214900000,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",,"657,141",,0,,"657,141",,Final,,,,
201902,1301900019,"Gums, resins and balsams, natural; n.e.c. in heading no. 1301, including gum-resins",KGM,126,25,0,0,126,25,Final,,,,
201902,1302190001,"Vegetable saps and extracts; n.e.c. in item no. 1302.1, of vanilla",KGM,"53,393","2,922",207,10,"53,600","2,932",Final,,,,
201902,1302190029,Vegetable saps and extracts; n.e.c. in item no. 1302.1,KGM,"356,019","6,580","1,421",51,"357,440","6,631",Final,,,,
201902,1302310000,"Mucilages and thickeners; agar-agar, derived from vegetable products, whether or not modified",KGM,"2,200",40,0,0,"2,200",40,Final,,,,
201902,1302390000,"Mucilages and thickeners; n.e.c. in item no. 1302.3, derived from vegetable products, whether or not modified",KGM,118,2,"8,700",150,"8,818",152,Final,,,,
201902,1404900039,Vegetable products; n.e.c. in chapter 14,,"318,131",,0,,"318,131",,Final,,,,
201902,1502100010,"Tallow; other than those of heading 1503, edible, beef",KGM,"5,120,041","6,726,660",0,0,"5,120,041","6,726,660",Final,,,,
201902,1502100015,"Tallow; other than those of heading 1503, edible, other than beef",KGM,"47,602","15,092",0,0,"47,602","15,092",Final,,,,
201902,1502100021,"Tallow; other than those of heading 1503, inedible, mixed grades",KGM,"32,647","37,374",0,0,"32,647","37,374",Final,,,,
201902,1502100029,"Tallow; other than those of heading 1503, inedible, other than mixed grades and gut and lower grades",KGM,"2,340,986","2,891,502",0,0,"2,340,986","2,891,502",Final,,,,
201902,1502900019,"Fats of bovine animals, sheep or goats; excluding tallow, and other than those of heading 1503, fats from bones or waste, refined, other than neat's foot",KGM,"33,264","14,487",0,0,"33,264","14,487",Final,,,,
201902,1502900029,"Fats of bovine animals, sheep or goats; excluding tallow, other than those of heading 1503, other than fats from bones or waste",KGM,"630,022","348,732",0,0,"630,022","348,732",Final,,,,
201902,1503000909,"Animal fats and oils; lard oil and tallow oil, not emulsified or mixed or otherwise prepared",KGM,273,60,0,0,273,60,Final,,,,
201902,1504100019,"Oils of fish; fish-liver oils and their fractions, (other than cod-liver oil), whether or not refined, but not chemically modified",LTR,"16,025",429,0,0,"16,025",429,Final,,,,
201902,1504200100,"Fats and oils of fish; (excluding liver oils), fractions, whether or not refined, but not chemically modified",KGM,0,0,384,12,384,12,Final,,,,
201902,1504200900,"Fats and oils of fish; (excluding liver oils) not fractions, whether or not refined, but not chemically modified",LTR,"440,206","221,790",0,0,"440,206","221,790",Final,,,,
201902,1506000011,"Animal fats and oils; (excluding fractions), crude, not chemically modified, n.e.c. in chapter 15",KGM,"440,816","501,988",0,0,"440,816","501,988",Final,,,,
201902,1506000019,"Animal fats and oils; (excluding fractions), refined, but not chemically modified, n.e.c. in chapter 15",KGM,"182,049","30,810",0,0,"182,049","30,810",Final,,,,
201902,1507900000,"Vegetable oils; soya-bean oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,275,120,0,0,275,120,Final,,,,
201902,1508900000,"Vegetable oils; ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,71,2,"1,155",25,"1,226",27,Final,,,,
201902,1509100000,"Vegetable oils; olive oil and its fractions, virgin, whether or not refined, but not chemically modified",LTR,"4,722",97,"4,554","1,425","9,276","1,522",Final,,,,
201902,1509900000,"Vegetable oils; olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified",LTR,"9,948","1,026","5,540",775,"15,488","1,801",Final,,,,
201902,1510000000,"Vegetable oils; oils and their fractions n.e.c. in chapter 15, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading no. 1509",LTR,700,90,0,0,700,90,Final,,,,
201902,1511900000,"Vegetable oils; palm oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,0,0,"3,980","1,500","3,980","1,500",Final,,,,
201902,1512190000,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",LTR,924,60,112,3,"1,036",63,Final,,,,
201902,1513110000,"Vegetable oils; coconut (copra) oil and its fractions, crude, not chemically modified",LTR,0,0,"6,980",324,"6,980",324,Final,,,,
201902,1513190900,"Vegetable oils; coconut (copra) oil, other than fractions, other than crude, whether or not refined, but not chemically modified",LTR,"5,776",292,0,0,"5,776",292,Final,,,,
201902,1514190000,"Vegetable oils; low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,"3,922","1,908",0,0,"3,922","1,908",Final,,,,
201902,1514990000,"Vegetable oils; excluding low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,"163,394","102,820",0,0,"163,394","102,820",Final,,,,
201902,1515110000,"Vegetable oils; linseed oil and its fractions, crude, not chemically modified",LTR,"213,967","19,966",0,0,"213,967","19,966",Final,,,,
201902,1515190000,"Vegetable oils; linseed oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"161,859","10,295",0,0,"161,859","10,295",Final,,,,
201902,1515300000,"Vegetable oils; castor oil and its fractions, whether or not refined, but not chemically modified",LTR,27,6,294,6,321,12,Final,,,,
201902,1515500000,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",LTR,796,60,64,4,860,64,Final,,,,
201902,1515900021,"Fixed vegetable fats and oils and their fractions; avocado oil, whether or not refined, but not chemically modified",LTR,"466,806","22,499","11,776",800,"478,582","23,299",Final,,,,
201902,1515900023,"Fixed vegetable fats and oils and their fractions; other than linseed, maize (corn), castor, tung, sesame, jojoba and avocado oils, whether or not refined, but not chemically modified",LTR,"456,617","141,094","7,268",795,"463,885","141,889",Final,,,,
201902,1516100009,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined but not further prepared, other than of whale",KGM,"34,564","11,565",0,0,"34,564","11,565",Final,,,,
201902,1516200900,"Vegetable fats and oils and their fractions; hydrogenated oils having a waxy character, whether or not refined, but not further prepared",KGM,0,0,"6,222","2,700","6,222","2,700",Final,,,,
201902,1517100001,"Margarine; polyunsaturated, table, excluding liquid",KGM,"81,197","40,403",0,0,"81,197","40,403",Final,,,,
201902,1517100009,"Margarine; saturated, table, excluding liquid",KGM,"131,213","32,836",0,0,"131,213","32,836",Final,,,,
201902,1517100029,"Margarine; other than polyunsaturated or saturated, other than table, excluding liquid",KGM,"651,041","244,436",0,0,"651,041","244,436",Final,,,,
201902,1517900108,"Animal or vegetable fats or oils; edible mixtures or preparations of a kind used as mould release preparations, in aerosol containers, no chlorofluorocarbons",NMB,"1,342",56,0,0,"1,342",56,Final,,,,
201902,1517901908,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, in aerosol containers, no chlorofluorocarbons",NMB,"21,964","2,545",0,0,"21,964","2,545",Final,,,,
201902,1517901919,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, not in aerosol containers",LTR,"421,821","5,329",0,0,"421,821","5,329",Final,,,,
201902,1518000900,"Animal or vegetable fats or oils; or of fractions of different fats or oils of this chapter, inedible mixtures or preparations n.e.c. or included",LTR,"107,330","151,920",0,0,"107,330","151,920",Final,,,,
201902,1601000001,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a chicken base",KGM,"33,022","9,743",0,0,"33,022","9,743",Final,,,,
201902,1601000019,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a poultry base (excluding chicken, turkey or duck)",KGM,401,20,0,0,401,20,Final,,,,
201902,1601000029,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a base other than of poultry",KGM,"147,270","19,183",0,0,"147,270","19,183",Final,,,,
201902,1602100901,"Meat preparations; corned beef, homogenised, prepared without other food substances, preserved in airtight cans or jars",KGM,"9,143",89,0,0,"9,143",89,Final,,,,
201902,1602101900,"Meat preparations; homogenised preparations of meat, meat offal or blood, packed other than in airtight cans or jars",KGM,"3,611",35,0,0,"3,611",35,Final,,,,
201902,1602200900,Meat preparations; of the prepared or preserved liver of any animal (excluding pates de foie gras and homogenised preparations),KGM,"15,597","1,762",0,0,"15,597","1,762",Final,,,,
