Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status
202508,0202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",KGM,"10,608,305","2,078,227",0,0,"10,608,305","2,078,227",Provisional
202508,0202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"149,858,063","12,672,440","4,624",144,"149,862,687","12,672,584",Provisional
202508,0202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"10,960,199","1,078,685",0,0,"10,960,199","1,078,685",Provisional
202508,0202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",KGM,"33,383,667","2,704,036",0,0,"33,383,667","2,704,036",Provisional
202508,0202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",KGM,"26,822,336","2,805,040",0,0,"26,822,336","2,805,040",Provisional
202508,0202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",KGM,"708,709","130,487",0,0,"708,709","130,487",Provisional
202508,0203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",KGM,"11,549",982,0,0,"11,549",982,Provisional
202508,0203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",KGM,"7,812",673,0,0,"7,812",673,Provisional
202508,0203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",KGM,"49,322","6,063","43,345","5,676","92,667","11,739",Provisional
202508,0203290001,"Meat; of swine, wild pork, frozen (excluding carcasses, half-carcasses, hams, shoulders and cuts thereof, with bone in)",KGM,"1,200",110,0,0,"1,200",110,Provisional
202508,0203290011,"Meat; of swine n.e.c. in item no. 0203.2, frozen, meat bones and hocks",KGM,"2,454",412,"4,099",565,"6,553",978,Provisional
202508,0203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",KGM,"403,800","40,583","16,373","2,107","420,173","42,690",Provisional
202508,0204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",KGM,"28,569","1,833",0,0,"28,569","1,833",Provisional
202508,0204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"84,020","5,344",0,0,"84,020","5,344",Provisional
202508,0204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"38,613,830","1,781,446",0,0,"38,613,830","1,781,446",Provisional
202508,0204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",KGM,"48,164","7,915",0,0,"48,164","7,915",Provisional
202508,0204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"20,085,314","735,397",0,0,"20,085,314","735,397",Provisional
202508,0204230009,"Meat; of sheep (excluding lamb), boneless cuts, fresh or chilled",KGM,"10,805",446,0,0,"10,805",446,Provisional
202508,0204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",KGM,"31,297","2,318",0,0,"31,297","2,318",Provisional
202508,0204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"138,376","11,899",0,0,"138,376","11,899",Provisional
202508,0204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"129,757","9,679",0,0,"129,757","9,679",Provisional
202508,0204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"113,128","8,369",0,0,"113,128","8,369",Provisional
202508,0204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"222,920","18,507",0,0,"222,920","18,507",Provisional
202508,0204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"301,277","47,804",0,0,"301,277","47,804",Provisional
202508,0204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"234,523","35,833",0,0,"234,523","35,833",Provisional
202508,0204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"75,149","10,136",0,0,"75,149","10,136",Provisional
202508,0204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"4,845",756,0,0,"4,845",756,Provisional
202508,0204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"8,616,611","1,075,519",0,0,"8,616,611","1,075,519",Provisional
202508,0204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"1,764,284","233,264",0,0,"1,764,284","233,264",Provisional
202508,0204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"308,036","42,801",0,0,"308,036","42,801",Provisional
202508,0204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"127,996,998","10,257,810",642,37,"127,997,640","10,257,847",Provisional
202508,0204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"18,358,616","2,271,109",0,0,"18,358,616","2,271,109",Provisional
202508,0204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"34,528,114","2,183,101",0,0,"34,528,114","2,183,101",Provisional
202508,0204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"4,570,144","336,422",0,0,"4,570,144","336,422",Provisional
202508,0204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"761,228","81,377",0,0,"761,228","81,377",Provisional
202508,0206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"188,363","6,229",0,0,"188,363","6,229",Provisional
202508,0206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"941,662","52,417",0,0,"941,662","52,417",Provisional
202508,0206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"3,282,393","368,571",0,0,"3,282,393","368,571",Provisional
