Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202302,808100026,"Fruit, edible; apples, Granny Smith, fresh, whole fruit",KGM,"34,754","11,746",0,0,"34,754","11,746",Final,,,,
202302,808100028,"Fruit, edible; apples, Jazz (Scifresh), fresh, whole fruit",KGM,314,280,0,0,314,280,Final,,,,
202302,808100032,"Fruit, edible; apples, Pacific Queen/New Zealand Queen (Scired), fresh, whole fruit",KGM,"553,938","180,432",0,0,"553,938","180,432",Final,,,,
202302,808100034,"Fruit, edible; apples, Pacific Rose/New Zealand Rose (Sciros), fresh, whole fruit",KGM,304,40,0,0,304,40,Final,,,,
202302,808100056,"Fruit, edible; apples, Koru (Plumac), fresh, whole fruit",KGM,941,140,0,0,941,140,Final,,,,
202302,808100058,"Fruit, edible; apples, Rockit (PremA96), fresh, whole fruit",KGM,"548,167","43,200",0,0,"548,167","43,200",Final,,,,
202302,808100060,"Fruit, edible; apples, Royal Gala/Gala, fresh, whole fruit",KGM,"7,083,241","2,511,861",0,0,"7,083,241","2,511,861",Final,,,,
202302,808100079,"Fruit, edible; apples, n.e.c. in item no. 0808.10, fresh, whole fruit",KGM,"6,592,758","1,718,388","3,423",738,"6,596,181","1,719,126",Final,,,,
202302,808300010,"Fruit, edible; pears, Belle de Jumet, fresh",KGM,"1,573,914","496,399",0,0,"1,573,914","496,399",Final,,,,
202302,808300015,"Fruit, edible; pears, Beurre Bosc, fresh",KGM,202,44,0,0,202,44,Final,,,,
202302,808300025,"Fruit, edible; pears, Green pears, fresh",KGM,"7,983","1,256",0,0,"7,983","1,256",Final,,,,
202302,808300027,"Fruit, edible; pears, Nashi, fresh",KGM,"1,070",270,0,0,"1,070",270,Final,,,,
202302,808300031,"Fruit, edible; pears, Red pears, fresh",KGM,"2,107",294,0,0,"2,107",294,Final,,,,
202302,808300049,"Fruit, edible; pears, n.e.c. in item no. 0808.30, fresh",KGM,"175,978","52,998","4,395","1,152","180,373","54,150",Final,,,,
202302,809100000,"Fruit, edible; apricots, fresh",KGM,"232,068","28,213",0,0,"232,068","28,213",Final,,,,
202302,809290000,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",KGM,"11,303,734","619,528","99,036","4,854","11,402,770","624,382",Final,,,,
202302,809300001,"Fruit, edible; nectarines, fresh",KGM,"13,844","1,830",0,0,"13,844","1,830",Final,,,,
202302,809300009,"Fruit, edible; peaches, other than nectarines, fresh",KGM,"136,577","16,674",0,0,"136,577","16,674",Final,,,,
202302,809400001,"Fruit, edible; plums, fresh",KGM,"8,112","1,150",0,0,"8,112","1,150",Final,,,,
202302,810100000,"Fruit, edible; strawberries, fresh",KGM,"3,194",111,0,0,"3,194",111,Final,,,,
202302,810200001,"Fruit, edible; raspberries, fresh",KGM,"2,037",25,0,0,"2,037",25,Final,,,,
202302,810200009,"Fruit, edible; blackberries, fresh",KGM,"1,296",20,0,0,"1,296",20,Final,,,,
202302,810400001,"Fruit, edible; blueberries, fresh",KGM,"5,679,043","206,295",0,0,"5,679,043","206,295",Final,,,,
202302,810400009,"Fruit, edible; cranberries, bilberries, and other fruits of the genus vaccinium, other than blueberries, fresh",KGM,933,146,0,0,933,146,Final,,,,
202302,810900010,"Fruit, edible; passion fruit, fresh",KGM,"32,064","2,435",0,0,"32,064","2,435",Final,,,,
202302,810900020,"Fruit, edible; jackfruit and lychees, fresh",KGM,"2,206",322,0,0,"2,206",322,Final,,,,
202302,810900050,"Fruit, edible; feijoas, fresh",KGM,"9,112","1,050",0,0,"9,112","1,050",Final,,,,
202302,810900055,"Fruit, edible; kiwiberries, fresh",KGM,"2,417,346","94,626",0,0,"2,417,346","94,626",Final,,,,
202302,811100100,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"1,076",165,0,0,"1,076",165,Final,,,,
202302,811100900,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"6,507",794,0,0,"6,507",794,Final,,,,
202302,811200901,"Fruit, edible; raspberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,288,15,0,0,288,15,Final,,,,
202302,811200921,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, individually quick frozen",KGM,608,50,0,0,608,50,Final,,,,
202302,811200928,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, other than individual quick frozen or bulk quick frozen",KGM,"637,219","100,800",0,0,"637,219","100,800",Final,,,,
202302,811200939,"Fruit, edible; blackberries, mulberries, loganberries, white or red currants, gooseberries, uncooked or cooked, not containing added sugar or other sweetening matter, not raspberries or blackcurrants",KGM,"71,310","12,368",0,0,"71,310","12,368",Final,,,,
202302,811900911,"Fruit, edible; berry fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,166,15,318,50,484,65,Final,,,,
202302,811900919,"Fruit, edible; fruit salad, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"4,800",689,0,0,"4,800",689,Final,,,,
202302,811900941,"Fruit, edible; oranges, tangerines and mandarins, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"21,760","4,552",0,0,"21,760","4,552",Final,,,,
202302,811900959,"Fruit, edible; fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,69,10,344,50,413,60,Final,,,,
202302,811901912,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, individually quick frozen",KGM,"26,143","3,605",0,0,"26,143","3,605",Final,,,,
202302,811901918,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, other than concentrate or individually quick frozen",KGM,"967,025","265,314",0,0,"967,025","265,314",Final,,,,
202302,811901931,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, individually quick frozen",KGM,"24,152","2,330",0,0,"24,152","2,330",Final,,,,
202302,811901939,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, other than concentrate or individually quick frozen",KGM,"1,480",365,0,0,"1,480",365,Final,,,,
202302,811901941,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, kiwifruit",KGM,"298,772","122,181",0,0,"298,772","122,181",Final,,,,
202302,811901949,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, other than boysenberries, blueberries or kiwifruit",KGM,"60,951","7,747",0,0,"60,951","7,747",Final,,,,
202302,813100000,"Fruit, edible; apricots, dried",KGM,236,21,721,97,957,118,Final,,,,
202302,813200000,"Fruit, edible; prunes, dried",KGM,480,161,185,25,665,186,Final,,,,
202302,813300000,"Fruit, edible; apples, dried",KGM,"248,000","18,317",0,0,"248,000","18,317",Final,,,,
202302,813400009,"Fruit, edible; other than heading no. 0801 to 0806 and 0813, dried",KGM,"237,484","7,409","1,291",180,"238,775","7,589",Final,,,,
202302,813500000,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",KGM,"4,061",371,0,0,"4,061",371,Final,,,,
202302,901110000,Coffee; not roasted or decaffeinated,KGM,"118,363","6,489","12,120","1,083","130,483","7,572",Final,,,,
202302,901210000,"Coffee; roasted, not decaffeinated",KGM,"109,461","4,532","18,137","1,196","127,598","5,728",Final,,,,
202302,901220000,"Coffee; roasted, decaffeinated",KGM,"4,601",216,50,2,"4,651",218,Final,,,,
202302,901909000,Coffee; coffee substitutes containing coffee in any proportion,KGM,"31,156","5,341",0,0,"31,156","5,341",Final,,,,
202302,902100001,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",KGM,"2,167",23,0,0,"2,167",23,Final,,,,
202302,902100009,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"6,042",376,0,0,"6,042",376,Final,,,,
202302,902200000,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",KGM,0,0,"42,341",312,"42,341",312,Final,,,,
202302,902300001,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",KGM,934,248,0,0,934,248,Final,,,,
202302,902300009,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"14,046","1,391","10,239",348,"24,285","1,739",Final,,,,
202302,902400000,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",KGM,"19,377",167,0,0,"19,377",167,Final,,,,
202302,904110000,"Spices; pepper (of the genus piper), neither crushed nor ground",KGM,"2,213",29,948,50,"3,161",79,Final,,,,
202302,904120000,"Spices; pepper (of the genus piper), crushed or ground",KGM,"7,752",275,190,6,"7,942",281,Final,,,,
202302,904210000,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",KGM,0,0,903,11,903,11,Final,,,,
202302,904220000,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",KGM,66,12,0,0,66,12,Final,,,,
202302,905100000,"Spices; vanilla, neither crushed nor ground",KGM,"1,214",47,"3,889",15,"5,103",62,Final,,,,
202302,905200000,"Spices; vanilla, crushed or ground",KGM,"135,886","5,189",0,0,"135,886","5,189",Final,,,,
202302,906190000,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",KGM,0,0,8,1,8,1,Final,,,,
202302,906200000,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",KGM,189,6,0,0,189,6,Final,,,,
202302,907100000,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",KGM,28,0,0,0,28,0,Final,,,,
202302,908120000,"Spices; nutmeg, crushed or ground",KGM,28,0,0,0,28,0,Final,,,,
202302,909210000,"Spices; coriander seeds, neither crushed nor ground",KGM,7,0,0,0,7,0,Final,,,,
202302,909220000,"Spices; coriander seeds, crushed or ground",KGM,68,10,0,0,68,10,Final,,,,
202302,909320000,"Spices; cumin seeds, crushed or ground",KGM,80,1,0,0,80,1,Final,,,,
202302,910110010,"Spices; ginger, green, neither crushed nor ground",KGM,"3,216",700,"12,983","1,700","16,199","2,400",Final,,,,
202302,910110019,"Spices; ginger, dry, neither crushed nor ground",KGM,0,0,228,40,228,40,Final,,,,
202302,910120000,"Spices; ginger, green or dry, crushed or ground",KGM,"3,299",367,0,0,"3,299",367,Final,,,,
202302,910300900,"Spices; turmeric (curcuma), crushed or ground",,807,,0,,807,,Final,,,,
202302,910910100,"Spices; mixtures of 2 or more of the products of different items, neither crushed nor ground",,459,,0,,459,,Final,,,,
202302,910910900,"Spices; mixtures of 2 or more of the products of different items, crushed or ground",,"4,583",,506,,"5,089",,Final,,,,
202302,910991000,Curry,,"4,444",,40,,"4,484",,Final,,,,
202302,910991510,"Herbs; thyme, bay leaves, neither crushed nor ground",,414,,0,,414,,Final,,,,
202302,910991515,"Spices; n.e.c. in heading no. 0910, not crushed or ground",,470,,0,,470,,Final,,,,
202302,910991915,"Spices; n.e.c. in heading no. 0910, crushed or ground",,841,,0,,841,,Final,,,,
202302,1001910000,"Cereals; wheat and meslin, other than durum wheat, seed",KGM,"1,043",474,0,0,"1,043",474,Final,,,,
202302,1003100000,"Cereals; barley, seed",KGM,"37,549","17,048",0,0,"37,549","17,048",Final,,,,
202302,1004100000,"Cereals; oats, seeds",KGM,"1,529",717,0,0,"1,529",717,Final,,,,
202302,1004900000,"Cereals; oats, other than seed",KGM,98,27,0,0,98,27,Final,,,,
202302,1005100000,"Cereals; maize (corn), seed",KGM,"1,159,041","48,800",0,0,"1,159,041","48,800",Final,,,,
202302,1005900000,"Cereals; maize (corn), other than seed",KGM,"10,930","1,392",0,0,"10,930","1,392",Final,,,,
202302,1006200000,Cereals; husked (brown) rice,KGM,"1,794",100,67,7,"1,861",107,Final,,,,
202302,1006300000,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",KGM,"12,315","2,964",714,157,"13,029","3,121",Final,,,,
202302,1008100000,Cereals; buckwheat,KGM,"15,777","17,278",0,0,"15,777","17,278",Final,,,,
202302,1008900010,Cereals; n.e.c. in chapter 10,KGM,"48,315","4,272",0,0,"48,315","4,272",Final,,,,
202302,1101000000,Wheat or meslin flour,KGM,"564,804","348,306","33,801","21,506","598,605","369,811",Final,,,,
202302,1102200000,Cereal flour; of maize (corn),KGM,"54,825","30,242","2,544",589,"57,369","30,831",Final,,,,
202302,1102900100,Cereal flour; of rice,KGM,"45,671","60,018",164,17,"45,835","60,035",Final,,,,
202302,1102901019,Cereal flours; n.e.c. in heading 1102,KGM,"25,558","1,586","1,026",123,"26,584","1,709",Final,,,,
202302,1103130000,Cereal groats and meal; of maize (corn),KGM,"183,262","119,975",0,0,"183,262","119,975",Final,,,,
202302,1103190500,Cereal groats and meal; of oats,KGM,"1,291",438,0,0,"1,291",438,Final,,,,
202302,1104120000,"Cereal grains; rolled or flaked, of oats",KGM,"97,340","47,697","4,243",870,"101,583","48,567",Final,,,,
202302,1104230000,"Cereal grains; of maize (corn), hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled or flaked)",KGM,"1,937",144,0,0,"1,937",144,Final,,,,
202302,1105100001,"Flour, meal and powder; of potatoes",KGM,"11,316","1,403",0,0,"11,316","1,403",Final,,,,
202302,1106100001,"Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713",KGM,198,43,124,12,322,55,Final,,,,
202302,1106300015,Blackcurrant powder having anthocyanin levels of 5% or more,KGM,"26,913",264,0,0,"26,913",264,Final,,,,
202302,1106300019,"Flour, meal and powder; of products of chapter 8 other than blackcurrant powder",KGM,"19,555",295,"8,717",718,"28,272","1,013",Final,,,,
202302,1107100001,"Malt, not roasted; for use in brewing",KGM,"387,205","272,350",0,0,"387,205","272,350",Final,,,,
202302,1107100009,"Malt, not roasted; other than for use in brewing",KGM,"34,484","21,920",0,0,"34,484","21,920",Final,,,,
202302,1107200001,"Malt, roasted; for use in brewing",KGM,"24,090","22,122",0,0,"24,090","22,122",Final,,,,
202302,1107200009,"Malt, roasted; other than for use in brewing",KGM,"1,600","2,000",0,0,"1,600","2,000",Final,,,,
202302,1108120000,Starch; maize (corn) starch,KGM,"427,487","248,000",0,0,"427,487","248,000",Final,,,,
202302,1108130000,Starch; potato,KGM,"77,420","49,320",26,2,"77,446","49,322",Final,,,,
202302,1108140000,Starch; manioc (cassava),KGM,"4,314",403,0,0,"4,314",403,Final,,,,
202302,1108190900,Starch; n.e.c. in heading no. 1108,KGM,"10,114","4,335",0,0,"10,114","4,335",Final,,,,
202302,1202410000,"Ground-nuts; other than seed, not roasted or otherwise cooked, in shell",KGM,288,22,0,0,288,22,Final,,,,
202302,1204000000,"Oil seeds; linseed, whether or not broken",KGM,"27,997","12,528",0,0,"27,997","12,528",Final,,,,
202302,1205100012,"Oil seeds; low erucic acid rape seed, whether or not broken, for agricultural purposes, certified",KGM,"597,631","127,760",0,0,"597,631","127,760",Final,,,,
202302,1205900012,"Oil seeds; rape seed, other than low erucic, whether or not broken, for agricultural purposes, certified",KGM,"1,023,030","215,500",0,0,"1,023,030","215,500",Final,,,,
202302,1206000000,"Oil seeds; sunflower seeds, whether or not broken",KGM,"61,164","25,790",266,35,"61,430","25,825",Final,,,,
202302,1207400000,"Oil seeds; sesamum seeds, whether or not broken",KGM,0,0,238,43,238,43,Final,,,,
202302,1207500000,"Oil seeds; mustard seeds, whether or not broken",KGM,"9,862","2,000",0,0,"9,862","2,000",Final,,,,
202302,1207990029,"Oil seeds and oleaginous fruits; n.e.c. in heading 1207, whether or not broken",KGM,882,142,0,0,882,142,Final,,,,
202302,1208100000,Flours and meals; of soya beans,KGM,"1,547",114,71,10,"1,618",124,Final,,,,
202302,1209220046,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, red clover, certified, n.e.c. in item no. 1209.22",KGM,"49,847","5,000",0,0,"49,847","5,000",Final,,,,
202302,1209220082,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, grasslands huia, certified",KGM,"215,889","24,571",0,0,"215,889","24,571",Final,,,,
202302,1209220093,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, white, n.e.c. in item no. 1209.22, certified",KGM,"234,820","32,298",0,0,"234,820","32,298",Final,,,,
202302,1209220098,"Seeds of forage plants; clover (trifolium spp.) seeds, of a kind used for sowing, n.e.c. in item no. 1209.22",KGM,"7,645","1,000",0,0,"7,645","1,000",Final,,,,
202302,1209230029,"Seeds of forage plants; fescue seeds, of a kind used for sowing, other certified tall fescue",KGM,"430,877","80,225",0,0,"430,877","80,225",Final,,,,
202302,1209230039,"Seeds of forage plants; fescue seeds, of a kind used for sowing, uncertified tall fescue",KGM,"69,059","14,371",0,0,"69,059","14,371",Final,,,,
202302,1209230049,"Seeds of forage plants; fescue seeds, of a kind used for sowing, rye grass mixtures",KGM,"311,458","140,700",0,0,"311,458","140,700",Final,,,,
202302,1209250042,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, grasslands nui, certified",KGM,"451,060","131,500",0,0,"451,060","131,500",Final,,,,
202302,1209250068,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, n.e.c. in item no. 1209.25, certified",KGM,"1,837,152","624,779",0,0,"1,837,152","624,779",Final,,,,
202302,1209250072,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, hybrid, uncertified",KGM,"22,991","2,250",0,0,"22,991","2,250",Final,,,,
202302,1209250078,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, italian, uncertified",KGM,"34,512","22,000",0,0,"34,512","22,000",Final,,,,
202302,1209250088,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, perennial, uncertified",KGM,"299,434","74,530",0,0,"299,434","74,530",Final,,,,
202302,1209290012,"Seeds of forage plants; brown top, of a kind used for sowing, grasslands egmont",KGM,"129,618","7,025",0,0,"129,618","7,025",Final,,,,
202302,1209290022,"Seeds of forage plants; brown top, of a kind used for sowing, New Zealand",KGM,"165,939","8,538",0,0,"165,939","8,538",Final,,,,
202302,1209290028,"Seeds of forage plants; brown top, of a kind used for sowing, uncertified",KGM,"89,965","8,180",0,0,"89,965","8,180",Final,,,,
202302,1209290038,"Seeds of forage plants; cocksfoot, of a kind used for sowing, n.e.c. in item no. 1209.29, certified",KGM,"580,420","97,203",0,0,"580,420","97,203",Final,,,,
202302,1209290043,"Seeds of forage plants; cocksfoot, of a kind used for sowing, uncertified",KGM,"131,230","22,367",0,0,"131,230","22,367",Final,,,,
202302,1209290049,"Seeds of forage plants; crested dogstail, of a kind used for sowing, uncertified",KGM,"24,424","4,000",0,0,"24,424","4,000",Final,,,,
202302,1209290052,"Seeds of forage plants; prairie grass, of a kind used for sowing, grasslands matua",KGM,"316,065","55,000",0,0,"316,065","55,000",Final,,,,
202302,1209290058,"Seeds of forage plants; prairie grass, of a kind used for sowing, uncertified",KGM,"149,904","24,000",0,0,"149,904","24,000",Final,,,,
202302,1209290089,"Seeds of forage plants; n.e.c. in item no. 1209.29, of a kind used for sowing",KGM,"275,904","28,179","119,353","9,500","395,257","37,679",Final,,,,
202302,1209300001,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, in retail packs",KGM,756,22,0,0,756,22,Final,,,,
202302,1209300009,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, not in retail packs",KGM,"23,434","1,001",0,0,"23,434","1,001",Final,,,,
202302,1209910001,"Seeds; cabbage, of a kind used for sowing, in retail packs",KGM,"147,080","2,979",0,0,"147,080","2,979",Final,,,,
202302,1209910009,"Seeds; carrot, of a kind used for sowing, in retail packs",KGM,"5,100","3,100",0,0,"5,100","3,100",Final,,,,
202302,1209910039,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, in retail packs",KGM,123,1,"6,539",58,"6,662",59,Final,,,,
202302,1209910041,"Seeds; cabbage, of a kind used for sowing, not in retail packs",KGM,"11,376","2,500",0,0,"11,376","2,500",Final,,,,
202302,1209910049,"Seeds; carrot, of a kind used for sowing, not in retail packs",KGM,"13,269",78,"8,630",21,"21,899",99,Final,,,,
202302,1209910059,"Seeds; radish, of a kind used for sowing, not in retail packs",KGM,"475,135","63,678",0,0,"475,135","63,678",Final,,,,
202302,1209910079,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, not in retail packs",KGM,"1,736,549","635,502",0,0,"1,736,549","635,502",Final,,,,
202302,1209990019,"Seeds; kale, excluding marrow-stemmed, of a kind used for sowing",KGM,"128,862","16,675",0,0,"128,862","16,675",Final,,,,
202302,1209990031,"Seeds; turnip, for seed purposes",KGM,"236,325","57,400",0,0,"236,325","57,400",Final,,,,
202302,1209990049,"Seeds; flower, of a kind used for sowing, not in retail packs",KGM,"268,885","38,800",0,0,"268,885","38,800",Final,,,,
202302,1209990051,"Seeds; tree, of a kind used for sowing",KGM,"3,070",1,0,0,"3,070",1,Final,,,,
202302,1209990059,"Seeds, fruit or spores; n.e.c. in heading 1209, of a kind used for sowing",KGM,"306,393","1,381",230,27,"306,623","1,408",Final,,,,
202302,1211901050,"Plants, edible plant parts (including seeds, fruits) n.e.c. in item 1211.90; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"137,064","6,120","3,936",85,"141,000","6,205",Final,,,,
202302,1212210019,"Seaweeds and other algae; fit for human consumption, frozen or dried, whether or not ground, other than Hijiki (Mehijiki, Hiziki, Hijaki) seaweed (Hizikia fusiforme)",,"12,523",,"23,499",,"36,022",,Final,,,,
202302,1212290019,"Seaweeds and other algae; not fit for human consumption, frozen or dried, whether or not ground, other than Hijiki (Mehijiki, Hiziki, Hijaki) seaweed (Hizikia fusiforme)",,260,,0,,260,,Final,,,,
202302,1212990039,"Vegetable products; fit for human consumption, n.e.c. in chapter 12, fresh, chilled, frozen or dried, whether or not ground",KGM,"551,146","21,570",0,0,"551,146","21,570",Final,,,,
202302,1213000900,"Cereal straw and husks; unprepared, whether or not chopped, ground or pressed (excluding pellets)",KGM,215,55,0,0,215,55,Final,,,,
202302,1214900000,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",,"969,404",,0,,"969,404",,Final,,,,
202302,1302120000,Vegetable saps and extracts; of liquorice,KGM,"18,947","1,256",0,0,"18,947","1,256",Final,,,,
202302,1302130000,Vegetable saps and extracts; of hops,KGM,"2,530",113,0,0,"2,530",113,Final,,,,
202302,1302190001,"Vegetable saps and extracts; n.e.c. in item no. 1302.1, of vanilla",KGM,"46,965","2,673",0,0,"46,965","2,673",Final,,,,
202302,1302190029,Vegetable saps and extracts; n.e.c. in item no. 1302.1,KGM,"455,935","8,629",149,15,"456,084","8,644",Final,,,,
202302,1302310000,"Mucilages and thickeners; agar-agar, derived from vegetable products, whether or not modified",KGM,0,0,445,3,445,3,Final,,,,
202302,1302390000,"Mucilages and thickeners; n.e.c. in item no. 1302.3, derived from vegetable products, whether or not modified",KGM,"618,582",895,0,0,"618,582",895,Final,,,,
202302,1404900039,Vegetable products; n.e.c. in chapter 14,,"85,178",,0,,"85,178",,Final,,,,
202302,1502100010,"Tallow; other than those of heading 1503, edible, beef",KGM,"110,030","31,696",0,0,"110,030","31,696",Final,,,,
202302,1502100015,"Tallow; other than those of heading 1503, edible, other than beef",KGM,"12,207","3,982",0,0,"12,207","3,982",Final,,,,
202302,1502100021,"Tallow; other than those of heading 1503, inedible, mixed grades",KGM,"21,207,992","15,753,890",0,0,"21,207,992","15,753,890",Final,,,,
202302,1502100029,"Tallow; other than those of heading 1503, inedible, other than mixed grades and gut and lower grades",KGM,"18,338,978","4,743,744",0,0,"18,338,978","4,743,744",Final,,,,
202302,1502900029,"Fats of bovine animals, sheep or goats; excluding tallow, other than those of heading 1503, other than fats from bones or waste",KGM,"153,241","83,356",0,0,"153,241","83,356",Final,,,,
202302,1503000909,"Animal fats and oils; lard oil and tallow oil, not emulsified or mixed or otherwise prepared",KGM,800,200,0,0,800,200,Final,,,,
202302,1504100019,"Oils of fish; fish-liver oils and their fractions, (other than cod-liver oil), whether or not refined, but not chemically modified",LTR,"11,498",360,0,0,"11,498",360,Final,,,,
202302,1504200900,"Fats and oils of fish; (excluding liver oils) not fractions, whether or not refined, but not chemically modified",LTR,"943,721","80,426",0,0,"943,721","80,426",Final,,,,
202302,1506000011,"Animal fats and oils; (excluding fractions), crude, not chemically modified, n.e.c. in chapter 15",KGM,"6,061","1,423",0,0,"6,061","1,423",Final,,,,
202302,1506000019,"Animal fats and oils; (excluding fractions), refined, but not chemically modified, n.e.c. in chapter 15",KGM,"422,530","111,000",0,0,"422,530","111,000",Final,,,,
202302,1507900000,"Vegetable oils; soya-bean oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"1,353",100,"26,515","4,464","27,868","4,564",Final,,,,
202302,1508900000,"Vegetable oils; ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,217,5,0,0,217,5,Final,,,,
202302,1509200000,"Vegetable oils; olive oil and its fractions, extra virgin olive oil, whether or not refined, but not chemically modified",LTR,"8,288",335,"68,303","7,354","76,591","7,689",Final,,,,
202302,1509900000,"Vegetable oils; olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified",LTR,"19,547","1,547",0,0,"19,547","1,547",Final,,,,
202302,1510100000,"Vegetable oils; crude olive pomace oil and their fractions, obtained solely from olives, whether or not refined, but not chemically modified",LTR,0,0,226,3,226,3,Final,,,,
202302,1512190000,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",LTR,"83,820","14,418","63,988","20,720","147,808","35,138",Final,,,,
202302,1513110000,"Vegetable oils; coconut (copra) oil and its fractions, crude, not chemically modified",LTR,"17,218","6,006",0,0,"17,218","6,006",Final,,,,
202302,1513190100,"Vegetable oils; coconut (copra) oil, fractions, other than crude, whether or not refined, but not chemically modified",KGM,"131,008","29,400",0,0,"131,008","29,400",Final,,,,
202302,1513190900,"Vegetable oils; coconut (copra) oil, other than fractions, other than crude, whether or not refined, but not chemically modified",LTR,"22,668","1,442","37,685","17,285","60,353","18,727",Final,,,,
202302,1514190000,"Vegetable oils; low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,"2,824",177,"2,348",532,"5,172",709,Final,,,,
202302,1514990000,"Vegetable oils; excluding low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,660,120,"13,396","3,816","14,056","3,936",Final,,,,
202302,1515190000,"Vegetable oils; linseed oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"37,159","2,838",0,0,"37,159","2,838",Final,,,,
202302,1515500000,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",LTR,"2,960",112,"46,038","3,060","48,998","3,172",Final,,,,
202302,1515900021,"Fixed vegetable fats and oils and their fractions; avocado oil, whether or not refined, but not chemically modified",LTR,"543,577","33,640","25,956","1,980","569,533","35,620",Final,,,,
