Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status
202306,0101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,"59,500",2,0,0,"59,500",2,Provisional
202306,0101290010,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, stallions, colts, and geldings",NMB,"3,084,835",44,"210,000",1,"3,294,835",45,Provisional
202306,0101290013,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, mares and fillies",NMB,"1,684,632",24,0,0,"1,684,632",24,Provisional
202306,0101290015,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, stallions, colts, and geldings",NMB,"483,600",18,0,0,"483,600",18,Provisional
202306,0101290017,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, mares and fillies",NMB,"125,502",10,0,0,"125,502",10,Provisional
202306,0101290033,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, stallions",NMB,"40,000",2,0,0,"40,000",2,Provisional
202306,0101290035,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, mares",NMB,"156,650",9,0,0,"156,650",9,Provisional
202306,0101290039,"Horses; live, other than pure-bred breeding animals, excluding sport horses or horses for racing, other than mares or stallions",NMB,"357,735",11,0,0,"357,735",11,Provisional
202306,0104100001,"Sheep; live, for breeding",NMB,"146,975",31,0,0,"146,975",31,Provisional
202306,0105110001,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, for breeding",NMB,"3,599,050","172,603",0,0,"3,599,050","172,603",Provisional
202306,0105110009,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, other than for breeding",NMB,"4,367,874","102,306",0,0,"4,367,874","102,306",Provisional
202306,0106190029,"Mammals; live, other than primates, whales, dolphins, porpoises (order Cetacea), manatees, dugongs (order Sirenia), seals, sea lions, walruses (suborder Pinnipedia), camels, other camelids, rabbits, hares, deer, and dogs",NMB,"161,500",24,0,0,"161,500",24,Provisional
202306,0201200029,"Meat; of bovine animals, beef quarters of cow, G grade, with bone in, fresh or chilled",KGM,"3,589",305,0,0,"3,589",305,Provisional
202306,0201200039,"Meat; of bovine animals (other than steer, heifer, cow and bull), beef quarters, with bone in, fresh or chilled",KGM,"36,652","2,631",0,0,"36,652","2,631",Provisional
202306,0201200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",KGM,"902,062","47,020",0,0,"902,062","47,020",Provisional
202306,0201200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0201.20, fresh or chilled",KGM,"20,792","1,769",0,0,"20,792","1,769",Provisional
202306,0201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"41,952,508","2,482,218",0,0,"41,952,508","2,482,218",Provisional
202306,0201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"630,019","60,232",0,0,"630,019","60,232",Provisional
202306,0201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,"2,044,651","123,017",0,0,"2,044,651","123,017",Provisional
202306,0201300021,"Meat; of bovine animals, boneless cuts of veal (bobby), fresh or chilled",KGM,"37,158","1,625",0,0,"37,158","1,625",Provisional
202306,0202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"6,360",165,0,0,"6,360",165,Provisional
202306,0202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",KGM,"1,878,268","432,172",0,0,"1,878,268","432,172",Provisional
202306,0202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"26,491,520","3,665,828","55,620","10,458","26,547,140","3,676,286",Provisional
202306,0202200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"4,991,994","2,130,352",0,0,"4,991,994","2,130,352",Provisional
202306,0202200051,"Meat; of bovine animals, beef cuts of bull, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"7,657,004","1,750,182",0,0,"7,657,004","1,750,182",Provisional
202306,0202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",KGM,"838,167","272,201",0,0,"838,167","272,201",Provisional
202306,0202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"277,087,206","30,281,905","1,201,347","150,836","278,288,553","30,432,741",Provisional
202306,0202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",KGM,"11,769,218","1,504,081",0,0,"11,769,218","1,504,081",Provisional
202306,0202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",KGM,"80,901,185","7,816,910",0,0,"80,901,185","7,816,910",Provisional
202306,0202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",KGM,"77,796","15,036",0,0,"77,796","15,036",Provisional
202306,0202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",KGM,"383,036","49,219",0,0,"383,036","49,219",Provisional
202306,0203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",KGM,"22,875","3,102",0,0,"22,875","3,102",Provisional
202306,0203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",KGM,"41,725","4,315",0,0,"41,725","4,315",Provisional
202306,0203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",KGM,"95,359","19,439","6,717",868,"102,076","20,307",Provisional
202306,0203290011,"Meat; of swine n.e.c. in item no. 0203.2, frozen, meat bones and hocks",KGM,"21,429","3,577",0,0,"21,429","3,577",Provisional
202306,0203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",KGM,"235,893","35,907","70,544","24,194","306,437","60,101",Provisional
202306,0204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",KGM,"19,476","1,458",0,0,"19,476","1,458",Provisional
202306,0204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",KGM,"20,980","1,598",0,0,"20,980","1,598",Provisional
202306,0204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",KGM,"27,797,970","1,445,033",0,0,"27,797,970","1,445,033",Provisional
202306,0204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",KGM,"16,635,049","848,020",0,0,"16,635,049","848,020",Provisional
202306,0204230009,"Meat; of sheep (excluding lamb), boneless cuts, fresh or chilled",KGM,"12,403",561,0,0,"12,403",561,Provisional
202306,0204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",KGM,"54,768","4,801",0,0,"54,768","4,801",Provisional
202306,0204300012,"Meat; of sheep, lamb carcasses and half-carcasses, PH grade, frozen",KGM,"158,298","15,924",0,0,"158,298","15,924",Provisional
202306,0204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"69,355","6,339",0,0,"69,355","6,339",Provisional
202306,0204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"24,988","2,494",0,0,"24,988","2,494",Provisional
202306,0204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"232,989","22,480",0,0,"232,989","22,480",Provisional
202306,0204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"1,076,797","106,125",0,0,"1,076,797","106,125",Provisional
202306,0204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"20,399","1,621",0,0,"20,399","1,621",Provisional
202306,0204410002,"Meat; of sheep, hogget carcasses and half-carcasses, HL grade, frozen",KGM,"102,557","15,734",0,0,"102,557","15,734",Provisional
202306,0204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"116,918","20,850",0,0,"116,918","20,850",Provisional
202306,0204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"148,183","27,283",0,0,"148,183","27,283",Provisional
202306,0204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"1,513,632","250,638",0,0,"1,513,632","250,638",Provisional
202306,0204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"223,581","41,561",0,0,"223,581","41,561",Provisional
202306,0204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"6,140,216","983,475",0,0,"6,140,216","983,475",Provisional
202306,0204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"281,544","51,039",0,0,"281,544","51,039",Provisional
202306,0204410058,"Meat; of sheep, ram carcasses and half-carcasses, frozen",KGM,"102,044","24,206",0,0,"102,044","24,206",Provisional
202306,0204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"170,831,598","15,966,657","7,636","1,201","170,839,234","15,967,858",Provisional
202306,0204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"13,036,696","1,940,144",0,0,"13,036,696","1,940,144",Provisional
202306,0204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"29,816,058","2,458,569",0,0,"29,816,058","2,458,569",Provisional
202306,0204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"3,679,419","335,093",0,0,"3,679,419","335,093",Provisional
202306,0204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"506,257","79,976",0,0,"506,257","79,976",Provisional
202306,0206100019,"Offal, edible; of bovine animals, livers, fresh or chilled",KGM,"56,699","25,047",0,0,"56,699","25,047",Provisional
202306,0206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"257,354","14,613",0,0,"257,354","14,613",Provisional
202306,0206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"668,785","48,526",0,0,"668,785","48,526",Provisional
202306,0206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"7,257,173","692,956",0,0,"7,257,173","692,956",Provisional
202306,0206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,191,920","713,497",0,0,"1,191,920","713,497",Provisional
202306,0206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,479,704","365,454",0,0,"1,479,704","365,454",Provisional
202306,0206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"124,628","49,054",0,0,"124,628","49,054",Provisional
202306,0206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"5,252",326,0,0,"5,252",326,Provisional
202306,0206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"16,723,933","1,752,403",0,0,"16,723,933","1,752,403",Provisional
202306,0206800059,"Offal, edible; of sheep (excluding lamb), livers, fresh or chilled",KGM,"43,282","24,997",0,0,"43,282","24,997",Provisional
202306,0206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"487,141","79,097",0,0,"487,141","79,097",Provisional
202306,0206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"990,635","129,012",0,0,"990,635","129,012",Provisional
202306,0206900019,"Offal, edible; of lamb, livers, frozen",KGM,"1,076,354","366,052",0,0,"1,076,354","366,052",Provisional
202306,0206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"165,182","12,362",0,0,"165,182","12,362",Provisional
202306,0206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"169,041","14,553",0,0,"169,041","14,553",Provisional
202306,0206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"2,240,663","252,057",0,0,"2,240,663","252,057",Provisional
202306,0206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"556,404","101,922",0,0,"556,404","101,922",Provisional
202306,0206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"930,130","277,788",0,0,"930,130","277,788",Provisional
202306,0206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",KGM,"55,397","6,481",0,0,"55,397","6,481",Provisional
202306,0206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"487,273","62,872",0,0,"487,273","62,872",Provisional
202306,0206900091,"Offal, edible; of goats, horses, asses, mules or hinnies, livers, frozen",KGM,"118,235","25,834",0,0,"118,235","25,834",Provisional
202306,0206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"1,299",428,0,0,"1,299",428,Provisional
202306,0207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"4,611",396,0,0,"4,611",396,Provisional
202306,0207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"185,257","31,718",0,0,"185,257","31,718",Provisional
202306,0207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"519,271","44,074",0,0,"519,271","44,074",Provisional
202306,0207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,838,300,0,0,838,300,Provisional
202306,0207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,290,484","559,787",0,0,"2,290,484","559,787",Provisional
202306,0207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,"67,995","4,584",0,0,"67,995","4,584",Provisional
202306,0207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"32,607","2,417",0,0,"32,607","2,417",Provisional
202306,0207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"255,377","27,211",0,0,"255,377","27,211",Provisional
202306,0207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,"4,180",316,0,0,"4,180",316,Provisional
202306,0208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"527,173","4,750",0,0,"527,173","4,750",Provisional
202306,0208900013,"Meat and edible meat offal; of deer, fresh, chilled or frozen, tails",KGM,"2,226,852","7,838",0,0,"2,226,852","7,838",Provisional
202306,0208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"190,532","14,974",0,0,"190,532","14,974",Provisional
202306,0208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"1,311,464","46,727",0,0,"1,311,464","46,727",Provisional
202306,0208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"11,372,622","977,775",0,0,"11,372,622","977,775",Provisional
202306,0210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,0,0,268,24,268,24,Provisional
202306,0210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"169,228","13,201","75,963","5,477","245,191","18,678",Provisional
202306,0210190011,"Meat; of swine, pork n.e.c. in heading 0210, salted or pickled",KGM,763,37,0,0,763,37,Provisional
202306,0210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"38,614","1,047",0,0,"38,614","1,047",Provisional
202306,0210993025,"Meat and edible meat offal; of deer, edible offal, salted, in brine, dried or smoked, other than pizzles and tails",KGM,"10,271",20,0,0,"10,271",20,Provisional
202306,0210993029,"Meat and edible meat offal; of deer, venison, salted, in brine, dried or smoked",KGM,"2,297",29,0,0,"2,297",29,Provisional
202306,0210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"877,831","13,628",0,0,"877,831","13,628",Provisional
202306,0301920000,"Fish; live, eels (anguilla spp.)",KGM,"166,127","9,056",0,0,"166,127","9,056",Provisional
202306,0302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"7,678,367","303,644",0,0,"7,678,367","303,644",Provisional
202306,0302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"624,239","36,308",0,0,"624,239","36,308",Provisional
202306,0302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,926,789","68,926",0,0,"1,926,789","68,926",Provisional
202306,0302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"11,490",985,0,0,"11,490",985,Provisional
202306,0302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,552,78,0,0,552,78,Provisional
202306,0302290002,"Fish; fresh or chilled, flounder, whole",KGM,"45,370","3,262",0,0,"45,370","3,262",Provisional
202306,0302290021,"Fish; fresh or chilled, New Zealand sole, whole",KGM,686,85,0,0,686,85,Provisional
202306,0302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,"1,497",155,0,0,"1,497",155,Provisional
202306,0302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"111,310","10,359",0,0,"111,310","10,359",Provisional
202306,0302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,284,23,0,0,284,23,Provisional
202306,0302310001,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,"5,163",715,0,0,"5,163",715,Provisional
202306,0302310011,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), headed and gutted",KGM,"5,148",373,0,0,"5,148",373,Provisional
202306,0302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"11,716",764,0,0,"11,716",764,Provisional
202306,0302320011,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), headed and gutted",KGM,"9,707",448,0,0,"9,707",448,Provisional
202306,0302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"166,906","6,579",0,0,"166,906","6,579",Provisional
202306,0302340012,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), headed and gutted",KGM,"26,889","1,156",0,0,"26,889","1,156",Provisional
202306,0302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"43,495","2,199",0,0,"43,495","2,199",Provisional
202306,0302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"90,468","4,586",0,0,"90,468","4,586",Provisional
202306,0302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"15,067",889,0,0,"15,067",889,Provisional
202306,0302350049,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"5,185",668,0,0,"5,185",668,Provisional
202306,0302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"1,703,531","107,664",0,0,"1,703,531","107,664",Provisional
202306,0302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"94,561","12,292",0,0,"94,561","12,292",Provisional
202306,0302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,14,2,0,0,14,2,Provisional
202306,0302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"446,741","34,236",0,0,"446,741","34,236",Provisional
202306,0302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"16,008","1,702",0,0,"16,008","1,702",Provisional
202306,0302490019,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,333,20,0,0,333,20,Provisional
202306,0302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"56,034","2,964",0,0,"56,034","2,964",Provisional
202306,0302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"33,092","4,486",0,0,"33,092","4,486",Provisional
202306,0302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"1,012",40,0,0,"1,012",40,Provisional
202306,0302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,243,19,0,0,243,19,Provisional
202306,0302590029,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"21,030","1,059",0,0,"21,030","1,059",Provisional
202306,0302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,269,15,0,0,269,15,Provisional
202306,0302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"3,507",150,0,0,"3,507",150,Provisional
202306,0302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"198,746","17,180",0,0,"198,746","17,180",Provisional
202306,0302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"197,547","16,628",0,0,"197,547","16,628",Provisional
202306,0302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"92,786","9,136",0,0,"92,786","9,136",Provisional
202306,0302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,294,506","192,909",0,0,"2,294,506","192,909",Provisional
202306,0302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"198,262","15,094",0,0,"198,262","15,094",Provisional
202306,0302891015,"Fish; fresh or chilled, groper, whole",KGM,"229,442","13,358",0,0,"229,442","13,358",Provisional
202306,0302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"10,314","1,025",0,0,"10,314","1,025",Provisional
202306,0302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"146,649","12,146",0,0,"146,649","12,146",Provisional
202306,0302891035,"Fish; fresh or chilled, monkfish, whole",KGM,613,31,0,0,613,31,Provisional
202306,0302891039,"Fish; fresh or chilled, mullet, whole",KGM,"6,173",436,0,0,"6,173",436,Provisional
202306,0302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"9,698","1,048",0,0,"9,698","1,048",Provisional
202306,0302891055,"Fish; fresh or chilled, trevally, whole",KGM,"84,559","7,623",0,0,"84,559","7,623",Provisional
202306,0302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"37,658","2,744",0,0,"37,658","2,744",Provisional
202306,0302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"263,973","19,526",0,0,"263,973","19,526",Provisional
202306,0302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"22,399","1,203",0,0,"22,399","1,203",Provisional
202306,0302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"38,766","2,568",0,0,"38,766","2,568",Provisional
202306,0302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"637,964","53,467",0,0,"637,964","53,467",Provisional
202306,0302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"25,047","2,585",0,0,"25,047","2,585",Provisional
202306,0302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"209,707","13,766",0,0,"209,707","13,766",Provisional
202306,0302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"537,167","46,047",0,0,"537,167","46,047",Provisional
202306,0302910019,"Fish; fresh or chilled, livers, roes and milt, n.e.c. in item 0302.91",KGM,644,59,0,0,644,59,Provisional
202306,0303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"16,175","1,229",0,0,"16,175","1,229",Provisional
202306,0303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"5,700",183,0,0,"5,700",183,Provisional
202306,0303260015,"Fish; frozen, eels (Anguilla spp.), headed and gutted",KGM,"8,371","1,978",0,0,"8,371","1,978",Provisional
202306,0303290010,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), whole",KGM,"91,867","21,690",0,0,"91,867","21,690",Provisional
202306,0303390002,"Fish; frozen, flounder, whole",KGM,"9,131",760,0,0,"9,131",760,Provisional
202306,0303390012,"Fish; frozen, lemon sole, whole",KGM,"4,450",530,0,0,"4,450",530,Provisional
202306,0303390021,"Fish; frozen, New Zealand sole, whole",KGM,"23,249","3,180",0,0,"23,249","3,180",Provisional
202306,0303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,"350,403","195,275",0,0,"350,403","195,275",Provisional
202306,0303540019,"Fish; frozen, blue mackerel (Scomber australasicus), headed and gutted",KGM,"27,197","13,211",0,0,"27,197","13,211",Provisional
202306,0303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"77,841","29,880",0,0,"77,841","29,880",Provisional
202306,0303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,"1,348,222","578,340",0,0,"1,348,222","578,340",Provisional
202306,0303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"2,707,942","968,420",0,0,"2,707,942","968,420",Provisional
202306,0303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"461,977","185,852",0,0,"461,977","185,852",Provisional
202306,0303590010,"Fish; frozen, n.e.c. in item no. 0303.5, whole",KGM,559,72,0,0,559,72,Provisional
202306,0303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"25,933","5,776",0,0,"25,933","5,776",Provisional
