Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201901,1209250078,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, italian, uncertified",KGM,"119,156","45,355",0,0,"119,156","45,355",Final,,,,
201901,1209250088,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing, perennial, uncertified",KGM,"33,303","12,500",0,0,"33,303","12,500",Final,,,,
201901,1209290002,"Seeds of forage plants; brome grasses, of a kind used for sowing, grasslands hakari",KGM,"53,957","13,177",0,0,"53,957","13,177",Final,,,,
201901,1209290028,"Seeds of forage plants; brown top, of a kind used for sowing, uncertified",KGM,"49,620","4,223",0,0,"49,620","4,223",Final,,,,
201901,1209290038,"Seeds of forage plants; cocksfoot, of a kind used for sowing, n.e.c. in item no. 1209.29, certified",KGM,"41,694","6,075",0,0,"41,694","6,075",Final,,,,
201901,1209290052,"Seeds of forage plants; prairie grass, of a kind used for sowing, grasslands matua",KGM,"187,063","48,255",0,0,"187,063","48,255",Final,,,,
201901,1209290089,"Seeds of forage plants; n.e.c. in item no. 1209.29, of a kind used for sowing",KGM,"59,918","5,650","12,323","1,000","72,241","6,650",Final,,,,
201901,1209300001,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, in retail packs",KGM,51,1,0,0,51,1,Final,,,,
201901,1209300009,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing, not in retail packs",KGM,"1,560",1,0,0,"1,560",1,Final,,,,
201901,1209910019,"Seeds; radish, of a kind used for sowing, in retail packs",KGM,"48,761","18,800",0,0,"48,761","18,800",Final,,,,
201901,1209910039,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, in retail packs",KGM,"3,984",20,"3,656",9,"7,640",29,Final,,,,
201901,1209910041,"Seeds; cabbage, of a kind used for sowing, not in retail packs",KGM,"1,500",100,0,0,"1,500",100,Final,,,,
201901,1209910049,"Seeds; carrot, of a kind used for sowing, not in retail packs",KGM,"8,056",500,0,0,"8,056",500,Final,,,,
201901,1209910059,"Seeds; radish, of a kind used for sowing, not in retail packs",KGM,"280,564","74,192","1,107",131,"281,671","74,323",Final,,,,
201901,1209910079,"Seeds; vegetable, n.e.c. in item no. 1209.91, of a kind used for sowing, not in retail packs",KGM,"557,225","72,555","5,555",133,"562,780","72,687",Final,,,,
201901,1209990019,"Seeds; kale, excluding marrow-stemmed, of a kind used for sowing",KGM,"50,240","12,598",0,0,"50,240","12,598",Final,,,,
201901,1209990029,"Seeds; swede, for seed purposes",KGM,"18,213","1,000",0,0,"18,213","1,000",Final,,,,
201901,1209990031,"Seeds; turnip, for seed purposes",KGM,"80,852","25,170",0,0,"80,852","25,170",Final,,,,
201901,1209990041,"Seeds; flower, of a kind used for sowing, in retail packs",KGM,"67,958","3,075",0,0,"67,958","3,075",Final,,,,
201901,1209990059,"Seeds, fruit or spores; n.e.c. in heading 1209, of a kind used for sowing",KGM,"15,182",26,0,0,"15,182",26,Final,,,,
201901,1210100000,"Hop cones; fresh or dried, neither ground nor powdered nor in the form of pellets",KGM,"3,000",63,0,0,"3,000",63,Final,,,,
201901,1211901049,"Plants, edible plant parts (including seeds, fruits) n.e.c. in item 1211.90; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",KGM,"121,093","2,445","59,192","1,560","180,285","4,005",Final,,,,
201901,1212210010,"Seaweeds and other algae; fit for human consumption, fresh or chilled, whether or not ground",,0,,752,,752,,Final,,,,
201901,1212210019,"Seaweeds and other algae; fit for human consumption, frozen or dried, whether or not ground, other than Hijiki (Mehijiki, Hiziki, Hijaki) seaweed (Hizikia fusiforme)",,"2,290",,53,,"2,343",,Final,,,,
201901,1212990039,"Vegetable products; fit for human consumption, n.e.c. in chapter 12, fresh, chilled, frozen or dried, whether or not ground",KGM,"175,141","6,078",0,0,"175,141","6,078",Final,,,,
201901,1214100000,Lucerne (alfalfa) meal and pellets,KGM,530,38,0,0,530,38,Final,,,,
201901,1214900000,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise",,"521,587",,0,,"521,587",,Final,,,,
201901,1302190001,"Vegetable saps and extracts; n.e.c. in item no. 1302.1, of vanilla",KGM,"4,430",125,325,36,"4,755",161,Final,,,,
201901,1302190029,Vegetable saps and extracts; n.e.c. in item no. 1302.1,KGM,"226,368","4,180",0,0,"226,368","4,180",Final,,,,
201901,1302310000,"Mucilages and thickeners; agar-agar, derived from vegetable products, whether or not modified",KGM,"1,174",6,0,0,"1,174",6,Final,,,,
201901,1302390000,"Mucilages and thickeners; n.e.c. in item no. 1302.3, derived from vegetable products, whether or not modified",KGM,"50,572","1,046",0,0,"50,572","1,046",Final,,,,
201901,1404900039,Vegetable products; n.e.c. in chapter 14,,"166,953",,0,,"166,953",,Final,,,,
201901,1502100010,"Tallow; other than those of heading 1503, edible, beef",KGM,"224,668","132,979",0,0,"224,668","132,979",Final,,,,
201901,1502100015,"Tallow; other than those of heading 1503, edible, other than beef",KGM,"62,549","19,854",0,0,"62,549","19,854",Final,,,,
201901,1502100021,"Tallow; other than those of heading 1503, inedible, mixed grades",KGM,"5,134,193","7,054,362",0,0,"5,134,193","7,054,362",Final,,,,
201901,1502100029,"Tallow; other than those of heading 1503, inedible, other than mixed grades and gut and lower grades",KGM,"435,026","591,474",0,0,"435,026","591,474",Final,,,,
201901,1502900019,"Fats of bovine animals, sheep or goats; excluding tallow, and other than those of heading 1503, fats from bones or waste, refined, other than neat's foot",KGM,"63,962","28,126",0,0,"63,962","28,126",Final,,,,
201901,1502900029,"Fats of bovine animals, sheep or goats; excluding tallow, other than those of heading 1503, other than fats from bones or waste",KGM,"904,691","419,301",0,0,"904,691","419,301",Final,,,,
201901,1503000909,"Animal fats and oils; lard oil and tallow oil, not emulsified or mixed or otherwise prepared",KGM,"1,073",420,0,0,"1,073",420,Final,,,,
201901,1504100019,"Oils of fish; fish-liver oils and their fractions, (other than cod-liver oil), whether or not refined, but not chemically modified",LTR,"87,032","4,078",0,0,"87,032","4,078",Final,,,,
201901,1504200100,"Fats and oils of fish; (excluding liver oils), fractions, whether or not refined, but not chemically modified",KGM,"164,172","8,334",241,5,"164,413","8,339",Final,,,,
201901,1504200900,"Fats and oils of fish; (excluding liver oils) not fractions, whether or not refined, but not chemically modified",LTR,"3,026,812","386,546",0,0,"3,026,812","386,546",Final,,,,
201901,1505000900,Animal fats and oils; wool grease (other than crude) and fatty substances derived therefrom (including lanolin),KGM,"6,086",290,0,0,"6,086",290,Final,,,,
201901,1506000011,"Animal fats and oils; (excluding fractions), crude, not chemically modified, n.e.c. in chapter 15",KGM,"64,582","36,397",0,0,"64,582","36,397",Final,,,,
201901,1506000019,"Animal fats and oils; (excluding fractions), refined, but not chemically modified, n.e.c. in chapter 15",KGM,"46,793","28,275",0,0,"46,793","28,275",Final,,,,
201901,1507900000,"Vegetable oils; soya-bean oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"2,073",216,0,0,"2,073",216,Final,,,,
201901,1508900000,"Vegetable oils; ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,142,4,0,0,142,4,Final,,,,
201901,1509100000,"Vegetable oils; olive oil and its fractions, virgin, whether or not refined, but not chemically modified",LTR,"4,866",300,"2,164",832,"7,030","1,132",Final,,,,
201901,1509900000,"Vegetable oils; olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified",LTR,"23,012","3,225","3,322","1,930","26,334","5,155",Final,,,,
201901,1510000000,"Vegetable oils; oils and their fractions n.e.c. in chapter 15, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading no. 1509",LTR,909,71,0,0,909,71,Final,,,,
201901,1512190000,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",LTR,"8,949",800,0,0,"8,949",800,Final,,,,
201901,1513190100,"Vegetable oils; coconut (copra) oil, fractions, other than crude, whether or not refined, but not chemically modified",KGM,"7,950","2,008",0,0,"7,950","2,008",Final,,,,
201901,1513190900,"Vegetable oils; coconut (copra) oil, other than fractions, other than crude, whether or not refined, but not chemically modified",LTR,593,44,0,0,593,44,Final,,,,
201901,1514190000,"Vegetable oils; low erucic acid rape or colza oil and its fractions, other than crude, but not chemically modified",LTR,"1,193",422,467,190,"1,660",612,Final,,,,
201901,1515110000,"Vegetable oils; linseed oil and its fractions, crude, not chemically modified",LTR,"104,812","8,380",0,0,"104,812","8,380",Final,,,,
201901,1515190000,"Vegetable oils; linseed oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"152,401","14,137",0,0,"152,401","14,137",Final,,,,
201901,1515300000,"Vegetable oils; castor oil and its fractions, whether or not refined, but not chemically modified",LTR,33,4,149,3,182,7,Final,,,,
201901,1515500000,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",LTR,"1,331",52,999,312,"2,330",364,Final,,,,
201901,1515900021,"Fixed vegetable fats and oils and their fractions; avocado oil, whether or not refined, but not chemically modified",LTR,"318,686","18,718",0,0,"318,686","18,718",Final,,,,
201901,1515900023,"Fixed vegetable fats and oils and their fractions; other than linseed, maize (corn), castor, tung, sesame, jojoba and avocado oils, whether or not refined, but not chemically modified",LTR,"468,620","198,021","44,639","2,548","513,259","200,569",Final,,,,
201901,1516100009,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined but not further prepared, other than of whale",KGM,"18,440","8,410",0,0,"18,440","8,410",Final,,,,
201901,1516200900,"Vegetable fats and oils and their fractions; hydrogenated oils having a waxy character, whether or not refined, but not further prepared",KGM,"139,275","1,500",0,0,"139,275","1,500",Final,,,,
201901,1516201900,"Vegetable fats and oils and their fractions; n.e.c. in item no. 1516.20 (e.g. inter-esterified or elaidinised), whether or not refined, but not further prepared",KGM,0,0,"37,975","3,500","37,975","3,500",Final,,,,
201901,1517100001,"Margarine; polyunsaturated, table, excluding liquid",KGM,"64,279","25,888",0,0,"64,279","25,888",Final,,,,
201901,1517100009,"Margarine; saturated, table, excluding liquid",KGM,"132,650","33,216",0,0,"132,650","33,216",Final,,,,
201901,1517100011,"Margarine; polyunsaturated, other than table, excluding liquid",KGM,100,20,0,0,100,20,Final,,,,
201901,1517100029,"Margarine; other than polyunsaturated or saturated, other than table, excluding liquid",KGM,"248,494","59,967",0,0,"248,494","59,967",Final,,,,
201901,1517901908,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, in aerosol containers, no chlorofluorocarbons",NMB,147,4,0,0,147,4,Final,,,,
201901,1517901919,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, not in aerosol containers",LTR,"875,972","20,256",0,0,"875,972","20,256",Final,,,,
201901,1521900100,Beeswax; whether or not refined or coloured,KGM,0,0,73,2,73,2,Final,,,,
201901,1601000001,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a chicken base",KGM,"28,449","10,349",0,0,"28,449","10,349",Final,,,,
201901,1601000019,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a poultry base (excluding chicken, turkey or duck)",KGM,"1,379",67,0,0,"1,379",67,Final,,,,
201901,1601000029,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a base other than of poultry",KGM,"143,261","16,944",0,0,"143,261","16,944",Final,,,,
201901,1602100901,"Meat preparations; corned beef, homogenised, prepared without other food substances, preserved in airtight cans or jars",KGM,"4,442",40,0,0,"4,442",40,Final,,,,
201901,1602101900,"Meat preparations; homogenised preparations of meat, meat offal or blood, packed other than in airtight cans or jars",KGM,"3,239",62,0,0,"3,239",62,Final,,,,
201901,1602200900,Meat preparations; of the prepared or preserved liver of any animal (excluding pates de foie gras and homogenised preparations),KGM,"52,926","6,831",0,0,"52,926","6,831",Final,,,,
201901,1602321000,"Meat preparations; of fowls of the species Gallus domesticus, preserved in airtight containers or jars, in combination with vegetables or other food substances; meat pastes",KGM,"99,141","10,956",0,0,"99,141","10,956",Final,,,,
201901,1602322000,"Meat preparations; of fowls of the species Gallus domesticus, preserved in airtight containers or jars, other than meat pastes or in combination with vegetables or other substances",KGM,425,5,0,0,425,5,Final,,,,
201901,1602329001,"Meat preparations; of fowls of the species Gallus domesticus, (packed other than in airtight containers or jars), chicken",KGM,"2,261,568","416,106",0,0,"2,261,568","416,106",Final,,,,
201901,1602391901,"Meat preparations; of chicken meat or meat offal (excluding livers and homogenised preparations), packed other than in airtight cans or jars",KGM,"36,178","8,131",0,0,"36,178","8,131",Final,,,,
201901,1602391909,"Meat preparations; of duck meat or meat offal (excluding livers and homogenised preparations), packed other than in airtight cans or jars",KGM,"2,541",100,0,0,"2,541",100,Final,,,,
201901,1602411900,"Meat preparations; of swine, hams and cuts thereof, prepared or preserved, packed other than in airtight cans or jars (excluding homogenised preparations)",KGM,"12,892","1,599",0,0,"12,892","1,599",Final,,,,
201901,1602490900,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared without other food substances, preserved in airtight cans or jars, n.e.c. in heading no. 1602",KGM,0,0,"138,436","10,592","138,436","10,592",Final,,,,
201901,1602491900,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared or preserved, packed other than in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"1,457",78,0,0,"1,457",78,Final,,,,
201901,1602500100,"Meat preparations; of bovine animals, meat pastes and other preparations of meat or meat offal, prepared with vegetables or other food substances, in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"130,871","14,197",0,0,"130,871","14,197",Final,,,,
201901,1602500901,"Meat preparations; of bovine animals, corned beef, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"1,339,143","126,535","54,818","5,312","1,393,961","131,847",Final,,,,
201901,1602500919,"Meat preparations; of bovine animals, meat or meat offal, prepared without other food substances, preserved in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"329,250","34,780",0,0,"329,250","34,780",Final,,,,
201901,1602501900,"Meat preparations; of bovine animals, meat or meat offal, prepared or preserved, packed other than in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"7,683,420","584,588",0,0,"7,683,420","584,588",Final,,,,
201901,1602901909,"Meat preparations; mutton, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"28,892","2,191",0,0,"28,892","2,191",Final,,,,
201901,1602902900,"Meat preparations; of meat or meat offal n.e.c. in heading no. 1602, prepared or preserved, packed other than in airtight cans or jars",KGM,"405,403","49,458",0,0,"405,403","49,458",Final,,,,
201901,1603000101,Extracts; of meat,KGM,"952,454","150,245",0,0,"952,454","150,245",Final,,,,
201901,1603000121,"Extracts and juices; of crustaceans or molluscs, mussel oil",KGM,"1,674,804","1,030",0,0,"1,674,804","1,030",Final,,,,
201901,1603000129,"Extracts and juices; of crustaceans or molluscs, other than mussel oil",KGM,"1,870,744","18,268",0,0,"1,870,744","18,268",Final,,,,
201901,1603000900,Extracts and juices; of aquatic invertebrates other than crustaceans or molluscs,KGM,495,3,0,0,495,3,Final,,,,
201901,1604110001,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"10,684",195,0,0,"10,684",195,Final,,,,
201901,1604110009,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), other than in airtight cans or jars",KGM,"13,338",424,0,0,"13,338",424,Final,,,,
201901,1604130100,"Fish preparations; sardines, brisling, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"3,295",639,69,8,"3,364",648,Final,,,,
201901,1604140100,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"13,937","1,295","1,995",185,"15,932","1,480",Final,,,,
201901,1604150100,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"1,886",330,"1,680",367,"3,566",697,Final,,,,
201901,1604189010,"Fish preparations; shark fin, prepared or preserved, whole or in pieces (but not minced); packed other than in airtight cans or jars",KGM,"12,952","1,500",0,0,"12,952","1,500",Final,,,,
201901,1604191911,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), packed other than in airtight cans or jars, n.e.c. in heading 1604",KGM,"348,699","30,273",0,0,"348,699","30,273",Final,,,,
201901,1604200909,Fish preparations; fish fingers,KGM,"11,155",984,0,0,"11,155",984,Final,,,,
201901,1604200911,Fish preparations; prepared dinners containing fish,KGM,"2,369",220,0,0,"2,369",220,Final,,,,
201901,1604200919,Fish preparations; fish cakes,KGM,"11,355","2,475","1,634",155,"12,989","2,630",Final,,,,
201901,1604200929,"Fish preparations; sausages, prepared meals and the like, n.e.c. in item no. 1604.20",KGM,"1,811,922","122,764",0,0,"1,811,922","122,764",Final,,,,
201901,1604202911,"Fish preparations; tuna, minced or in forms n.e.c. in heading no. 1604, preserved in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,90,9,0,0,90,9,Final,,,,
201901,1604203900,"Fish preparations; fish, minced or in forms n.e.c. in item no. 1604.1, packed other than in airtight cans or jars",KGM,"11,670","1,220",0,0,"11,670","1,220",Final,,,,
201901,1605100909,"Crustacean preparations; crabs, sausages, prepared meals and the like, excluding pastes and pate",KGM,"17,414","2,732",0,0,"17,414","2,732",Final,,,,
201901,1605212019,"Crustacean preparations; shrimps and prawns, sausages, prepared meals and the like, excluding pastes and pate, not in airtight containers",KGM,56,2,0,0,56,2,Final,,,,
201901,1605219000,"Crustacean preparations; shrimps and prawns, prepared in was n.e.c. in item no. 1605.21.10 and 1605.21.20, not in airtight containers",KGM,"6,063",485,"1,270",84,"7,333",569,Final,,,,
201901,1605299000,"Crustacean preparations; shrimps and prawns, prepared or preserved in ways n.e.c. in item no. 1605.29.10 and 1605.29.20, in airtight containers",KGM,"6,039",36,0,0,"6,039",36,Final,,,,
201901,1605401919,"Crustacean preparations; crustaceans, excluding crab, shrimps, prawns and lobster, prepared or preserved in ways n.e.c. in item no. 1605.40.01 and 1605.40.09, packed other than in airtight cans or jars",KGM,854,56,0,0,854,56,Final,,,,
201901,1605522019,"Mollusc preparations; scallops, including queen scallops, sausages, prepared meals and the like, excluding pastes and pate",KGM,"1,448",55,0,0,"1,448",55,Final,,,,
201901,1605539010,"Mollusc preparations; mussels, prepared in ways n.e.c. in item no. 1605.53.10 and 1605.53.20, preserved in airtight cans or jars",KGM,237,24,0,0,237,24,Final,,,,
201901,1605539029,"Mollusc preparations; mussels, prepared or preserved in ways n.e.c. in item no. 1605.53.90, packed other than in airtight cans or jars",KGM,"464,100","73,700",0,0,"464,100","73,700",Final,,,,
201901,1605542029,"Mollusc preparations; cuttle fish and squid, sausages, prepared meals and the like, excluding pastes or pate",KGM,"3,631",389,0,0,"3,631",389,Final,,,,
201901,1605549029,"Mollusc preparations; cuttle fish and squid, prepared or preserved in ways n.e.c. in item no. 1605.54.10 and 1605.54.20, packed other than in airtight cans or jars",KGM,"96,900","14,195",895,100,"97,795","14,295",Final,,,,
201901,1605562019,"Mollusc preparations; clams, cockles and arkshells, sausages, prepared meals and the like, excluding pastes or pate",KGM,330,3,0,0,330,3,Final,,,,
201901,1605569019,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved in ways n.e.c. in item no. 1605.56.10 and 1605.56.20, packed other than in airtight cans or jars",KGM,562,60,0,0,562,60,Final,,,,
201901,1605579010,"Mollusc preparations; abalone, paua, prepared in ways n.e.c. in item no. 1605.57.10 and 1605.57.20, preserved in airtight cans or jars",KGM,"67,273",714,0,0,"67,273",714,Final,,,,
201901,1605699000,"Aquatic invertebrates; other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, prepared or preserved, packed other than in airtight cans or jars",KGM,772,225,0,0,772,225,Final,,,,
201901,1701140019,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter, of a polarisation of 99 degrees or more",KGM,"1,777","1,000","42,549","20,000","44,326","21,000",Final,,,,
201901,1701910001,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,835,423,0,0,835,423,Final,,,,
201901,1701990001,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs not exceeding 5kg",KGM,"17,588","13,739",0,0,"17,588","13,739",Final,,,,
201901,1701990009,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs exceeding 5kg",KGM,532,100,0,0,532,100,Final,,,,
201901,1701990011,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs not exceeding 5kg",KGM,"932,938","1,131,372",0,0,"932,938","1,131,372",Final,,,,
201901,1701990021,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 5kg but not exceeding 15kg",KGM,537,250,0,0,537,250,Final,,,,
201901,1701990029,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 15kg",KGM,"344,219","513,187",0,0,"344,219","513,187",Final,,,,
201901,1701990032,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,543,266,0,0,543,266,Final,,,,
201901,1701990038,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs of over 5kg",KGM,24,110,0,0,24,110,Final,,,,
201901,1701990041,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs not exceeding 5kg",KGM,0,0,"1,432",800,"1,432",800,Final,,,,
201901,1701990049,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs exceeding 5kg",KGM,"4,926","2,425",0,0,"4,926","2,425",Final,,,,
201901,1702110000,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"2,641,921","1,018,380",0,0,"2,641,921","1,018,380",Final,,,,
201901,1702200000,"Sugars; maple sugar, chemically pure, in solid form; maple syrup not containing added flavouring or colouring matter",KGM,"8,615","3,513","1,340",100,"9,955","3,613",Final,,,,
201901,1702300001,"Sugars; glucose, chemically pure, in solid form, containing less than 20% by weight of fructose",KGM,"124,036","128,206",0,0,"124,036","128,206",Final,,,,
201901,1702300009,"Sugars; glucose syrup, not containing fructose, added flavouring or colouring matter",KGM,15,1,"3,450","1,500","3,465","1,501",Final,,,,
201901,1702900900,"Sugars; artificial honey, whether or not mixed with natural honey",KGM,"102,018","1,182",0,0,"102,018","1,182",Final,,,,
201901,1702901100,Sugars; caramel,KGM,"106,260","20,356",0,0,"106,260","20,356",Final,,,,
201901,1702901801,"Sugars; n.e.c. in heading no. 1702, including invert sugar, chemically pure maltose",,"6,174",,0,,"6,174",,Final,,,,
201901,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"186,963","49,294",0,0,"186,963","49,294",Final,,,,
201901,1703100001,"Sugars; molasses, from sugar cane, refined",KGM,"76,458","5,317","144,120","29,172","220,578","34,489",Final,,,,
201901,1703100011,"Sugars; molasses, from sugar cane, unrefined, stock food",KGM,480,95,0,0,480,95,Final,,,,
201901,1703900009,"Sugars; molasses, from sugar beet, other than stock food",KGM,"47,603","8,972",0,0,"47,603","8,972",Final,,,,
201901,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,"7,797",141,"1,443,296","95,095","1,451,093","95,236",Final,,,,
201901,1704900000,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"3,690,822","509,996","447,265","48,802","4,138,087","558,797",Final,,,,
201901,1801000000,"Cocoa beans; whole or broken, raw or roasted",KGM,545,32,0,0,545,32,Final,,,,
201901,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,"7,241","2,624","1,216",200,"8,457","2,824",Final,,,,
201901,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,990,88,"2,093",302,"3,083",390,Final,,,,
201901,1806200010,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight 30% or more dairy product (milk powder)",KGM,"2,276",227,0,0,"2,276",227,Final,,,,
201901,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,"14,363","1,459",0,0,"14,363","1,459",Final,,,,
201901,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,"235,562","8,234","3,330",321,"238,892","8,556",Final,,,,
201901,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,"471,281","56,677","11,205",602,"482,486","57,279",Final,,,,
201901,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,"59,077","5,702",0,0,"59,077","5,702",Final,,,,
201901,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,"810,853","80,997",626,253,"811,479","81,250",Final,,,,
201901,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"1,154,061","89,346",693,34,"1,154,754","89,380",Final,,,,
201901,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,"14,356",597,0,0,"14,356",597,Final,,,,
201901,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,"254,173","19,419","1,860",770,"256,033","20,189",Final,,,,
201901,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,"37,156","4,126","6,800",404,"43,956","4,530",Final,,,,
201901,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,"11,370","1,532",0,0,"11,370","1,532",Final,,,,
201901,1806900029,"Chocolate and other food preparations containing cocoa; in forms n.e.c. in heading no. 1806, weighing 15g or less",KGM,"534,352","213,540",0,0,"534,352","213,540",Final,,,,
201901,1901100900,"Food preparations; of flour, meal, starch, malt extract or milk products, (not containing cocoa), suitable for infants or young children, put up for retail sale",KGM,"99,060,492","7,119,245","60,702","3,696","99,121,194","7,122,941",Final,,,,
201901,1901200100,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, containing cocoa",KGM,13,1,0,0,13,1,Final,,,,
201901,1901200900,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, not containing cocoa",KGM,"1,947,332","863,615","2,673",248,"1,950,005","863,863",Final,,,,
