Month,Harmonised System Code,Harmonised System Description,Unit Qty,Imports ($NZD vfd),Imports ($NZD cif),Imports Qty,Status
202305,3403991919,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,"817,842","856,700","75,356",Provisional
202305,3403991928,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers, not containing chlorofluorocarbons",NMB,"18,921","19,652",388,Provisional
202305,3403991939,"Preparations, other than lubricating; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,"380,070","395,312","30,698",Provisional
202305,3404200019,"Waxes; artificial and prepared, of poly(oxyethylene) (polyethylene glycol), not in aerosol containers",KGM,"60,306","63,921","3,350",Provisional
202305,3404900025,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), in aerosol containers, not containing chlorofluorocarbons",NMB,247,263,21,Provisional
202305,3404900029,"Waxes; artificial and prepared, (other than of chemically modified lignite or polyethylene glycol), not in aerosol containers",KGM,"376,844","413,283","33,520",Provisional
202305,3405100008,"Polishes, creams and similar preparations; for footwear or leather, (excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,243,243,6,Provisional
202305,3405100019,"Polishes, creams and similar preparations; for footwear or leather, (excluding waxes of heading no. 3404), not in aerosol containers",,"131,092","143,571",,Provisional
202305,3405200008,"Polishes, creams and similar preparations; for maintenance of wooden furniture, floors or other woodwork, (excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,154,154,10,Provisional
202305,3405200019,"Polishes, creams and similar preparations; for wooden furniture, floors or other woodwork, (excluding waxes of heading no. 3404), not in aerosol containers",,"103,412","114,348",,Provisional
202305,3405300008,"Polishes, creams and similar preparations; for coachwork, (other than metal polishes, excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,"5,567","5,846",897,Provisional
202305,3405300019,"Polishes, creams and similar preparations; for coachwork, (other than metal polishes, excluding waxes of heading no. 3404), not in aerosol containers",,"285,253","304,296",,Provisional
202305,3405400001,"Scouring pastes, powders and other scouring preparations; for dentists' use in mechanical cleaning and polishing of teeth",,"6,824","7,632",,Provisional
202305,3405400029,"Scouring pastes, powders and other scouring preparations; (whether or not in the form of paper, wadding, felt etc, impregnated, coated, covered), not in aerosol containers, n.e.c. in item no. 3405.40.00.01",,"34,626","40,425",,Provisional
202305,3405900008,"Polishes, creams and similar preparations; n.e.c. in heading no. 3405, (excluding waxes of heading no. 3404), in aerosol containers, not containing chlorofluorocarbons",NMB,"35,472","38,303","1,110",Provisional
202305,3405900019,"Polishes, creams and similar preparations; n.e.c. in heading no. 3405, (excluding waxes of heading no. 3404), not in aerosol containers",,"206,397","221,765",,Provisional
202305,3406000001,"Candles, tapers and the like; not exceeding 7mm in diameter",,"58,652","61,171",,Provisional
202305,3406000009,"Candles, tapers and the like; exceeding 7mm in diameter but not exceeding 25mm in diameter",,"48,367","51,063",,Provisional
202305,3406000019,"Candles, tapers and the like; exceeding 25mm in diameter",,"986,438","1,023,952",,Provisional
202305,3407000001,Modelling pastes; including those put up for children's amusement,,"61,837","65,840",,Provisional
202305,3407000009,"Dental preparations; with a basis of plaster (of calcined gypsum or calcium sulphate); dental wax or impression compounds, packed for retail sale in any form",,"149,823","164,562",,Provisional
202305,3501900010,Caseinates,KGM,"1,298","1,429",40,Provisional
202305,3502110000,"Albumins; egg albumin, dried",KGM,418,454,0,Provisional
202305,3502200000,"Albumins; milk albumin, including concentrates of two or more whey proteins",KGM,"4,546,461","4,627,628","311,885",Provisional
202305,3502900011,"Albumins, albuminates and other albumin derivatives; other than egg or milk albumin, including concentrates of two or more whey proteins",KGM,"1,141","1,222",1,Provisional
202305,3503000100,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; specially prepared for use as culture media",,150,151,,Provisional
202305,3503000901,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; not specially prepared for use as culture media, edible gelatin",KGM,"1,807,433","1,818,548","113,384",Provisional
202305,3503000909,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; not specially prepared for use as culture media, not edible gelatin",KGM,"12,800","13,319","1,014",Provisional
202305,3503001900,"Glues; glues of animal origin, excluding casein glues of heading no. 3501",KGM,"242,752","243,360","17,125",Provisional
202305,3504000019,"Peptones and their derivatives; other protein substances and their derivatives, n.e.c. or included; hide powder, whether or not chromed",KGM,"1,764,217","1,905,732","107,396",Provisional
202305,3505100001,Dextrins,KGM,"1,809,491","1,824,217","200,955",Provisional
202305,3505100009,"Starches; modified, except dextrins",KGM,"1,613,678","1,811,157","768,405",Provisional
202305,3505200000,Glues; based on starches or on dextrins or other modified starches,KGM,"69,147","95,251","29,685",Provisional
202305,3506100008,"Glues or adhesives; prepared, products put up for retail sale as glues or adhesives, weight not over 1kg, in aerosol containers, not containing chlorofluorocarbons",NMB,"7,563","8,376",657,Provisional
202305,3506100019,"Glues or adhesives; prepared products suitable for use as glues or adhesives, put up for retail sale, not over 1kg net weight, not in aerosol containers",KGM,"1,667,680","1,783,422","140,657",Provisional
202305,3506911013,"Adhesives; prepared, based on polymers of 3901 to 3913 or on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, in aerosols, not containing chlorofluorocarbons",NMB,"1,101","1,339",15,Provisional
202305,3506911015,"Adhesives; prepared, based on polymers of 3901 to 3913 or on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, liquids, not in aerosol containers",KGM,"4,757","8,617",290,Provisional
202305,3506911019,"Adhesives; prepared, based on polymers of 3901 to 3913 or on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, pastes",KGM,"5,194","7,587",42,Provisional
202305,3506911021,"Adhesives; prepared, based on rubber, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, other than liquids and pastes",KGM,56,124,0,Provisional
202305,3506911029,"Adhesives; prepared, based on polymers of 3901 to 3913, optically clear free-film or curable liquid adhesives used in flat panel displays or touch-sensitive screens, other than liquids and pastes",KGM,"19,359","20,461",590,Provisional
202305,3506911915,"Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber, liquids, not in aerosol containers, n.e.c. in item no. 3506.91",KGM,"586,764","610,041","54,248",Provisional
202305,3506911919,"Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber, pastes, n.e.c. in item no. 3506.91",KGM,"223,728","246,185","24,467",Provisional
202305,3506911921,"Adhesives; prepared, based on rubber, other than liquids and pastes, n.e.c. in item no. 3506.91",KGM,"16,668","17,760","8,496",Provisional
202305,3506911929,"Adhesives; prepared, based on polymers of heading 3901 to 3913, other than liquids and pastes, n.e.c. in item no. 3506.91",KGM,"1,998,886","2,111,689","281,782",Provisional
202305,3506990008,"Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg, in aerosol containers, not containing chlorofluorocarbons",NMB,"2,028","2,318","2,029",Provisional
202305,3506990019,"Glues and other adhesives; prepared, n.e.c. in heading no. 3506, not exceeding a net weight of 1kg, not in aerosol containers",KGM,"996,564","1,049,888","117,091",Provisional
202305,3507900000,Enzymes and prepared enzymes; other than rennet and concentrates thereof,,"1,544,388","1,578,378",,Provisional
202305,3602000009,"Explosives, prepared; excluding propellent powders, dynamite or gelignite",KGM,"1,275,826","1,525,897","92,299",Provisional
202305,3603100000,Safety fuses,,"317,692","352,826",,Provisional
202305,3603200000,Detonating cords,,"124,271","146,371",,Provisional
202305,3603600000,Electric detonators,,"283,637","323,553",,Provisional
202305,3604100900,"Pyrotechnic products; fireworks, other than plaited in strings",,"146,081","154,488",,Provisional
202305,3604900900,"Pyrotechnic products; signalling flares, rain rockets, fog signals and other pyrotechnic products n.e.c. in chapter 36",,"47,716","62,210",,Provisional
202305,3605000001,Matches; in boxes containing not more than 60,HBX,"151,462","151,689","1,159",Provisional
202305,3606900100,"Fuels; ferro-cerium and other pyrophoric alloys in all forms, prepared for use",,722,949,,Provisional
202305,3606900900,Combustible materials; n.e.c. in chapter 36,,"1,525,038","1,693,570",,Provisional
202305,3701100000,"Photographic plates and film; for x-ray, in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles",,"30,145","30,737",,Provisional
202305,3701200000,"Photographic plates and film; instant print film, in the flat, sensitised, unexposed, whether or not in packs",,"336,894","362,297",,Provisional
202305,3701300900,"Photographic plates and film; in the flat, sensitised, unexposed, with any side exceeding 255mm, of any material other than paper, paperboard or textiles, n.e.c. in heading no. 3701",,"823,377","847,542",,Provisional
202305,3701990500,"Photographic plates and film; polyester film, (for other than colour photography), in the flat, sensitised for development by a diazo process, unexposed, without a side exceeding 255mm",,"2,746","2,892",,Provisional
202305,3701990900,"Photographic plates and film; (for other than colour photography), in the flat, sensitised, unexposed, with no side exceeding 255mm, n.e.c. in heading no. 3701",,14,16,,Provisional
202305,3702320019,"Photographic film; with silver halide emulsion, other than instant print film, in rolls, sensitised, unexposed, without perforations, of a width not exceeding 105mm (other than of paper, paperboard or textiles)",,"10,272","10,637",,Provisional
202305,3702390019,"Photographic film; in rolls, sensitised, unexposed, without perforations, width not exceeding 105mm, n.e.c. in item no. 3702.3 (other than of paper, paperboard or textiles)",,"4,163","4,163",,Provisional
202305,3702430019,"Photographic film; in rolls, sensitised, unexposed, without perforations, of a width exceeding 610mm and of a length not exceeding 200m, n.e.c. in item no. 3702.43 (other than of paper, paperboard or textiles)",,"2,749","2,985",,Provisional
202305,3702440019,"Photographic film; in rolls, sensitised, unexposed, without perforations, of a width exceeding 105mm but not exceeding 610mm, n.e.c. in item no. 3702.44 (other than of paper, paperboard or textiles)",,"91,665","92,540",,Provisional
202305,3702530012,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, 35mm colour slide film, 24 and 36 exposure (other than of paper, paperboard or textiles)",NRL,36,37,1,Provisional
202305,3702530029,"Photographic film; for colour photography (polychrome) slides, in rolls, sensitised, unexposed, width exceeding 16mm but not 35mm, of a length not exceeding 30m; n.e.c. in item no. 3702.53 (not of paper, paperboard or textiles)",NRL,"6,623","6,945",400,Provisional
202305,3702540014,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a length not exceeding 30m, not film for slides; 35mm (other than APS and cinematograph) colour film, 24 and 36 exposure (not of paper, paperboard or textiles)",NRL,"24,390","25,640","1,011",Provisional
202305,3702540016,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, width exceeding 16mm but not 35mm and length not exceeding 30m, excluding film for slides; 120 colour film (other than of paper, paperboard or textiles)",NRL,"1,926","2,168",120,Provisional
202305,3702540029,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, width exceeding 16mm but not 35mm and length not exceeding 30m, excluding film for slides; n.e.c. in 3702.54 (other than of paper, paperboard or textiles)",NRL,"6,197","6,482",222,Provisional
202305,3702560000,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)",,"1,208","1,342",,Provisional
202305,3702960015,"Photographic film; other than for colour photography, other than cinematograph, in rolls, sensitised, unexposed, of a width not exceeding 16mm and of a length not exceeding 14m (other than of paper, paperboard or textiles)",,29,31,,Provisional
202305,3702960039,"Photographic film; other than for colour photography, other than cinematograph, in rolls, sensitised, unexposed, of a width exceeding 16mm but not over 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)",,"1,835","2,051",,Provisional
202305,3702970029,"Photographic film; other than for colour photography, polyester sensitised for development by a diazo process, in rolls, unexposed, of a width exceeding 16mm but not exceeding 35mm and of a length exceeding 30m (other than paper, paperboard or textiles)",,"1,001","1,153",,Provisional
202305,3702970039,"Photographic film; other than for colour photography, other than cinematograph, in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length over 30m (other than of paper, paperboard or textiles)",,"20,812","22,256",,Provisional
202305,3702980019,"Photographic film; other than for colour photography and other than polyester film sensitised for development by a diazo process, in rolls, unexposed, of a width exceeding 35mm (other than paper, paperboard or textiles)",,"2,511","2,768",,Provisional
202305,3703100009,"Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm (excluding dyeline, diazo and blueprint papers)",,"8,619","8,901",,Provisional
202305,3703200002,"Photographic paper, paperboard and textiles; for colour photography (polychrome), (in rolls of a width not exceeding 305mm), sensitised, unexposed, (other than dyeline, diazo and blueprint paper)",,"87,275","89,158",,Provisional
202305,3703200003,"Photographic paper, paperboard and textiles; for colour photography (polychrome), (in rolls of a width exceeding 305 mm and not exceeding 610mm), sensitised, unexposed, (other than dyeline, diazo and blueprint paper)",,287,300,,Provisional
202305,3703200004,"Photographic paper, paperboard and textiles; for colour photography (polychrome), in sheets, sensitised, unexposed, (other than dyeline, diazo and blueprint paper)",,"2,710","2,802",,Provisional
202305,3703900004,"Photographic paper, paperboard and textiles; (excluding dyeline, diazo and blueprint papers), (in sheets, for other than colour photography), sensitised, unexposed",,"10,571","11,320",,Provisional
202305,3705009010,"Photographic plates and film; exposed and developed, other than cinematographic film, for offset reproduction",,30,30,,Provisional
202305,3705009015,"Photographic plates and film; exposed and developed, microfilms, microfiche",,480,493,,Provisional
202305,3705009019,"Photographic plates and film; exposed and developed, n.e.c. in heading no. 3705",,"45,867","46,508",,Provisional
202305,3707100000,"Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",,734,773,,Provisional
202305,3707909000,"Photographic goods; chemical preparations, unmixed products, put up in measured portions or put up for retail sale in a form ready for use, other than sensitising emulsions or flash light materials",,"1,461,899","1,540,226",,Provisional
202305,3801100000,Graphite; artificial,KGM,"34,013","35,188","2,171",Provisional
202305,3801200900,"Graphite; colloidal or semi-colloidal, other than suspensions in oil",,"12,223","12,240",,Provisional
202305,3801300000,Carbonaceous pastes; for electrodes and similar pastes for furnace linings,,"496,843","496,843",,Provisional
202305,3801900909,"Graphite; in paste form, suited for other than aviation use",KGM,"1,300","1,337",1,Provisional
202305,3802100000,Carbon; activated,KGM,"420,287","478,568","81,393",Provisional
202305,3802900009,"Chemical products; activated natural mineral products, other than animal black",KGM,"71,550","76,041","39,580",Provisional
202305,3803000000,"Chemical products; tall oil, whether or not refined",LTR,"53,539","53,539","16,329",Provisional
202305,3804000900,"Lyes, residual; from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates but excluding tall oil and concentrated sulphite lye",KGM,"99,266","108,614","72,808",Provisional
202305,3805100000,"Terpenic oils; gum, wood or sulphate turpentine oils",LTR,"248,343","295,139","97,900",Provisional
202305,3805900019,"Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.c. in heading no. 3805",LTR,"1,806","1,811",672,Provisional
202305,3806100000,Rosin and resin acids,KGM,"45,786","46,642","18,001",Provisional
202305,3806200001,"Rosin and resin; salts of rosin or of resin acids, other than salts of rosin adducts",KGM,"10,732","10,732",800,Provisional
202305,3806900019,"Rosin; spirit and oils, other than waste and scrap, (other than of ester gums, other than run gums)",KGM,"33,697","36,133","16,419",Provisional
202305,3808591016,"Insecticides; containing goods specified in Subheading Note 1 to this Chapter, not DDT (ISO) (clofenotane (INN)), in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,"237,584","238,570","51,087",Provisional
202305,3808591020,"Insecticides; containing goods specified in Subheading Note 1 to this Chapter, not DDT (ISO) (clofenotane (INN)), not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"161,113","278,493",,Provisional
202305,3808592040,"Fungicides; containing goods specified in Subheading Note 1 to this Chapter, other than tributyltin compounds, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"58,236","61,284",,Provisional
202305,3808593030,"Herbicides; containing goods specified in Subheading Note 1 to this Chapter, other than 2,4,5-trichlorophenoxyacetic acid (2,4,5-T); not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"612,856","628,354",,Provisional
202305,3808593040,"Anti-sprouting products and plant growth regulators; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"3,061","3,322",,Provisional
202305,3808594016,"Disinfectants; containing goods specified in Subheading Note 1 to this Chapter, in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,"1,687","2,292",26,Provisional
202305,3808594020,"Disinfectants; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"619,055","675,772",,Provisional
202305,3808599016,"Rodenticides and other similar products; containing goods specified in Subheading Note 1 to this Chapter, in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,865,939,24,Provisional
202305,3808599020,"Rodenticides and other similar products; containing goods specified in Subheading Note 1 to this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"25,528","27,264",,Provisional
202305,3808610029,"Insecticides; containing goods named in Subheading Note 2 to this Chapter, without organo-phosphorous compounds, in aerosol containers, with no chlorofluorocarbons, for retail sale or as preparations or articles, of a net weight content 300g or less",LTR,"6,966","7,471",152,Provisional
202305,3808610031,"Insecticide impregnated articles; containing goods from Subheading Note 2 to this Chapter, without organo-phosphorous compounds, not in aerosol containers, in forms/packings for retail sale or as preparations/articles, of a net weight of 300g or less",,"16,224","17,232",,Provisional
202305,3808910020,"Insecticides; other than containing goods of Subheading Notes 1 & 2 to this Chapter, containing organo-phosphorous compounds, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"4,587","4,667",,Provisional
202305,3808910030,"Insecticides; not containing products of Subheading Notes 1 & 2 to this Chapter, other than organo-phosphorous compounds, in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",LTR,"110,905","121,243","12,253",Provisional
202305,3808910032,"Insecticides; not containing goods of Subheading Notes 1 & 2 to this Chapter, other than organo-phosphorous compounds, not in aerosol containers, articles impregnated with insecticides, in forms or packings for retail sale or as preparations or articles",,"97,345","111,957",,Provisional
202305,3808910050,"Insecticides; not containing goods of Subheading Notes 1 & 2 to this Chapter; n.e.c. in item no. 3808.91, put up in forms or packings for retail sale or as preparations or articles",KGM,"2,653,879","2,736,108","136,784",Provisional
202305,3808920080,"Fungicides; n.e.c. in heading 3808.92, put up in forms or packings for retail sale or as preparations or articles",,"7,885,225","8,179,710",,Provisional
202305,3808930015,"Herbicides; containing triazine compounds other than atrazine or simazine, other than containing goods of Subheading Note 1 to this Chapter, put up in forms or packings for retail sale or as preparations or articles",,"164,702","170,702",,Provisional
202305,3808930019,"Herbicides; containing carboxylic acids with phenol function, salts, esters, and salts thereof, other than containing goods of Subheading Note 1 to this Chapter, put up in forms or packings for retail sale or as preparations or articles",,"82,289","86,636",,Provisional
202305,3808930025,"Herbicides; containing 2,4-dichlorophenoxyacetic acid and salts and esters thereof, other than containing goods of Subheading Note 1 in this Chapter, put up in forms or packings for retail sale or as preparations or articles",,"405,363","423,544",,Provisional
202305,3808930033,"Herbicides; n.e.c. in item no. 3808.93.00.10 to 3808.93.00.31, other than containing goods of Subheading Note 1 in this Chapter, put up in forms or packings for retail sale or as preparations or articles",,"55,852","64,539",,Provisional
202305,3808930048,"Herbicides; other than containing methyl bromide or bromochloromethane, n.e.c. in item no. 3808.93.09, put up in forms or packings for retail sale or as preparations or articles",,"7,363,277","7,698,324",,Provisional
202305,3808930056,"Anti-sprouting products and plant growth regulators; other than containing goods of Subheading Note 1 in this Chapter, in aerosol containers, not containing chlorofluorocarbons, put up in forms or packings for retail sale or as preparations or articles",,"189,920","192,262",,Provisional
202305,3808930060,"Anti-sprouting products and plant growth regulators; other than containing goods of Subheading Note 1 in this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"3,844,149","3,984,275",,Provisional
202305,3808940018,"Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter, in aerosol containers, not containing chlorofluorocarbons, put up in forms or packings for retail sale or as preparations or articles",NMB,593,"1,018",86,Provisional
202305,3808940040,"Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter, not in aerosol containers, put up in forms or packings for retail sale or as preparations or articles",,"840,630","933,783",,Provisional
202305,3808990022,"Rodenticides and other similar products n.e.c. in heading no. 3808.9; other than containing goods specified in Subheading Note 1 in this Chapter, in aerosol containers, containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,"3,222","4,334",198,Provisional
202305,3808990030,"Rodenticides and other similar products n.e.c. in heading no. 3808.9; other than containing goods specified in Subheading Note 1 in this Chapter, in aerosol containers, not containing chlorofluorocarbons, for retail sale or as preparations or articles",NMB,100,100,4,Provisional
202305,3808990080,"Rodenticides and other similar products; n.e.c. in heading no. 3808, put up in forms or packings for retail sale or as preparations or articles",,"1,957,656","2,115,570",,Provisional
202305,3809910908,"Finishing agents; used in the textile industry (not dye carriers and those with a basis of amylaceous substances) in aerosol containers, not containing chlorofluorocarbons",NMB,"10,563","10,953",370,Provisional
202305,3809910919,Finishing agents; used in the textile industry (excluding dye-carriers and those with a basis of amylaceous substances) not in aerosol containers,KGM,"523,038","621,702","273,780",Provisional
202305,3809920900,Finishing agents; used in the paper industry (excluding dye carriers and those with a basis of amylaceous substances),KGM,"245,770","262,369","59,806",Provisional
202305,3809930909,"Finishing agents; used in the leather or like (excluding paper and textile) industries, (excluding dye carriers and those with a basis of amylaceous substances), in aerosol containers, not containing chlorofluorocarbons",NMB,"2,111","2,180",50,Provisional
202305,3809930919,"Finishing agents; (excluding dye carriers and those with a basis of amylaceous substances), not in aerosol containers, used in the leather or like industries",KGM,"228,859","234,249","64,180",Provisional
202305,3810100000,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metals and other materials",,"101,207","110,955",,Provisional
202305,3810900001,"Fluxes and other auxiliary preparations; for soldering, brazing or welding",,"144,436","150,090",,Provisional
202305,3810900009,Welding preparations; of a kind used as cores or coatings for welding electrodes or rods,,"122,034","125,449",,Provisional
202305,3811190000,"Anti-knock preparations, other than those based on lead compounds",LTR,"2,840","2,994",261,Provisional
202305,3811210000,Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals,,"129,233","134,550",,Provisional
202305,3811290000,Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals,,"47,987","48,911",,Provisional
202305,3811900000,"Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811",,"541,350","566,104",,Provisional
202305,3812100000,Rubber accelerators; prepared,,"9,736","10,461",,Provisional
202305,3812200000,"Plasticisers, compound; for rubber or plastics",,"25,404","25,611",,Provisional
202305,3812310000,"Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",,"2,014","2,164",,Provisional
202305,3812390000,"Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, other than mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",,"152,454","156,306",,Provisional
202305,3813000037,"Fire-extinguishers; preparations and charges, (not containing bromofluorocarbons), n.e.c. in heading no. 3813",,"22,586","23,409",,Provisional
202305,3813000059,Fire-extinguishers; charged fire-extinguishing grenades n.e.c. in heading no. 3813,,"44,823","48,429",,Provisional
202305,3814000025,"Solvents and thinners, organic composite types n.e.c. or included, prepared paint or varnish removers, in aerosol containers, n.e.c. in heading no. 3814",NMB,"53,411","56,740","7,551",Provisional
202305,3814000039,"Solvents and thinners; organic composite types n.e.c. or included, prepared paint or varnish removers, not in aerosol containers n.e.c. in heading no. 3814",LTR,"508,659","551,424","73,107",Provisional
202305,3815110000,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included",,"1,930,844","1,958,944",,Provisional
202305,3815120000,"Catalysts, supported; reaction initiators, reaction accelerators, and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included",,449,481,,Provisional
202305,3815190000,"Catalysts, supported; reaction initiators, reaction accelerators, and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included",,"2,439","2,756",,Provisional
202305,3815900100,"Catalysts, unsupported; compound, reaction initiators, reaction accelerators and catalytic preparations n.e.c. in chapter 38",,"17,746","19,914",,Provisional
202305,3815900900,"Catalysts, unsupported; (not compound), reaction initiators, reaction accelerators and catalytic preparations n.e.c. in chapter 38",,"587,423","614,009",,Provisional
202305,3816001000,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01; dolomite ramming mix",KGM,"53,312","56,669",40,Provisional
202305,3816002020,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, of magnesite",KGM,"63,098","64,106","21,600",Provisional
202305,3816002030,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, containing by weight of alumina not more than 40%",KGM,"28,078","30,679","9,400",Provisional
202305,3816002032,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, containing by weight of alumina more than 40% but not more than 60%",KGM,"46,728","48,592","30,040",Provisional
202305,3816002034,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, containing by weight of alumina more than 60% but not more than 80%",KGM,"45,640","46,369","16,332",Provisional
202305,3816002036,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, containing by weight of alumina more than 80%",KGM,"156,632","186,167","66,700",Provisional
202305,3816002040,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, n.e.c. in item no. 3816.00",KGM,"135,952","150,057","81,077",Provisional
202305,3817000011,"Alkylbenzenes, mixed; other than those of heading no. 2707 or 2902",,"40,076","40,640",,Provisional
202305,3818000000,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",,"3,911","4,413",,Provisional
202305,3819000000,"Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",,"687,587","734,763",,Provisional
202305,3820000000,Anti-freezing preparations and prepared de-icing fluids,,"1,171,791","1,254,390",,Provisional
202305,3821000010,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",,"1,077,400","1,201,283",,Provisional
202305,3822130000,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for blood grouping",,"26,290","37,326",,Provisional
202305,3822190000,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; n.e.c.in item 3822.1",,"10,636,806","11,134,293",,Provisional
202305,3822900000,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, or put up in the form of kits, other than those of heading 30.06; certified reference materials, n.e.c. in heading 3822",,"4,750,723","5,062,131",,Provisional
202305,3823110000,"Industrial monocarboxylic fatty acids, acid oils from refining; stearic acid",KGM,"14,361","15,524","4,000",Provisional
202305,3823120000,"Industrial monocarboxylic fatty acids, acid oils from refining; oleic acid",KGM,"157,319","158,265","62,260",Provisional
202305,3823199000,"Acid oils from refining; (other than stearic acid, oleic acid or tall oil fatty acids)",KGM,"2,844","2,885",3,Provisional
202305,3823700001,Industrial fatty alcohols; having a waxy character,LTR,"43,670","45,368","12,020",Provisional
202305,3823700009,Industrial fatty alcohols; other than having a waxy character,LTR,"29,334","32,943","14,600",Provisional
