Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201908,3005900929,"Wadding, gauze, bandages, and similar articles; n.e.c. in heading no. 3005, non-adhesive, impregnated or coated with pharmaceutical substances, in packings for retail sale for medical, surgical or veterinary purposes",,"211,841",,"40,284",,"252,125",,Final,,,,
201908,3006100500,"Pharmaceutical goods, sterile, surgical or dental; of plastics, of polymers of ethylene, plates, sheets, film, foil and strip, non-cellular, not combined with other materials, exceeding 0.5mm thick or 20cm wide",KGM,0,0,"23,266",350,"23,266",350,Final,,,,
201908,3006105300,"Pharmaceutical goods, sterile, surgical or dental; of plastics, plates, sheets, film, foil and strip, cellular or combined with other materials, n.e.c. in item no. 3006.10",KGM,"1,266",52,0,0,"1,266",52,Final,,,,
201908,3006108919,"Pharmaceutical goods, sterile, surgical or dental; n.e.c. in item no. 3006.10 (other than sterile surgical catgut)",,"32,313",,31,,"32,344",,Final,,,,
201908,3006400100,Pharmaceutical goods; dental cements and other dental fillings,,"8,308",,"1,611",,"9,919",,Final,,,,
201908,3006500000,Pharmaceutical goods; first aid boxes and kits,,"6,209",,"6,360",,"12,569",,Final,,,,
201908,3006600011,Pharmaceutical goods; chemical contraceptive preparations based on hormones or on spermicides,,"1,351",,840,,"2,191",,Final,,,,
201908,3006700000,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,582,,315,,897,,Final,,,,
201908,3006910010,"Pharmaceutical goods; appliances for ostomy use, Ileo-colostomy drainage bags, disposable",CEN,0,0,"1,239",10,"1,239",10,Final,,,,
201908,3006910019,"Pharmaceutical goods; appliances for ostomy use, n.e.c. in item no. 3006.91",,"59,081",,4,,"59,085",,Final,,,,
201908,3101000019,"Fertilizers, animal or vegetable; whether or not mixed together, not chemically treated",KGM,"100,849","51,806",0,0,"100,849","51,806",Final,,,,
201908,3102100000,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",KGM,"63,438","73,600",0,0,"63,438","73,600",Final,,,,
201908,3102210000,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",KGM,122,125,0,0,122,125,Final,,,,
201908,3102300000,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",KGM,0,0,"30,485","13,000","30,485","13,000",Final,,,,
201908,3102600000,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate",KGM,0,0,"9,178","6,428","9,178","6,428",Final,,,,
201908,3103190000,"Fertilizers, mineral or chemical; phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",KGM,162,25,0,0,162,25,Final,,,,
201908,3104200000,"Fertilizers, mineral or chemical; potassic, potassium chloride",KGM,"4,415","1,025",0,0,"4,415","1,025",Final,,,,
201908,3104300000,"Fertilizers, mineral or chemical; potassic, potassium sulphate",KGM,863,500,0,0,863,500,Final,,,,
201908,3104900015,"Fertilizers, mineral or chemical; potassic, magnesium potassium sulphate",KGM,"2,810",200,0,0,"2,810",200,Final,,,,
201908,3105200000,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",KGM,"57,524","29,070","7,286","1,228","64,810","30,298",Final,,,,
201908,3105300000,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)",KGM,0,0,"1,545",375,"1,545",375,Final,,,,
201908,3105590000,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",KGM,"73,882","22,000",0,0,"73,882","22,000",Final,,,,
201908,3105600000,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium",KGM,"29,712","27,004",0,0,"29,712","27,004",Final,,,,
201908,3105900000,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",KGM,"80,818","41,374","5,920",400,"86,738","41,774",Final,,,,
201908,3202900900,"Tanning substances; inorganic tanning substances, tanning preparations whether or not containing natural tanning substances and enzymatic substances preparations for pre-tanning",,"8,086",,0,,"8,086",,Final,,,,
201908,3203000001,"Colouring matter of vegetable origin including dyeing extracts, whether or not chemically defined; preparations as specified in Note 3 to this chapter based on colouring matter of vegetable origin",,"23,292",,"20,848",,"44,140",,Final,,,,
201908,3204160000,Dyes; reactive dyes and preparations based thereon,,221,,11,,232,,Final,,,,
201908,3204170000,Dyes; pigments and preparations based thereon,,"35,740",,"41,451",,"77,191",,Final,,,,
201908,3204190000,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",,"7,408",,0,,"7,408",,Final,,,,
201908,3204200000,Dyes; synthetic organic products of a kind used as fluorescent brightening agents,,"7,451",,0,,"7,451",,Final,,,,
201908,3204900000,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",,"49,975",,0,,"49,975",,Final,,,,
201908,3205000000,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,KGM,471,110,0,0,471,110,Final,,,,
201908,3206190000,"Colouring matter; pigments and preparations based on titanium dioxide, containing less than 80% by weight of titanium dioxide calculated on the dry weight",KGM,"75,031","4,393","14,850","3,105","89,881","7,498",Final,,,,
201908,3206200000,Colouring matter; pigments and preparations based on chromium compounds,KGM,0,0,512,50,512,50,Final,,,,
201908,3206490019,Colouring matter; other preparations n.e.c. in item no. 3206.4,KGM,"51,322","5,873","59,077","2,485","110,399","8,358",Final,,,,
201908,3207100000,"Pigments; prepared pigments, opacifiers, colours and similar preparations",KGM,"34,778","1,951","6,485",840,"41,263","2,791",Final,,,,
201908,3207200000,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",KGM,"74,064",990,0,0,"74,064",990,Final,,,,
201908,3207400000,"Glass; glass frit and other glass, in the form of powder, granules or flakes",KGM,"209,040","1,807",0,0,"209,040","1,807",Final,,,,
201908,3208101909,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,"4,590","1,452",0,0,"4,590","1,452",Final,,,,
201908,3208101928,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"1,055",312,154,24,"1,209",336,Final,,,,
201908,3208101939,"Paints and enamels; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"540,936","63,231",0,0,"540,936","63,231",Final,,,,
201908,3208102919,"Varnishes and lacquers; based on polyesters, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,"4,301",340,0,0,"4,301",340,Final,,,,
201908,3208200100,"Paints; solutions, based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium",KGM,0,0,952,140,952,140,Final,,,,
201908,3208201909,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), containing organotin compounds other than low release copolymer type",KGM,403,40,0,0,403,40,Final,,,,
201908,3208201928,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"65,887",380,0,0,"65,887",380,Final,,,,
201908,3208201939,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"98,570","8,242","19,193","1,164","117,763","9,405",Final,,,,
201908,3208202908,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), in aerosol containers, not containing chlorofluorocarbons",NMB,75,5,0,0,75,5,Final,,,,
201908,3208202919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium, (other than dental cavity liners and sealers), not in aerosol containers",KGM,"66,561","7,495",0,0,"66,561","7,495",Final,,,,
201908,3208901909,"Paints and varnishes; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, containing organotin compounds, not low release copolymer type",KGM,"37,610",177,"4,656","3,000","42,266","3,177",Final,,,,
201908,3208901928,"Paints and enamels; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, in aerosol containers, not containing chlorofluorocarbons",NMB,"200,465","32,872",0,0,"200,465","32,872",Final,,,,
201908,3208901939,"Paints and varnishes; (other than pearl essence), based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, not in aerosol containers",KGM,"468,231","48,644",278,20,"468,509","48,664",Final,,,,
201908,3208902919,"Varnishes and lacquers; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium, (not dental cavity liners and sealers), not in aerosol containers",KGM,"163,174","17,884","147,337","9,120","310,511","27,004",Final,,,,
201908,3209100909,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,440,112,0,0,440,112,Final,,,,
201908,3209100928,"Paints and enamels; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), in aerosol containers, not containing chlorofluorocarbons",NMB,"6,883",583,0,0,"6,883",583,Final,,,,
201908,3209100939,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"952,525","81,281","52,440","5,892","1,004,965","87,174",Final,,,,
201908,3209101919,"Varnishes and lacquers; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,"6,399",800,0,0,"6,399",800,Final,,,,
201908,3209900909,"Paints and enamels; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, (other than pearl essence), containing organotin compounds, other than low release copolymer type",KGM,836,200,0,0,836,200,Final,,,,
201908,3209900939,"Paints and enamels; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, (other than pearl essence), not in aerosol containers",KGM,"53,229","6,435","14,287",930,"67,516","7,365",Final,,,,
201908,3209901919,"Varnishes and lacquers; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium, not in aerosol containers",KGM,"2,000",225,"13,220","15,023","15,220","15,248",Final,,,,
201908,3210000907,"Paints and enamels; in aerosol containers, not containing chlorofluorocarbons",NMB,"181,673","55,522",0,0,"181,673","55,522",Final,,,,
201908,3210000918,"Paints and enamels; n.e.c. in chapter 32, not in aerosol containers",KGM,"28,145","3,075",0,0,"28,145","3,075",Final,,,,
201908,3210000939,"Varnishes and lacquers; n.e.c. in chapter 32, not in aerosol containers",KGM,"23,647","2,155",0,0,"23,647","2,155",Final,,,,
201908,3210000959,"Paints, varnishes and prepared water pigments; of a kind used for finishing leather, n.e.c. in chapter 32, not in aerosol containers",KGM,"50,831","4,959",0,0,"50,831","4,959",Final,,,,
201908,3211000000,Driers; prepared,LTR,"4,542","1,360",0,0,"4,542","1,360",Final,,,,
201908,3212100000,"Pigments; of a kind used in the manufacture of paints, stamping foils",,"5,105",,0,,"5,105",,Final,,,,
201908,3212900029,"Pigments; of a kind used in the manufacture of paints, dyes and other colouring matter, n.e.c. in item no. 3212.90.00",KGM,"2,365",36,0,0,"2,365",36,Final,,,,
201908,3213100021,"Colours; in sets, children's watercolours",,0,,80,,80,,Final,,,,
201908,3213100029,"Colours; in sets, of a kind used by artists or students, other than paints and enamels of a kind used on recreational models in containers not exceeding 22 ml, other than children's watercolours or finger paints.",,75,,214,,289,,Final,,,,
201908,3213900017,Colours; (other than in sets) children's watercolours,,"40,499",,0,,"40,499",,Final,,,,
201908,3213900029,"Colours; (other than in sets) of a kind used by artists and students, other than paints and enamels of a kind used on recreational models in containers not exceeding 22 ml, other than children's watercolours or finger paints",,0,,"1,872",,"1,872",,Final,,,,
201908,3214100100,"Mastics; painters' fillings, glaziers' putty, wood fillers, plastic wood",KGM,"5,759",488,"1,132",54,"6,891",543,Final,,,,
201908,3214100909,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, plaster based (containing calcined gypsum/calcium sulphate)",,334,,0,,334,,Final,,,,
201908,3214100911,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, liquids, pastes, other than plaster based compounds",,"8,752",,"5,651",,"14,403",,Final,,,,
201908,3214100912,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), gypsum based finishing compounds, (other than liquids, pastes), other than plaster based compounds",,"9,380",,0,,"9,380",,Final,,,,
201908,3214100919,"Mastics; painters' fillings, (other than glaziers' putty, wood fillers, plastic wood etc), other than plaster or gypsum based compounds",,"311,902",,"19,536",,"331,438",,Final,,,,
201908,3214900000,"Mastics; non-refractory surfacing preparations and preparations for facades, indoor walls, floors, ceilings or the like, n.e.c. in item 3214.90",,"154,008",,"20,237",,"174,245",,Final,,,,
201908,3215110019,"Ink; printing, black, n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"122,254","5,530","228,322","3,695","350,576","9,225",Final,,,,
201908,3215190000,"Ink; for printing, other than black, whether or not concentrated or solid",KGM,"108,227","5,185","279,894","7,553","388,121","12,739",Final,,,,
201908,3215900700,"Ink; ink cartridges incorporating mechanical or electrical components, and thermoplastic or electrostatic toner cartridges, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39",KGM,921,11,"174,672",938,"175,593",949,Final,,,,
201908,3215900901,Ink; stencilling inks and inks for similar purposes,KGM,31,1,763,104,794,105,Final,,,,
201908,3215900919,"Ink; writing, drawing and other inks n.e.c. in heading no. 3215, whether or not concentrated or solid",KGM,"20,932","3,743","8,742",205,"29,674","3,947",Final,,,,
201908,3301190019,"Oils, essential; of citrus fruits (terpeneless or not), including concretes and absolutes, other than of orange, lemon, bergamot or lime",KGM,"2,377",315,0,0,"2,377",315,Final,,,,
201908,3301290019,"Oils, essential; of lavender or of lavandin (terpeneless or not), including concretes and absolutes",KGM,"7,062",22,0,0,"7,062",22,Final,,,,
201908,3301290029,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",KGM,"379,967","3,288",47,1,"380,014","3,289",Final,,,,
201908,3301900100,"Oils, essential; aqueous distillates and aqueous solutions thereof, culinary or flavouring",,"40,242",,0,,"40,242",,Final,,,,
201908,3301900900,"Oils, essential; aqueous distillates and aqueous solutions thereof, other than culinary or flavouring",,"7,340",,0,,"7,340",,Final,,,,
201908,3301901909,"Oils; essential; extracted oleoresins, (other than of opium, liquorice, hops or of pyrethrum or the roots of plants containing rotenone)",KGM,0,0,323,10,323,10,Final,,,,
201908,3301901919,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, (obtained by enfleurage or maceration), terpenic by-products of the deterpenation of essential oils, n.e.c. in heading no. 3301",KGM,"79,614",776,"41,766",160,"121,380",936,Final,,,,
201908,3302101000,"Odoriferous substances and mixtures; preparations of a kind used for the manufacture of beverages, containing an alcohol strength by volume not exceeding 0.5% vol.",KGM,"6,917","2,087",0,0,"6,917","2,087",Final,,,,
201908,3302107900,"Odoriferous substances and mixtures; preparations used for the manufacture of beverages, containing an alcohol strength by volume of more than 14% vol., but not more than 23% vol., not for further manufacture",LTR,"5,836",19,0,0,"5,836",19,Final,,,,
201908,3302109001,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in heading no. 3302, mixtures of natural or essential oils",KGM,"51,691","2,698",0,0,"51,691","2,698",Final,,,,
201908,3302109011,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, culinary preparations",LTR,"35,632","2,743",0,0,"35,632","2,743",Final,,,,
201908,3302109013,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, non-spirituous preparations for use in the manufacture of beverages",LTR,"8,634",394,0,0,"8,634",394,Final,,,,
201908,3302109019,"Odoriferous substances and mixtures; of a kind used in the food and drink industries, n.e.c. in item no. 3302.10.90, (excluding mixtures of natural or essential oils, culinary preparations or non-spirituous preparations)",,"216,918",,"3,854",,"220,772",,Final,,,,
201908,3302900001,"Odoriferous substances and mixtures; mixtures of natural essential oils, used in industries other than the food or drink industries",KGM,"285,208","4,980",0,0,"285,208","4,980",Final,,,,
201908,3302900019,"Odoriferous substances and mixtures; n.e.c. in item no. 3302.90, used in industries other than the food or drink industries",,"33,847",,"1,822",,"35,669",,Final,,,,
201908,3303000119,"Perfumes and toilet waters, perfumed spirits, not in aerosol containers",LTR,"3,356",146,"21,288",24,"24,644",170,Final,,,,
201908,3303000919,"Perfumes and toilet waters, (other than perfumed spirits), not in aerosol containers",,"20,460",,"29,865",,"50,325",,Final,,,,
201908,3304100000,Cosmetic and toilet preparations; lip make-up,,"134,086",,"68,889",,"202,975",,Final,,,,
201908,3304200000,Cosmetic and toilet preparations; eye make-up,,"24,148",,"117,507",,"141,655",,Final,,,,
201908,3304300019,"Cosmetic and toilet preparations; manicure or pedicure preparations, not in aerosol containers",,"34,429",,"12,089",,"46,518",,Final,,,,
201908,3304910000,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",,"110,698",,"13,474",,"124,172",,Final,,,,
201908,3304990008,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations), in aerosol containers, not containing chlorofluorocarbons",NMB,"19,747","4,758",0,0,"19,747","4,758",Final,,,,
201908,3304990019,"Cosmetic and toilet preparations, n.e.c. in heading no. 3304, for the care of the skin, not in aerosol containers",,"9,976,721",,"1,856,180",,"11,832,901",,Final,,,,
201908,3305100000,Hair preparations; shampoos,,"629,163",,"2,556",,"631,719",,Final,,,,
201908,3305200000,Hair preparations; for permanent waving or straightening,,"6,762",,0,,"6,762",,Final,,,,
201908,3305300019,"Hair preparations; lacquers, not in aerosol containers",,"31,309",,240,,"31,549",,Final,,,,
201908,3305900008,"Hair preparations; n.e.c. in heading no. 3305, in aerosol containers, not containing chlorofluorocarbons",NMB,0,0,"12,521","7,686","12,521","7,686",Final,,,,
201908,3305900019,"Hair preparations; n.e.c. in heading no. 3305, not in aerosol containers",,"351,927",,"73,350",,"425,277",,Final,,,,
201908,3306100909,Oral or dental hygiene preparations; denture cleaning pastes and powders,,"663,320",,77,,"663,397",,Final,,,,
201908,3306100919,Oral or dental hygiene preparations; dentifrices n.e.c. in item no. 3306.10,,"323,000",,"1,403",,"324,403",,Final,,,,
201908,3306201000,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), textured yarn of nylon or other polyamides, measuring per single yarn more than 50 decitex",KGM,839,22,742,36,"1,581",58,Final,,,,
201908,3306209001,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), high tenacity yarn of nylon or other polyamides",KGM,50,1,0,0,50,1,Final,,,,
201908,3306209009,"Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss), other than in item no. 3306.20.10.00, other than high tenacity yarn of nylon or other polyamides",KGM,"5,536",122,"33,720","2,012","39,256","2,133",Final,,,,
201908,3306900019,"Oral or dental hygiene preparations, (other than dentifrices), not in aerosol containers",,"129,095",,"7,259",,"136,354",,Final,,,,
201908,3307100108,"Perfumery, cosmetic or toilet preparations; pre-shave and after-shave preparations, in aerosol containers, not containing chlorofluorocarbons",NMB,450,48,0,0,450,48,Final,,,,
201908,3307100119,"Perfumery, cosmetic or toilet preparations, pre-shave and after-shave preparations, not in aerosol containers",,"1,180",,0,,"1,180",,Final,,,,
201908,3307100908,"Perfumery, cosmetic or toilet preparations; shaving preparations, in aerosol containers, not containing chlorofluorocarbons",NMB,152,12,0,0,152,12,Final,,,,
201908,3307100919,"Perfumery, cosmetic or toilet preparations; shaving preparations, not in aerosol containers",,643,,0,,643,,Final,,,,
201908,3307200008,"Perfumery, cosmetic or toilet preparations; personal deodorants and anti-perspirants, in aerosol containers, not containing chlorofluorocarbons",NMB,"5,943","9,712",0,0,"5,943","9,712",Final,,,,
201908,3307200019,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants, not in aerosol containers",,"286,088",,178,,"286,266",,Final,,,,
201908,3307300000,"Perfumery, cosmetic or toilet preparations; perfumed bath salts and other bath preparations",,"202,479",,56,,"202,535",,Final,,,,
201908,3307490008,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning) in aerosol containers, not containing chlorofluorocarbons",NMB,"53,248","7,318",434,240,"53,682","7,558",Final,,,,
201908,3307490029,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms (excluding those which operate by burning), other than pot pourri",,"45,186",,"18,325",,"63,511",,Final,,,,
201908,3307900119,"Perfumes and deodorizers; animal toilet preparations, not in aerosol containers",,"41,623",,0,,"41,623",,Final,,,,
201908,3307900908,"Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307, in aerosol containers, not containing chlorofluorocarbons",NMB,"2,056",720,0,0,"2,056",720,Final,,,,
201908,3307900929,"Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307, other than pot pourri",,"26,147",,"14,696",,"40,843",,Final,,,,
201908,3401110001,"Soap; in tablets, for toilet use (including medicated products)",KGM,"416,369","22,079","4,520",255,"420,889","22,334",Final,,,,
201908,3401110009,"Soap; (other than in tablets), for toilet use (including medicated products), in forms specified in item no. 3401.11",KGM,"2,955",315,"2,886",214,"5,841",529,Final,,,,
201908,3401110019,"Organic surface-active products and preparations; for toilet use (including medicated products), (other than soap), in forms specified in item no. 3401.11",KGM,"62,186","26,001",734,7,"62,920","26,008",Final,,,,
201908,3401190001,"Soap; for other than toilet use, in forms specified in item no. 3401.11",KGM,"312,307","4,132",0,0,"312,307","4,132",Final,,,,
201908,3401190009,"Organic surface-active products and preparations; (for other than toilet use, other than soap), in forms specified in item no. 3401.11",KGM,"12,821",964,300,10,"13,121",974,Final,,,,
201908,3401200001,"Soap; in powder, flakes or granules",KGM,"12,314","3,283","1,206",500,"13,520","3,783",Final,,,,
201908,3401200009,"Soap; (other than in tablets, bars, powder, flakes and granules), n.e.c. in item no. 3401.11",KGM,"705,509","63,769","23,572","2,932","729,081","66,701",Final,,,,
201908,3401300000,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",KGM,"1,604,869","298,636","17,612","2,366","1,622,481","301,002",Final,,,,
201908,3402110000,"Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale",KGM,"28,260","3,416","17,460","1,362","45,720","4,778",Final,,,,
201908,3402120000,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",KGM,0,0,"1,545",193,"1,545",193,Final,,,,
201908,3402130000,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",KGM,"47,976","5,853","10,236","1,907","58,212","7,760",Final,,,,
201908,3402190000,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in heading no. 3402",KGM,"78,535","16,287","47,899","6,084","126,434","22,371",Final,,,,
201908,3402200001,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale",KGM,"242,825","66,929",374,37,"243,199","66,966",Final,,,,
201908,3402200018,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, in aerosol containers, not containing chlorofluorocarbons",NMB,"14,966","4,044",12,16,"14,978","4,060",Final,,,,
201908,3402200029,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale, not in aerosol containers",,"2,157,055",,"681,469",,"2,838,524",,Final,,,,
201908,3402900001,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,"8,502","2,169",0,0,"8,502","2,169",Final,,,,
201908,3402900009,"Washing and cleaning preparations; powders, flakes and granules, surface-active, whether or not containing soap (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"2,561",100,0,0,"2,561",100,Final,,,,
201908,3402900011,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs not exceeding 5kg, not for retail sale",KGM,"55,133","2,684","18,158","1,013","73,291","3,697",Final,,,,
201908,3402900019,"Washing and cleaning preparations; other than powder, flakes and granules, surface-active, containing soap or not (excluding those of heading no. 3401), in packs exceeding 5kg, not for retail sale",KGM,"48,588","10,808","5,215",730,"53,803","11,537",Final,,,,
201908,3403110019,"Lubricating preparations; for the treatment of textile and similar materials (leather etc), with less than 70% petroleum oils or oils from bituminous minerals, not in aerosol containers",,"100,512",,0,,"100,512",,Final,,,,
201908,3403190109,"Lubricating preparations; greases and other solid lubricants, (for other than aviation use), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, (not for the treatment of textile and similar materials)",KGM,"8,472","1,496",397,18,"8,869","1,514",Final,,,,
201908,3403191101,"Lubricating preparations; containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), (not for the treatment of textile and similar materials)",LTR,"4,992",120,40,2,"5,032",122,Final,,,,
201908,3403191109,"Preparations, other than lubricating; containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not for the treatment of textile and similar materials)",LTR,"7,257",880,0,0,"7,257",880,Final,,,,
201908,3403191907,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in aerosol containers of less than 5 litres capacity, not containing chlorofluorocarbons",NMB,"4,096",872,0,0,"4,096",872,Final,,,,
201908,3403191919,"Lubricating preparations; n.e.c. in item no. 3403.1, containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals, in containers (not aerosol) of less than 5 litres capacity",LTR,"1,542,036","12,408",2,0,"1,542,038","12,408",Final,,,,
201908,3403910019,"Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals), not in aerosol containers",,0,,"1,726",,"1,726",,Final,,,,
201908,3403990101,"Lubricating preparations; greases and other solid lubricants, suited only for aviation use, not containing petroleum oils or oils obtained from bituminous minerals, not for the treatment of textile and similar materials",KGM,0,0,"1,735",71,"1,735",71,Final,,,,
201908,3403990109,"Lubricating preparations; greases and other solid lubricants, for other than aviation use, not containing petroleum oils or oils obtained from bituminous minerals, not for the treatment of textile and similar materials",KGM,"3,557",78,0,0,"3,557",78,Final,,,,
201908,3403991101,"Lubricating preparations; not containing petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, (not solid lubricants), not for the treatment of textile and similar materials",LTR,"154,650","69,810",395,20,"155,045","69,830",Final,,,,
201908,3403991109,"Preparations, other than lubricating; not containing petroleum oils or oils obtained from bituminous minerals, in containers of 5 litres capacity or more, not for the treatment of textile and similar materials",LTR,"7,958","2,120",0,0,"7,958","2,120",Final,,,,
201908,3403991907,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in aerosol containers of less than 5 litres, not containing chlorofluorocarbons",NMB,"5,202",976,0,0,"5,202",976,Final,,,,
201908,3403991919,"Lubricating preparations; n.e.c. in item no. 3403.9, (not containing petroleum oils or oils obtained from bituminous minerals), in containers (not aerosol) of less than 5 litres capacity",LTR,"8,338",931,206,10,"8,544",941,Final,,,,
