Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202203,1605219000,"Crustacean preparations; shrimps and prawns, prepared in was n.e.c. in item no. 1605.21.10 and 1605.21.20, not in airtight containers",KGM,"8,851",422,"7,175",430,"16,026",852,Final,,,,
202203,1605299000,"Crustacean preparations; shrimps and prawns, prepared or preserved in ways n.e.c. in item no. 1605.29.10 and 1605.29.20, in airtight containers",KGM,"7,780",187,0,0,"7,780",187,Final,,,,
202203,1605401919,"Crustacean preparations; crustaceans, excluding crab, shrimps, prawns and lobster, prepared or preserved in ways n.e.c. in item no. 1605.40.01 and 1605.40.09, packed other than in airtight cans or jars",KGM,"211,419","3,530",0,0,"211,419","3,530",Final,,,,
202203,1605521000,"Mollusc preparations; scallops, including queen scallops, pastes",KGM,200,6,0,0,200,6,Final,,,,
202203,1605539029,"Mollusc preparations; mussels, prepared or preserved in ways n.e.c. in item no. 1605.53.90, packed other than in airtight cans or jars",KGM,"759,731","112,665",0,0,"759,731","112,665",Final,,,,
202203,1605549029,"Mollusc preparations; cuttle fish and squid, prepared or preserved in ways n.e.c. in item no. 1605.54.10 and 1605.54.20, packed other than in airtight cans or jars",KGM,"11,659","1,297",0,0,"11,659","1,297",Final,,,,
202203,1605569019,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved in ways n.e.c. in item no. 1605.56.10 and 1605.56.20, packed other than in airtight cans or jars",KGM,"4,475",500,0,0,"4,475",500,Final,,,,
202203,1605579010,"Mollusc preparations; abalone, paua, prepared in ways n.e.c. in item no. 1605.57.10 and 1605.57.20, preserved in airtight cans or jars",KGM,"47,918","1,000",0,0,"47,918","1,000",Final,,,,
202203,1605691000,"Aquatic invertebrates; other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, preserved in airtight cans or jars, prepared in combination with vegetables or other food substances",KGM,123,7,0,0,123,7,Final,,,,
202203,1701140010,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter, of a polarisation of less than 99 degrees",KGM,542,108,0,0,542,108,Final,,,,
202203,1701140019,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter, of a polarisation of 99 degrees or more",KGM,"5,092","1,786",0,0,"5,092","1,786",Final,,,,
202203,1701910001,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,"8,026","4,662",0,0,"8,026","4,662",Final,,,,
202203,1701910019,"Sugars; sucrose; chemically pure, in solid form, containing added flavouring or colouring matter, other than brown sugar",KGM,"43,128","18,770",0,0,"43,128","18,770",Final,,,,
202203,1701990001,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs not exceeding 5kg",KGM,"33,240","28,215","22,794","15,288","56,034","43,503",Final,,,,
202203,1701990009,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs exceeding 5kg",KGM,267,71,0,0,267,71,Final,,,,
202203,1701990011,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs not exceeding 5kg",KGM,"856,512","727,664",285,29,"856,797","727,693",Final,,,,
202203,1701990021,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 5kg but not exceeding 15kg",KGM,271,10,0,0,271,10,Final,,,,
202203,1701990029,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 15kg",KGM,"665,765","675,585",220,100,"665,985","675,685",Final,,,,
202203,1701990032,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,"1,921",391,261,100,"2,182",491,Final,,,,
202203,1701990038,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs of over 5kg",KGM,232,150,0,0,232,150,Final,,,,
202203,1701990041,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs not exceeding 5kg",KGM,0,0,419,240,419,240,Final,,,,
202203,1701990049,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs exceeding 5kg",KGM,"124,135","12,479",0,0,"124,135","12,479",Final,,,,
202203,1702110000,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"6,989,176","2,559,280",0,0,"6,989,176","2,559,280",Final,,,,
202203,1702190000,"Sugars; lactose and lactose syrup, containing by weight less than 99% lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"42,186","13,000",0,0,"42,186","13,000",Final,,,,
202203,1702200000,"Sugars; maple sugar, chemically pure, in solid form; maple syrup not containing added flavouring or colouring matter",KGM,"5,958","1,284","4,942",400,"10,900","1,684",Final,,,,
202203,1702300001,"Sugars; glucose, chemically pure, in solid form, containing less than 20% by weight of fructose",KGM,"6,495",868,0,0,"6,495",868,Final,,,,
202203,1702300009,"Sugars; glucose syrup, not containing fructose, added flavouring or colouring matter",KGM,"57,432","43,044",752,8,"58,184","43,052",Final,,,,
202203,1702400009,"Sugars; glucose syrup, excluding invert sugar, not containing added flavouring or colouring matter, n.e.c. in heading no. 1702",KGM,180,150,0,0,180,150,Final,,,,
202203,1702900100,"Sugars; infant food preparations, in solid form",KGM,"51,276","4,889",0,0,"51,276","4,889",Final,,,,
202203,1702900900,"Sugars; artificial honey, whether or not mixed with natural honey",KGM,"33,923",433,"2,347","1,021","36,270","1,454",Final,,,,
202203,1702901100,Sugars; caramel,KGM,"24,706","5,125",0,0,"24,706","5,125",Final,,,,
202203,1702901801,"Sugars; n.e.c. in heading no. 1702, including invert sugar, chemically pure maltose",,"31,197",,0,,"31,197",,Final,,,,
202203,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"277,666","55,272","2,139",511,"279,805","55,783",Final,,,,
202203,1703100001,"Sugars; molasses, from sugar cane, refined",KGM,"35,103","3,728",0,0,"35,103","3,728",Final,,,,
202203,1703900009,"Sugars; molasses, from sugar beet, other than stock food",KGM,0,0,141,25,141,25,Final,,,,
202203,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,"10,001",345,0,0,"10,001",345,Final,,,,
202203,1704900010,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"5,725,019","622,251","15,801",638,"5,740,820","622,889",Final,,,,
202203,1804000000,"Cocoa; butter, fat and oil",KGM,409,20,0,0,409,20,Final,,,,
202203,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,"29,434","3,779","29,868","3,065","59,302","6,844",Final,,,,
202203,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,"35,513","3,189",342,24,"35,855","3,213",Final,,,,
202203,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,"31,835","3,055","3,328",240,"35,163","3,295",Final,,,,
202203,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,"576,932","40,798","68,028","4,708","644,960","45,506",Final,,,,
202203,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,29,1,0,0,29,1,Final,,,,
202203,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,"409,550","56,490",0,0,"409,550","56,490",Final,,,,
202203,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"7,364,157","352,628",0,0,"7,364,157","352,628",Final,,,,
202203,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,"16,868",700,412,3,"17,280",703,Final,,,,
202203,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,"1,260,771","116,660",0,0,"1,260,771","116,660",Final,,,,
202203,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,"77,654","8,825",305,23,"77,959","8,848",Final,,,,
202203,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,"27,900","7,232",171,13,"28,071","7,245",Final,,,,
202203,1806900029,"Chocolate and other food preparations containing cocoa; in forms n.e.c. in heading no. 1806, weighing 15g or less",KGM,"515,676","89,813","196,844","2,283","712,520","92,096",Final,,,,
202203,1901100100,"Food preparations; of flour, meal, starch, malt extract or milk products, containing cocoa, suitable for infants or young children, put up for retail sale",KGM,"336,960","28,800",0,0,"336,960","28,800",Final,,,,
202203,1901100900,"Food preparations; of flour, meal, starch, malt extract or milk products, (not containing cocoa), suitable for infants or young children, put up for retail sale",KGM,"85,742,960","6,083,012","22,846","1,561","85,765,806","6,084,573",Final,,,,
202203,1901200100,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, containing cocoa",KGM,"503,420","108,172",0,0,"503,420","108,172",Final,,,,
202203,1901200900,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, not containing cocoa",KGM,"3,334,770","968,207","31,166","10,216","3,365,936","978,423",Final,,,,
202203,1901900110,"Food preparations; of flour, meal, starch, malt extract or milk products, containing cocoa, for uses n.e.c. in heading no. 1901",KGM,"77,902","8,193",0,0,"77,902","8,193",Final,,,,
202203,1901900903,"Food preparations; malt extract for use in home brewing, in retail packs",KGM,"443,604","21,360","1,561",227,"445,165","21,587",Final,,,,
202203,1901900912,Food preparations; malt extract for use in commercial brewing,KGM,"36,685","6,519","6,561","1,031","43,246","7,550",Final,,,,
202203,1901900930,"Food preparations; of flour, meal, starch or milk products, (other than malt extract), not containing cocoa, for uses n.e.c. in heading 1901",KGM,"43,447,488","6,481,893",98,18,"43,447,586","6,481,911",Final,,,,
202203,1902110000,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared",KGM,"3,186",675,"1,877",690,"5,063","1,365",Final,,,,
202203,1902190000,"Food preparations; pasta (excluding that containing eggs), uncooked, not stuffed or otherwise prepared",KGM,"70,704","21,077",562,162,"71,266","21,239",Final,,,,
202203,1902200000,"Food preparations; pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared",KGM,"44,133","7,747",0,0,"44,133","7,747",Final,,,,
202203,1902300101,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, dried noodle cake with flavour sachet",KGM,"33,487","10,466",20,2,"33,507","10,468",Final,,,,
202203,1902300109,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, (other than dried noodle cake with flavour sachet)",KGM,"648,059","272,545",0,0,"648,059","272,545",Final,,,,
202203,1902300909,"Food preparations; pasta (excluding stuffed), (other than dried noodle cake), cooked, not prepared in combination with other food substances",KGM,"1,631",222,"6,247",810,"7,878","1,032",Final,,,,
202203,1902400000,Food preparations; couscous,KGM,"2,663",555,188,50,"2,851",605,Final,,,,
202203,1903000000,"Food preparations; tapioca and substitutes therefor, prepared from starch, in the form of flakes, grains, pearls, siftings or similar",KGM,180,85,"1,024",300,"1,204",385,Final,,,,
202203,1904100100,"Food preparations; obtained by the swelling or roasting of cereals or cereal products, coated with chocolate or cocoa",KGM,"1,495",32,137,20,"1,632",52,Final,,,,
202203,1904100902,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of maize",KGM,"79,256","19,282",0,0,"79,256","19,282",Final,,,,
202203,1904100905,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of oats",KGM,"55,433","5,448",0,0,"55,433","5,448",Final,,,,
202203,1904100911,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of rice",KGM,"419,521","91,778",0,0,"419,521","91,778",Final,,,,
202203,1904100915,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of wheat",KGM,"121,046","34,138",0,0,"121,046","34,138",Final,,,,
202203,1904100919,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"86,680","8,932",0,0,"86,680","8,932",Final,,,,
202203,1904100925,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of oats",KGM,"3,692",491,0,0,"3,692",491,Final,,,,
202203,1904100931,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of rice",KGM,0,0,"17,168","3,150","17,168","3,150",Final,,,,
202203,1904100935,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of wheat",KGM,"191,314","53,493",0,0,"191,314","53,493",Final,,,,
202203,1904100939,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"252,137","43,899",619,110,"252,756","44,009",Final,,,,
202203,1904100941,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), maize",KGM,"13,691",868,0,0,"13,691",868,Final,,,,
202203,1904100945,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), oats",KGM,"89,653","5,758",0,0,"89,653","5,758",Final,,,,
202203,1904100951,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), rice",KGM,310,7,0,0,310,7,Final,,,,
202203,1904100961,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), mixtures of cereals",KGM,"2,255",208,0,0,"2,255",208,Final,,,,
202203,1904100969,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), n.e.c. in item no. 1904.10",KGM,550,110,"4,166",560,"4,716",670,Final,,,,
202203,1904205000,"Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals, muesli",KGM,"18,134","2,423",0,0,"18,134","2,423",Final,,,,
202203,1904209002,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), mainly of maize",KGM,"5,920",205,0,0,"5,920",205,Final,,,,
202203,1904209005,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), mainly of oats",KGM,"2,871",168,0,0,"2,871",168,Final,,,,
202203,1904209011,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), mainly of rice",KGM,"1,653",102,0,0,"1,653",102,Final,,,,
202203,1904209019,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), n.e.c. in item no. 1904.20",KGM,"73,281","15,577",0,0,"73,281","15,577",Final,,,,
202203,1904209021,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, in packs exceeding 1kg, mainly of maize",KGM,"1,879",150,0,0,"1,879",150,Final,,,,
202203,1904209051,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), rice",KGM,"37,262","4,802",0,0,"37,262","4,802",Final,,,,
202203,1904209055,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), wheat",KGM,514,19,0,0,514,19,Final,,,,
202203,1904209061,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), mixtures",KGM,"155,807","18,775","8,445","1,050","164,252","19,825",Final,,,,
202203,1904209069,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), n.e.c. in item no. 1904.20",KGM,"185,146","36,005",451,240,"185,597","36,245",Final,,,,
202203,1904300000,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat",KGM,0,0,116,50,116,50,Final,,,,
202203,1904900100,"Food preparations; cereal or cereal products (excluding maize), in grain form, pre-cooked or otherwise prepared, coated with chocolate",KGM,"35,171","3,335",0,0,"35,171","3,335",Final,,,,
202203,1904900901,"Food preparations; cereals (excluding maize), in grain form, pre-cooked or otherwise prepared, (not coated with chocolate), breakfast cereals, muesli",KGM,"132,077","30,848",0,0,"132,077","30,848",Final,,,,
202203,1904900909,"Food preparations; cereals (excluding maize), in grain form, pre-cooked or otherwise prepared, (not coated with chocolate), breakfast cereals, other than muesli",KGM,"236,553","24,504",0,0,"236,553","24,504",Final,,,,
202203,1904900929,"Food preparations; (excluding maize and bulgur wheat), in grain form, precooked or otherwise prepared, (not coated with chocolate), other than breakfast cereals.",KGM,"5,032",513,0,0,"5,032",513,Final,,,,
202203,1905100000,"Food preparations; crispbread, whether or not containing cocoa",KGM,"45,607","4,147",0,0,"45,607","4,147",Final,,,,
202203,1905200000,"Food preparations; gingerbread and the like, whether or not containing cocoa",,"174,742",,0,,"174,742",,Final,,,,
202203,1905310021,"Food preparations; sweet biscuits (other than crackers), centre-filled, fully coated, whether or not containing cocoa",KGM,"275,466","37,607",0,0,"275,466","37,607",Final,,,,
202203,1905310023,"Food preparations; sweet biscuits (other than crackers), centre-filled, partly coated, whether or not containing cocoa",KGM,"1,551",101,0,0,"1,551",101,Final,,,,
202203,1905310029,"Food preparations; sweet biscuits (other than crackers), centre-filled, uncoated, whether or not containing cocoa",KGM,"27,165","3,634",0,0,"27,165","3,634",Final,,,,
202203,1905310031,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), fully coated, whether or not containing cocoa",KGM,"946,765","144,651",0,0,"946,765","144,651",Final,,,,
202203,1905310033,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), partly coated, whether or not containing cocoa",KGM,"499,876","66,107",0,0,"499,876","66,107",Final,,,,
202203,1905310039,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), uncoated, whether or not containing cocoa",KGM,"1,440,303","162,771",360,50,"1,440,663","162,821",Final,,,,
202203,1905320029,"Food preparations; waffles and wafers, centre-filled, uncoated, whether or not containing cocoa",KGM,"195,636","35,530",0,0,"195,636","35,530",Final,,,,
202203,1905320033,"Food preparations; waffles and wafers, (other than those which are centre-filled), partly coated, whether or not containing cocoa",KGM,631,50,0,0,631,50,Final,,,,
202203,1905320039,"Food preparations; waffles and wafers, (other than those which are centre-filled), uncoated, whether or not containing cocoa",KGM,"3,731",816,"1,256",149,"4,987",965,Final,,,,
202203,1905400009,"Food preparations; rusks, toasted bread and similar toasted products, (excluding those containing added sugar, honey, fats, cheese or cocoa)",KGM,"425,416","53,313",0,0,"425,416","53,313",Final,,,,
202203,1905900500,Food preparations; crackers,KGM,"457,346","57,084","36,360","3,600","493,706","60,684",Final,,,,
202203,1905900901,"Food preparations; biscuits (excluding sweet biscuits), whether or not containing cocoa",KGM,"43,755","2,630",0,0,"43,755","2,630",Final,,,,
202203,1905900909,"Food preparations; cakes (excluding gingerbread and the like), whether or not containing cocoa",KGM,"383,922","36,150",0,0,"383,922","36,150",Final,,,,
202203,1905900919,"Food preparations; bread, pastry and other bakers' wares n.e.c. in heading no. 1905, empty cachets suitable for pharmaceutical use, rice paper and similar products, whether or not containing cocoa",,"5,858,367",,"26,725",,"5,885,092",,Final,,,,
202203,2001100019,"Vegetable preparations; gherkins, prepared or preserved by vinegar or acetic acid",KGM,"6,414","1,662","2,081",690,"8,495","2,352",Final,,,,
202203,2001900119,"Vegetable preparations; vegetables, fruit and nuts, prepared or preserved by vinegar or acetic acid (excluding cucumbers, gherkins and onions)",KGM,"8,819","2,516","3,932","1,547","12,751","4,063",Final,,,,
202203,2001900900,"Vegetable preparations; edible parts of plants n.e.c. in heading no. 2001, prepared or preserved by vinegar or acetic acid",KGM,"13,907","3,381",0,0,"13,907","3,381",Final,,,,
202203,2002100000,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",KGM,"3,079",528,0,0,"3,079",528,Final,,,,
202203,2002900100,"Vegetable preparations; tomato juice, puree and concentrate, prepared or preserved otherwise than by vinegar or acetic acid",KGM,"82,758","41,453","1,425",434,"84,183","41,887",Final,,,,
202203,2002900900,"Vegetable preparations; tomatoes, (other than whole, in pieces, juice, puree or concentrate), prepared or preserved otherwise than by vinegar or acetic acid",KGM,"8,496","1,528",0,0,"8,496","1,528",Final,,,,
202203,2003909000,"Vegetable preparations; mushrooms other than of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid",KGM,"3,645",336,0,0,"3,645",336,Final,,,,
202203,2004100000,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",KGM,"6,170,573","4,618,440","14,628","4,380","6,185,201","4,622,820",Final,,,,
202203,2004900100,"Vegetable preparations; sweetcorn, vine leaves, yams (sweet potatoes), hop shoots, palm hearts and mixtures of these, prepared or preserved otherwise than by vinegar or acetic acid, frozen",KGM,"2,165",521,0,0,"2,165",521,Final,,,,
202203,2004900919,"Vegetable preparations; vegetables and mixtures of vegetables n.e.c. in heading no. 2004, prepared or preserved otherwise than by vinegar or acetic acid, frozen",KGM,"123,549","28,225",0,0,"123,549","28,225",Final,,,,
202203,2005200001,"Vegetable preparations; potatoes, in airtight cans, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"7,773",439,0,0,"7,773",439,Final,,,,
202203,2005200009,"Vegetable preparations; potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen, not in airtight cans",KGM,"572,700","65,495",317,120,"573,017","65,615",Final,,,,
202203,2005400000,"Vegetable preparations; peas (pisum sativum), prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"1,106",303,0,0,"1,106",303,Final,,,,
202203,2005510001,"Vegetable preparations; beans (vigna spp., phaseolus spp.), shelled, baked, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"1,217,327","589,728",0,0,"1,217,327","589,728",Final,,,,
202203,2005510009,"Vegetable preparations; beans (vigna spp., phaseolus spp.), shelled, prepared or preserved otherwise than by vinegar or acetic acid, not baked or frozen",KGM,"94,979","34,463",0,0,"94,979","34,463",Final,,,,
202203,2005590000,"Vegetable preparations; beans (vigna spp., phaseolus spp.), (not shelled), prepared or preserved other than by vinegar or acetic acid, not frozen",KGM,"54,568","24,030",0,0,"54,568","24,030",Final,,,,
202203,2005600000,"Vegetable preparations; asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,812,50,0,0,812,50,Final,,,,
202203,2005700000,"Vegetable preparations; olives, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"5,596",217,0,0,"5,596",217,Final,,,,
202203,2005800000,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"193,682","80,258",0,0,"193,682","80,258",Final,,,,
202203,2005910000,"Vegetable preparations; bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,0,0,"1,392",110,"1,392",110,Final,,,,
202203,2005990100,"Vegetable preparations; capers, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"3,413",658,23,2,"3,436",660,Final,,,,
202203,2005990917,"Vegetable preparations; beetroot, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"752,821","339,052",0,0,"752,821","339,052",Final,,,,
202203,2005990921,"Vegetable preparations; vegetables and mixtures of vegetables, n.e.c. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",KGM,"181,887","37,357",557,31,"182,444","37,388",Final,,,,
202203,2006003001,"Vegetables; olives, preserved by sugar (drained, glace or crystallised)",KGM,490,96,0,0,490,96,Final,,,,
202203,2006005011,"Vegetables; beans (vigna spp., phaseolus spp.), beans, shelled, baked, preserved by sugar (drained, glace or crystallised)",KGM,45,1,0,0,45,1,Final,,,,
202203,2006005015,"Vegetables; beans (vigna spp., phaseolus spp.), beans, shelled, (not baked), preserved by sugar (drained, glace or crystallised)",KGM,28,10,0,0,28,10,Final,,,,
202203,2006007009,"Vegetables; and mixtures of vegetables, (other than peas, beans, sweetcorn, olives, capers, asparagus or beetroot), preserved by sugar (drained, glace or crystallised)",KGM,"3,858",253,243,25,"4,101",278,Final,,,,
202203,2006009000,"Vegetables; n.e.c. in heading no. 2006, preserved by sugar (drained, glace or crystallised)",KGM,"1,252",67,0,0,"1,252",67,Final,,,,
202203,2007100000,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised cooked preparations, whether or not containing added sugar or other sweetening matter",KGM,"227,873","36,299",0,0,"227,873","36,299",Final,,,,
202203,2007910000,"Jams, jellies, marmalades, purees and pastes; of citrus fruit, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter",KGM,"154,275","52,048",0,0,"154,275","52,048",Final,,,,
202203,2007990019,"Jams, fruit jellies, marmalades, purees and pastes; of fruit or nuts n.e.c. in heading no. 2007, cooked preparations, whether or not containing added sugar or other sweetening matter",KGM,"2,220,387","498,954","4,171",240,"2,224,558","499,194",Final,,,,
202203,2008110001,Nuts; peanut butter,KGM,"920,536","144,833",0,0,"920,536","144,833",Final,,,,
202203,2008110031,"Nuts; ground-nuts, roasted, other than mixtures",KGM,"2,312",173,0,0,"2,312",173,Final,,,,
202203,2008110039,"Nuts; ground-nuts, (not roasted), prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit",KGM,37,1,230,33,267,34,Final,,,,
202203,2008190100,"Nuts and other seeds; whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts, except in mixtures), cashew nuts",KGM,"5,519",441,0,0,"5,519",441,Final,,,,
202203,2008190901,"Nuts and other seeds; whether or not containing added sugar, other sweetening matter or spirit (excluding ground nuts, except in mixtures), roasted almonds",KGM,"1,720",116,0,0,"1,720",116,Final,,,,
202203,2008190929,"Nuts and other seeds; whether or not containing added sugar, other sweetening matter or spirit (excluding ground nuts, except in mixtures), roasted, (excluding almonds, hazelnuts (filberts) or macadamia nuts)",KGM,"108,219","7,950","1,311",57,"109,530","8,007",Final,,,,
